geneId	geneName	leftEndPos	rightEndPos	strand	geneSynonyms	otherDbsGeneIds	productId	productName	productSynonyms	otherDbsProductsIds 
RDBECOLIGNC04366	yqhA	3148977	3149471	reverse	G7559	[ASKA:ECK2996+b3002+JW2971+yqhA][KEIO:ECK2996+b3002+JW2971+yqhA][STRING:511145.b3002][ASAP:ABE-0009850][ECHOBASE:EB2832][OU-MICROARRAY:b3002][ECOCYC:G7559][REFSEQ:b3002]	RDBECOLIPDC02961	UPF0114 family protein YqhA	YqhA	[ALPHAFOLD:P67244][PANTHER:PTHR38596][PFAM:PF03350][PRIDE:P67244][INTERPRO:IPR005134][ECOLIWIKI:b3002][UNIPROT:P67244][REFSEQ:NP_417475][ECOCYC:G7559-MONOMER] 
RDBECOLIGNC04367	G7561	3150722	3150967	forward	G7561	[OU-MICROARRAY:b3004][ECOCYC:G7561][REFSEQ:b3004]				 
RDBECOLIGNC04368	G7562	3151977	3152132	reverse	G7562	[OU-MICROARRAY:b3007][ECOCYC:G7562][REFSEQ:b3007]				 
RDBECOLIGNC04369	yqhC	3154262	3155218	reverse	G7563	[ASKA:ECK3002+b3010+JW5849+yqhC][KEIO:ECK3002+b3010+JW5849+yqhC][STRING:511145.b3010][ASAP:ABE-0009884][ECHOBASE:EB2833][OU-MICROARRAY:b3010][ECOCYC:G7563][REFSEQ:b3010]	RDBECOLIPDC02962	DNA-binding transcriptional activator YqhC	YqhC	[ALPHAFOLD:Q46855][PFAM:PF12833][SMR:Q46855][INTERPRO:IPR009057][SMART:SM00342][PROSITE:PS01124][PRIDE:Q46855][ECOLIWIKI:b3010][MODBASE:Q46855][REFSEQ:NP_417483][UNIPROT:Q46855][ECOCYC:G7563-MONOMER] 
RDBECOLIGNC04370	yqhD	3155355	3156518	forward	G7564	[ASKA:ECK3003+b3011+JW2978+yqhD][KEIO:ECK3003+b3011+JW2978+yqhD][STRING:511145.b3011][ASAP:ABE-0009888][ECHOBASE:EB2834][OU-MICROARRAY:b3011][ECOCYC:G7564][REFSEQ:b3011]	RDBECOLIPDC02963	NADPH-dependent aldehyde reductase YqhD	YqhD	[INTERPRO:IPR001670][ALPHAFOLD:Q46856][PFAM:PF00465][PDB:1OJ7][SMR:Q46856][DIP:DIP-12870N][PROSITE:PS00913][PRIDE:Q46856][ECOLIWIKI:b3011][MODBASE:Q46856][SWISSMODEL:Q46856][REFSEQ:NP_417484][UNIPROT:Q46856][ECOCYC:G7564-MONOMER] 
RDBECOLIGNC04371	dkgA	3156623	3157450	forward	yqhE,G7565	[ASKA:ECK3004+b3012+JW5499+dkgA][KEIO:ECK3004+b3012+JW5499+dkgA][STRING:511145.b3012][ASAP:ABE-0009892][ECHOBASE:EB2835][OU-MICROARRAY:b3012][ECOCYC:G7565][REFSEQ:b3012]	RDBECOLIPDC03528	methylglyoxal reductase DkgA	DkgA,YqhE,AKR5C2	[ALPHAFOLD:Q46857][INTERPRO:IPR018170][PANTHER:PTHR43827][PFAM:PF00248][SMR:Q46857][PROSITE:PS00798][PRIDE:Q46857][PRINTS:PR00069][PDB:1MZR][PRODB:PRO_000022451][ECOLIWIKI:b3012][MODBASE:Q46857][SWISSMODEL:Q46857][REFSEQ:NP_417485][UNIPROT:Q46857][ECOCYC:MONOMER0-148] 
RDBECOLIGNC04372	yqhG	3157650	3158576	forward	yqhF,G7566	[ASKA:ECK3005+b3013+JW5500+yqhG][KEIO:ECK3005+b3013+JW5500+yqhG][STRING:511145.b3013][ASAP:ABE-0009895][ECHOBASE:EB2836][OU-MICROARRAY:b3013][ECOCYC:G7566][REFSEQ:b3013]	RDBECOLIPDC02964	DUF3828 domain-containing protein YqhG	YqhF,YqhG	[ALPHAFOLD:Q46858][SMR:Q46858][PFAM:PF12883][PRIDE:Q46858][INTERPRO:IPR024289][ECOLIWIKI:b3013][REFSEQ:YP_026195][UNIPROT:Q46858][ECOCYC:G7566-MONOMER] 
RDBECOLIGNC04373	yqhH	3158627	3158884	forward	G7567	[ASKA:ECK3006+b3014+JW2982+yqhH][KEIO:ECK3006+b3014+JW2982+yqhH][STRING:511145.b3014][ASAP:ABE-0009898][ECHOBASE:EB2837][OU-MICROARRAY:b3014][ECOCYC:G7567][REFSEQ:b3014]	RDBECOLIPDC02965	lipoprotein YqhH	YqhH	[ALPHAFOLD:P65298][PANTHER:PTHR38763][PFAM:PF04728][INTERPRO:IPR016367][SMR:P65298][PROSITE:PS51257][PRIDE:P65298][ECOLIWIKI:b3014][MODBASE:P65298][UNIPROT:P65298][REFSEQ:NP_417487][ECOCYC:G7567-MONOMER] 
RDBECOLIGNC04374	ygiQ	3158927	3161146	reverse	ygiR,b3016,b3015,G7568	[ASKA:b3016+b3015+b4469+ygiQ][KEIO:ECK3007+b4469+JW5501+ygiQ][STRING:511145.b4469][ASAP:ABE-0174099][ECHOBASE:EB2838][OU-MICROARRAY:b3015][ECOCYC:G7568][REFSEQ:b4469]	RDBECOLIPDC02966	radical SAM superfamily protein YgiQ	YgiR,YgiQ	[ALPHAFOLD:Q46861][PROSITE:PS51918][INTERPRO:IPR006638][PANTHER:PTHR32331][PFAM:PF11842][DIP:DIP-12224N][SMART:SM00729][PRIDE:Q46861][ECOLIWIKI:b4469][REFSEQ:YP_026196][MODBASE:Q46861][UNIPROT:Q46861][ECOCYC:G7568-MONOMER] 
RDBECOLIGNC04375	ygiS	3166111	3167718	reverse	G7570	[ASKA:ECK3011+b3020+JW2988+ygiS][KEIO:ECK3011+b3020+JW2988+ygiS][STRING:511145.b3020][ASAP:ABE-0009920][ECHOBASE:EB2839][OU-MICROARRAY:b3020][ECOCYC:G7570][REFSEQ:b3020]	RDBECOLIPDC04473	putative deoxycholate binding periplasmic protein	YgiS	[ALPHAFOLD:Q46863][INTERPRO:IPR000914][PANTHER:PTHR30290][PFAM:PF00496][SMR:Q46863][PRIDE:Q46863][ECOLIWIKI:b3020][MODBASE:Q46863][SWISSMODEL:Q46863][REFSEQ:NP_417492][UNIPROT:Q46863][ECOCYC:YGIS-MONOMER] 
RDBECOLIGNC04376	mqsA	3167851	3168246	reverse	ygiT,G7571	[ASKA:ECK3012+b3021+JW2989+mqsA][STRING:511145.b3021][ASAP:ABE-0009923][ECHOBASE:EB2840][OU-MICROARRAY:b3021][ECOCYC:G7571][REFSEQ:b3021]	RDBECOLIPDC02967	antitoxin of the MqsRA TA system / DNA-binding transcriptional repressor MqsA	MqsA,YgiT,antitoxin of the MqsRA toxin-antitoxin system	[ALPHAFOLD:Q46864][PFAM:PF15731][INTERPRO:IPR001387][PDB:3HI2][SMR:Q46864][DIP:DIP-12226N][SMART:SM00530][PROSITE:PS50943][PRIDE:Q46864][ECOLIWIKI:b3021][REFSEQ:NP_417493][UNIPROT:Q46864][ECOCYC:G7571-MONOMER] 
RDBECOLIGNC04377	mqsR	3168248	3168544	reverse	ygiU,G7572	[ASKA:ECK3013+b3022+JW2990+mqsR][KEIO:ECK3013+b3022+JW2990+ygiU][STRING:511145.b3022][ASAP:ABE-0009925][ECHOBASE:EB2841][OU-MICROARRAY:b3022][ECOCYC:G7572][REFSEQ:b3022]	RDBECOLIPDC02968	mRNA interferase toxin MqsR	YgiU,MqsR,mRNA interferase / toxin of the MqsR-MqsA toxin-antitoxin system	[ALPHAFOLD:Q46865][INTERPRO:IPR031451][PFAM:PF15723][PRIDE:Q46865][SMR:Q46865][PDB:3HI2][PRODB:PRO_000023281][ECOLIWIKI:b3022][REFSEQ:NP_417494][UNIPROT:Q46865][ECOCYC:G7572-MONOMER] 
RDBECOLIGNC04378	ygiV	3168749	3169231	reverse	G7573	[ASKA:ECK3014+b3023+JW5502+ygiV][KEIO:ECK3014+b3023+JW5502+ygiV][STRING:511145.b3023][ASAP:ABE-0009928][ECHOBASE:EB2842][OU-MICROARRAY:b3023][ECOCYC:G7573][REFSEQ:b3023]	RDBECOLIPDC02969	DNA-binding transcriptional repressor YgiV	YgiV	[ALPHAFOLD:Q46866][PFAM:PF06445][PRIDE:Q46866][INTERPRO:IPR010499][SMR:Q46866][SMART:SM00871][ECOLIWIKI:b3023][REFSEQ:YP_026197][MODBASE:Q46866][UNIPROT:Q46866][ECOCYC:G7573-MONOMER] 
RDBECOLIGNC04379	ygiW	3169284	3169676	reverse	visP,G7574	[ASKA:ECK3015+b3024+JW2992+ygiW][KEIO:ECK3015+b3024+JW2992+ygiW][STRING:511145.b3024][ASAP:ABE-0009930][ECHOBASE:EB2843][OU-MICROARRAY:b3024][ECOCYC:G7574][REFSEQ:b3024]	RDBECOLIPDC02970	BOF family protein YgiW	VisP,YgiW,stress-induced protein	[ALPHAFOLD:P0ADU5][INTERPRO:IPR016052][PFAM:PF04076][SMR:P0ADU5][DIP:DIP-47914N][PRIDE:P0ADU5][PDB:1NNX][ECOLIWIKI:b3024][MODBASE:P0ADU5][SWISSMODEL:P0ADU5][UNIPROT:P0ADU5][REFSEQ:NP_417496][ECOCYC:G7574-MONOMER] 
RDBECOLIGNC04380	qseB	3169828	3170487	forward	ygiX,G7575	[ASKA:ECK3016+b3025+JW2993+qseB][KEIO:ECK3016+b3025+JW2993+qseB][STRING:511145.b3025][ASAP:ABE-0009936][ECHOBASE:EB2844][OU-MICROARRAY:b3025][ECOCYC:G7575][REFSEQ:b3025]	RDBECOLIPDC02971	DNA-binding transcriptional activator QseB	YgiX,QseB,QseB response regulator	[ALPHAFOLD:P52076][PANTHER:PTHR48111][INTERPRO:IPR011006][PFAM:PF00486][PRIDE:P52076][PROSITE:PS50110][SMR:P52076][SMART:SM00448][PRODB:PRO_000023666][ECOLIWIKI:b3025][MODBASE:P52076][REFSEQ:NP_417497][UNIPROT:P52076][ECOCYC:G7575-MONOMER] 
RDBECOLIGNC04381	ygiZ	3171879	3172211	reverse	G7577	[ASKA:ECK3018+b3027+JW2995+ygiZ][KEIO:ECK3018+b3027+JW2995+ygiZ][STRING:511145.b3027][ASAP:ABE-0009940][ECHOBASE:EB2846][OU-MICROARRAY:b3027][ECOCYC:G7577][REFSEQ:b3027]	RDBECOLIPDC02972	DUF2645 domain-containing inner membrane protein YgiZ	YgiZ	[ALPHAFOLD:Q46867][SMR:Q46867][PFAM:PF10840][PRIDE:Q46867][INTERPRO:IPR022553][ECOLIWIKI:b3027][REFSEQ:NP_417499][UNIPROT:Q46867][ECOCYC:G7577-MONOMER] 
RDBECOLIGNC04382	yqiA	3175425	3176006	reverse	yzzI,G7578	[ASKA:ECK3022+b3031+JW2999+yqiA][KEIO:ECK3022+b3031+JW2999+yqiA][STRING:511145.b3031][ASAP:ABE-0009953][ECHOBASE:EB2103][OU-MICROARRAY:b3031][ECOCYC:G7578][REFSEQ:b3031]	RDBECOLIPDC02973	esterase YqiA	YzzI,YqiA	[ALPHAFOLD:P0A8Z7][PANTHER:PTHR35602][PFAM:PF05728][PRIDE:P0A8Z7][INTERPRO:IPR008886][SMR:P0A8Z7][ECOLIWIKI:b3031][MODBASE:P0A8Z7][UNIPROT:P0A8Z7][REFSEQ:NP_417503][ECOCYC:G7578-MONOMER] 
RDBECOLIGNC04383	cpdA	3176006	3176833	reverse	icc,G7579	[ASKA:ECK3023+b3032+JW3000+cpdA][KEIO:ECK3023+b3032+JW3000+cpdA][STRING:511145.b3032][ASAP:ABE-0009957][ECHOBASE:EB2104][OU-MICROARRAY:b3032][ECOCYC:G7579][REFSEQ:b3032]	RDBECOLIPDC02974	cAMP phosphodiesterase	CpdA,Icc	[INTERPRO:IPR026575][ALPHAFOLD:P0AEW4][PFAM:PF00149][PRIDE:P0AEW4][PRODB:PRO_000022988][ECOLIWIKI:b3032][MODBASE:P0AEW4][UNIPROT:P0AEW4][REFSEQ:NP_417504][ECOCYC:G7579-MONOMER] 
RDBECOLIGNC04384	yqiB	3176858	3177280	reverse	yzzH,G7580	[ASKA:ECK3024+b3033+JW3001+yqiB][KEIO:ECK3024+b3033+JW3001+yqiB][STRING:511145.b3033][ASAP:ABE-0009959][ECHOBASE:EB2102][OU-MICROARRAY:b3033][ECOCYC:G7580][REFSEQ:b3033]	RDBECOLIPDC02975	DUF1249 domain-containing protein YqiB	YzzH,YqiB	[ALPHAFOLD:P0ADU7][PANTHER:PTHR38774][PFAM:PF06853][PRIDE:P0ADU7][INTERPRO:IPR009659][ECOLIWIKI:b3033][UNIPROT:P0ADU7][REFSEQ:NP_417505][ECOCYC:G7580-MONOMER] 
RDBECOLIGNC04385	ubiK	3184840	3185130	forward	yqiC,G7582	[ASKA:ECK3033+b3042+JW5505+yqiC][KEIO:ECK3033+b3042+JW5505+yqiC][STRING:511145.b3042][ASAP:ABE-0009987][ECHOBASE:EB2847][OU-MICROARRAY:b3042][ECOCYC:G7582][REFSEQ:b3042]	RDBECOLIPDC02976	ubiquinone biosynthesis accessory factor UbiK	UbiK,YqiC,BMFP family protein UbiK	[ALPHAFOLD:Q46868][PANTHER:PTHR38040][PFAM:PF04380][SMR:Q46868][PRIDE:Q46868][INTERPRO:IPR007475][ECOLIWIKI:b3042][REFSEQ:NP_417514][UNIPROT:Q46868][ECOCYC:G7582-MONOMER] 
RDBECOLIGNC04386	insC5	3186187	3186552	forward	yi21-5,G7583	[ASAP:ABE-0009997][STRING:511145.b4272][ECOO157CYC:Z0365][OU-MICROARRAY:b3044][ECOCYC:G7583][REFSEQ:b3044]	RDBECOLIPDC03690	IS2 insertion element repressor InsA	InsC5	[INTERPRO:IPR009057][ALPHAFOLD:P0CF44][REFSEQ:NP_417516][PFAM:PF01527][PRIDE:P0CF44][ECOLIWIKI:b3044][UNIPROT:P0CF44][ECOCYC:MONOMER0-4253] 
RDBECOLIGNC04387	insD5	3186510	3187415	forward	yi22-5,G7584	[ASAP:ABE-0009999][ECOO157CYC:Z0322][OU-MICROARRAY:b3045][ECOCYC:G7584][REFSEQ:b3045]	RDBECOLIPDC03756	IS2 insertion element protein InsB	InsD5	[ALPHAFOLD:P0CF57][INTERPRO:IPR036397][PROSITE:PS50994][PRIDE:P0CF57][PFAM:PF00665][REFSEQ:NP_417517][UNIPROT:P0CF57][ECOCYC:MONOMER0-4449] 
RDBECOLIGNC04388	yqiG	3186025	3189865	forward	G7585	[ASKA:ECK3035+b3046+JW5507+yqiG][UNIPROT:P76655][ECOLIWIKI:b3046][STRING:316407.85675849][ASAP:ABE-0010001][ECHOBASE:EB3979][ECOO157CYC:Z0022][OU-MICROARRAY:b3046][ECOCYC:G7585][REFSEQ:b3046]	RDBECOLIPDC02977	putative outer membrane usher protein YqiG		[ALPHAFOLD:P76655][UNIPROT:P76655][ECOCYC:G7585-MONOMER] 
RDBECOLIGNC04389	yqiH	3189881	3190630	forward	G7586	[ASKA:ECK3036+b3047+JW5508+yqiH][KEIO:ECK3036+b3047+JW5508+yqiH][STRING:511145.b3047][ASAP:ABE-0010003][ECHOBASE:EB3980][ECOO157CYC:Z0023][OU-MICROARRAY:b3047][ECOCYC:G7586][REFSEQ:b3047]	RDBECOLIPDC02978	putative fimbrial chaperone YqiH	YqiH	[ALPHAFOLD:P77616][INTERPRO:IPR008962][PFAM:PF02753][SMR:P77616][PROSITE:PS00635][PRIDE:P77616][PRINTS:PR00969][ECOLIWIKI:b3047][MODBASE:P77616][ECOO157CYC:Z0023-MONOMER][REFSEQ:NP_417519][UNIPROT:P77616][ECOCYC:G7586-MONOMER] 
RDBECOLIGNC04390	yqiI	3190632	3191696	forward	G7587	[ASKA:ECK3037+b3048+JW5509+yqiI][KEIO:ECK3037+b3048+JW5509+yqiI][STRING:511145.b3048][ASAP:ABE-0010005][ECHOBASE:EB3981][OU-MICROARRAY:b3048][ECOCYC:G7587][REFSEQ:b3048]	RDBECOLIPDC02979	putative fimbrial protein YqiI	YqiI	[INTERPRO:IPR008966][ALPHAFOLD:P76656][PRIDE:P76656][ECOLIWIKI:b3048][REFSEQ:NP_417520][UNIPROT:P76656][ECOCYC:G7587-MONOMER] 
RDBECOLIGNC04391	yqiJ	3192208	3192837	forward	G7588	[ASKA:ECK3039+b3050+JW3022+yqiJ][KEIO:ECK3039+b3050+JW3022+yqiJ][STRING:511145.b3050][ASAP:ABE-0010011][ECHOBASE:EB3982][OU-MICROARRAY:b3050][ECOCYC:G7588][REFSEQ:b3050]	RDBECOLIPDC02980	DUF1449 domain-containing inner membrane protein YqiJ	YqiJ	[ALPHAFOLD:P76657][PFAM:PF07290][PRIDE:P76657][INTERPRO:IPR010840][ECOLIWIKI:b3050][REFSEQ:NP_417522][UNIPROT:P76657][ECOCYC:G7588-MONOMER] 
RDBECOLIGNC04392	yqiK	3192864	3194525	forward	G7589	[ASKA:ECK3040+b3051+JW3023+yqiK][KEIO:ECK3040+b3051+JW3023+yqiK][STRING:511145.b3051][ASAP:ABE-0010013][ECHOBASE:EB3983][OU-MICROARRAY:b3051][ECOCYC:G7589][REFSEQ:b3051]	RDBECOLIPDC02981	flotillin family inner membrane protein YqiK	YqiK	[ALPHAFOLD:P77306][INTERPRO:IPR001107][PFAM:PF15975][PANTHER:PTHR13806][SMART:SM00244][PRIDE:P77306][ECOLIWIKI:b3051][REFSEQ:NP_417523][UNIPROT:P77306][ECOCYC:G7589-MONOMER] 
RDBECOLIGNC04393	hldE	3195320	3196753	reverse	yqiF,rfaE,gmhC,waaE,G7590	[ASKA:ECK3042+b3052+JW3024+hldE][KEIO:ECK3042+b3052+JW3024+rfaE][STRING:511145.b3052][ASAP:ABE-0010015][ECHOBASE:EB3192][OU-MICROARRAY:b3052][ECOCYC:G7590][REFSEQ:b3052]	RDBECOLIPDC02982	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	HldE,YqiF,RfaE,GmhC,WaaE	[ALPHAFOLD:P76658][PFAM:PF01467][INTERPRO:IPR023030][SMR:P76658][DIP:DIP-10666N][PROSITE:PS00583][PRIDE:P76658][PRODB:PRO_000022905][ECOLIWIKI:b3052][MODBASE:P76658][REFSEQ:NP_417524][UNIPROT:P76658][ECOCYC:G7590-MONOMER] 
RDBECOLIGNC04394	nfeF	3215727	3216491	reverse	yqjH,G7593	[ASKA:ECK3060+b3070+JW3041+yqjH][KEIO:ECK3060+b3070+JW3041+yqjH][STRING:511145.b3070][ASAP:ABE-0010079][ECHOBASE:EB2787][OU-MICROARRAY:b3070][ECOCYC:G7593][REFSEQ:b3070]	RDBECOLIPDC02983	NADPH-dependent Fe(3+)-chelate reductase	NfeF,YqjH,ferric reductase, NADPH-dependent,Ni-responsive Fe-uptake flavoprotein,NADPH-dependent ferric-chelate reductase	[ALPHAFOLD:Q46871][INTERPRO:IPR013113][PANTHER:PTHR30157][PFAM:PF04954][PRIDE:Q46871][SMR:Q46871][PROSITE:PS51384][ECOLIWIKI:b3070][MODBASE:Q46871][REFSEQ:NP_417541][UNIPROT:Q46871][ECOCYC:G7593-MONOMER] 
RDBECOLIGNC04395	nfeR	3216779	3217402	forward	yqjI,G7594	[ASKA:ECK3061+b3071+JW3042+yqjI][KEIO:ECK3061+b3071+JW3042+yqjI][STRING:511145.b3071][ASAP:ABE-0010084][ECHOBASE:EB2788][OU-MICROARRAY:b3071][ECOCYC:G7594][REFSEQ:b3071]	RDBECOLIPDC02984	DNA-binding transcriptional repressor NfeR	NfeR,YqjI	[ALPHAFOLD:P64588][INTERPRO:IPR005149][PFAM:PF03551][PRIDE:P64588][SMR:P64588][DIP:DIP-48127N][ECOLIWIKI:b3071][UNIPROT:P64588][REFSEQ:NP_417542][ECOCYC:G7594-MONOMER] 
RDBECOLIGNC04396	aer	3217556	3219076	reverse	yqjJ,air,G7595	[ASKA:ECK3062+b3072+JW3043+aer][KEIO:ECK3062+b3072+JW3043+aer][STRING:511145.b3072][ASAP:ABE-0010087][ECHOBASE:EB2789][OU-MICROARRAY:b3072][ECOCYC:G7595][REFSEQ:b3072]	RDBECOLIPDC02985	aerotaxis receptor	YqjJ,Air,Aer	[PDB:8DIK][ALPHAFOLD:P50466][INTERPRO:IPR004090][PFAM:PF00015][SMR:P50466][DIP:DIP-9061N][SMART:SM00283][PROSITE:PS50111][PRIDE:P50466][PRINTS:PR00260][PRODB:PRO_000022063][ECOLIWIKI:b3072][MODBASE:P50466][SWISSMODEL:P50466][REFSEQ:NP_417543][UNIPROT:P50466][ECOCYC:G7595-MONOMER] 
RDBECOLIGNC04397	patA	3219494	3220873	forward	oat,pat,ygjG,G7596	[ASKA:ECK3063+b3073+JW5510+patA][KEIO:ECK3063+b3073+JW5510+ygjG][STRING:511145.b3073][ASAP:ABE-0010092][ECHOBASE:EB2577][OU-MICROARRAY:b3073][ECOCYC:G7596][REFSEQ:b3073]	RDBECOLIPDC02986	putrescine aminotransferase	PatA,YgjG,Oat,Pat	[ALPHAFOLD:P42588][MINT:P42588][PDB:4UOY][PFAM:PF00202][PRIDE:P42588][SMR:P42588][DIP:DIP-12233N][INTERPRO:IPR005814][PROSITE:PS00600][PRODB:PRO_000023495][ECOLIWIKI:b3073][MODBASE:P42588][SWISSMODEL:P42588][REFSEQ:NP_417544][UNIPROT:P42588][ECOCYC:G7596-MONOMER] 
RDBECOLIGNC04398	ygjH	3220915	3221247	reverse	G7597	[ASKA:ECK3064+b3074+JW3045+ygjH][KEIO:ECK3064+b3074+JW3045+ygjH][MIM:608323][STRING:511145.b3074][ASAP:ABE-0010094][ECHOBASE:EB2578][OU-MICROARRAY:b3074][ECOCYC:G7597][REFSEQ:b3074]	RDBECOLIPDC02987	putative tRNA-binding protein YgjH	YgjH	[ALPHAFOLD:P42589][PFAM:PF01588][PRIDE:P42589][PDB:3ERS][SMR:P42589][DIP:DIP-12234N][INTERPRO:IPR012340][PROSITE:PS50886][ECOLIWIKI:b3074][MODBASE:P42589][REFSEQ:NP_417545][UNIPROT:P42589][ECOCYC:G7597-MONOMER] 
RDBECOLIGNC04399	ygjJ	3227801	3228871	forward	G7598	[ASKA:ECK3069+b3079+JW3050+ygjJ][KEIO:ECK3069+b3079+JW3050+ygjJ][STRING:511145.b3079][ASAP:ABE-0010115][ECHOBASE:EB2580][OU-MICROARRAY:b3079][ECOCYC:G7598][REFSEQ:b3079]	RDBECOLIPDC02988	protein YgjJ	YgjJ	[ALPHAFOLD:P42591][SMR:P42591][PRIDE:P42591][ECOLIWIKI:b3079][REFSEQ:NP_417550][UNIPROT:P42591][ECOCYC:G7598-MONOMER] 
RDBECOLIGNC04400	ygjK	3228888	3231239	forward	G7599	[ASKA:ECK3070+b3080+JW3051+ygjK][KEIO:ECK3070+b3080+JW3051+ygjK][STRING:511145.b3080][ASAP:ABE-0010118][ECHOBASE:EB2581][OU-MICROARRAY:b3080][ECOCYC:G7599][REFSEQ:b3080]	RDBECOLIPDC02989	glycoside hydrolase	YgjK	[PDB:3D3I][ALPHAFOLD:P42592][INTERPRO:IPR008928][MINT:P42592][PFAM:PF01204][PANTHER:PTHR23403][PRIDE:P42592][SMR:P42592][CAZY:GH63][ECOLIWIKI:b3080][MODBASE:P42592][REFSEQ:NP_417551][UNIPROT:P42592][ECOCYC:G7599-MONOMER] 
RDBECOLIGNC04401	higA	3233728	3234144	reverse	ygjM,G7601	[ASKA:ECK3072+b3082+JW3053+higA][KEIO:ECK3072+b3082+JW3053+ygjM][STRING:511145.b3082][ASAP:ABE-0010126][ECHOBASE:EB2583][OU-MICROARRAY:b3082][ECOCYC:G7601][REFSEQ:b3082]	RDBECOLIPDC02990	antitoxin/DNA-binding transcriptional repressor HigA	YgjM,HigA,HigA antitoxin of the HigB-HigA toxin-antitoxin system	[ALPHAFOLD:P67701][PDB:5IFG][INTERPRO:IPR001387][PANTHER:PTHR40455][PFAM:PF01381][PRIDE:P67701][SMR:P67701][SMART:SM00530][PROSITE:PS50943][ECOLIWIKI:b3082][UNIPROT:P67701][REFSEQ:NP_417553][ECOCYC:G7601-MONOMER] 
RDBECOLIGNC04402	higB	3234141	3234455	reverse	ygjN,G7602	[ASKA:ECK3073+b3083+JW3054+higB][KEIO:ECK3073+b3083+JW3054+ygjN][STRING:511145.b3083][ASAP:ABE-0010128][ECHOBASE:EB2584][OU-MICROARRAY:b3083][ECOCYC:G7602][REFSEQ:b3083]	RDBECOLIPDC02991	ribosome-dependent mRNA interferase toxin HigB	YgjN,HigB,translation-dependent mRNA interferase, toxin of the HigB-HigA toxin-antitoxin system	[ALPHAFOLD:P64578][PDB:5IFG][SMR:P64578][PFAM:PF09907][PRIDE:P64578][INTERPRO:IPR018669][ECOLIWIKI:b3083][UNIPROT:P64578][REFSEQ:NP_417554][ECOCYC:G7602-MONOMER] 
RDBECOLIGNC04403	rlmG	3234739	3235875	reverse	ygjO,G7603	[ASKA:ECK3074+b3084+JW5513+rlmG][KEIO:ECK3074+b3084+JW5513+ygjO][STRING:511145.b3084][ASAP:ABE-0010133][ECHOBASE:EB2585][OU-MICROARRAY:b3084][ECOCYC:G7603][REFSEQ:b3084]	RDBECOLIPDC02992	23S rRNA m<sup>2</sup>G1835 methyltransferase	YgjO,RlmG,ribosomal RNA large subunit methyltransferase G	[INTERPRO:IPR002052][ALPHAFOLD:P42596][PANTHER:PTHR47816:SF5][PFAM:PF05175][SMR:P42596][PRIDE:P42596][PDB:4DCM][PRODB:PRO_000023769][ECOLIWIKI:b3084][MODBASE:P42596][REFSEQ:NP_417555][UNIPROT:P42596][ECOCYC:G7603-MONOMER] 
RDBECOLIGNC04404	ygjP	3235960	3236463	forward	G7604	[ASKA:ECK3075+b3085+JW5514+ygjP][KEIO:ECK3075+b3085+JW5514+ygjP][STRING:511145.b3085][ASAP:ABE-0010138][ECHOBASE:EB2586][OU-MICROARRAY:b3085][ECOCYC:G7604][REFSEQ:b3085]	RDBECOLIPDC02993	putative metal-dependent hydrolase	YgjP	[ALPHAFOLD:P42597][PFAM:PF01863][PRIDE:P42597][INTERPRO:IPR002725][ECOLIWIKI:b3085][REFSEQ:NP_417556][UNIPROT:P42597][ECOCYC:G7604-MONOMER] 
RDBECOLIGNC04405	ygjQ	3236540	3237232	forward	G7605	[ASKA:ECK3076+b3086+JW3057+ygjQ][KEIO:ECK3076+b3086+JW3057+ygjQ][STRING:511145.b3086][ASAP:ABE-0010142][ECHOBASE:EB2587][OU-MICROARRAY:b3086][ECOCYC:G7605][REFSEQ:b3086]	RDBECOLIPDC02994	DUF218 domain-containing protein YgjQ	YgjQ	[ALPHAFOLD:P42598][SMR:P42598][PFAM:PF02698][INTERPRO:IPR003848][PRIDE:P42598][ECOLIWIKI:b3086][REFSEQ:NP_417557][UNIPROT:P42598][ECOCYC:G7605-MONOMER] 
RDBECOLIGNC04406	ygjR	3237311	3238297	forward	G7606	[ASKA:ECK3077+b3087+JW3058+ygjR][KEIO:ECK3077+b3087+JW3058+ygjR][STRING:511145.b3087][ASAP:ABE-0010148][ECHOBASE:EB2588][OU-MICROARRAY:b3087][ECOCYC:G7606][REFSEQ:b3087]	RDBECOLIPDC02995	putative oxidoreductase YgjR	YgjR,putative NAD(P)-binding dehydrogenase	[ALPHAFOLD:P42599][INTERPRO:IPR000683][PFAM:PF01408][SMR:P42599][PRIDE:P42599][ECOLIWIKI:b3087][MODBASE:P42599][REFSEQ:NP_417558][UNIPROT:P42599][ECOCYC:G7606-MONOMER] 
RDBECOLIGNC04407	alx	3238580	3239545	forward	ygjT,G7607	[ASKA:ECK3079+b3088+JW5515+alx][KEIO:ECK3079+b3088+JW5515+alx][STRING:511145.b3088][ASAP:ABE-0010151][ECHOBASE:EB2589][OU-MICROARRAY:b3088][ECOCYC:G7607][REFSEQ:b3088]	RDBECOLIPDC02996	Mn<sup>2+</sup> exporter Alx	Alx,YgjT	[ALPHAFOLD:P42601][PANTHER:PTHR30238:SF0][PFAM:PF03741][PRIDE:P42601][INTERPRO:IPR005496][PRODB:PRO_000022092][ECOLIWIKI:b3088][REFSEQ:YP_026201][UNIPROT:P42601][ECOCYC:G7607-MONOMER] 
