string_protein_id	preferred_name	protein_size	annotation
511145.b3844	fre	233	NAD(P)H-flavin reductase; Catalyzes the reduction of soluble flavins by reduced pyridine nucleotides; Belongs to the Fre/LuxG FAD/NAD(P) flavoprotein oxidoreductase family.
511145.b3845	fadA	387	3-ketoacyl-CoA thiolase (thiolase I); Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed. Involved in the aerobic and anaerobic degradation of long-chain fatty acids.
511145.b3846	fadB	729	Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase; Involved in the aerobic and anaerobic degradation of long- chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate. In the C-terminal section; belongs to the 3-hydroxyacyl-CoA dehydrogenase family.
511145.b3847	pepQ	443	Proline dipeptidase; Splits dipeptides with a prolyl residue in the C-terminal position and a polar or nonpolar amino acid at the N-terminal position. With much lower efficiency, also catalyzes the stereoselective hydrolysis of a wide variety of organophosphate triesters and organophosphonate diesters. Is able to hydrolyze the organophosphorus insecticide paraoxon and the p-nitrophenyl analogs of the nerve agents GB (sarin), GD (soman), GF, Vx and rVX.
511145.b3848	yigZ	204	UPF0029 family protein; Protein involved in translation; Belongs to the IMPACT family.
511145.b3849	trkH	483	Potassium transporter; Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA. Requires TrkE (sapD) for transport activity, 20% more uptake is seen with both SapD and SapF. Transport in the absence of SapD and SapF is dependent on a high membrane potential and a high cytoplasmic ATP concentration, suggesting this protein may be able to interact with other ATP-binding proteins. Can transport potassium and rubidium.
511145.b3850	hemG	181	Protoporphyrin oxidase, flavoprotein; Catalyzes the 6-electron oxidation of protoporphyrinogen-IX to form protoporphyrin-IX using menaquinone as electron acceptor.
511145.b3856	mobB	175	Molybdopterin-guanine dinucleotide biosynthesis protein B; GTP-binding protein that is not required for the biosynthesis of Mo-molybdopterin guanine dinucleotide (Mo-MGD) cofactor, and not necessary for the formation of active molybdoenzymes using this form of molybdenum cofactor. May act as an adapter protein to achieve the efficient biosynthesis and utilization of MGD. Displays a weak intrinsic GTPase activity. Is also able to bind the nucleotides ATP, TTP and GDP, but with lower affinity than GTP.
511145.b3857	mobA	194	Molybdopterin-guanine dinucleotide synthase; Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo-MPT) cofactor (Moco or molybdenum cofactor) to form Mo-molybdopterin guanine dinucleotide (Mo-MGD) cofactor. Is also involved in the biosynthesis of the bis-MGD form of the Moco cofactor (Mo-bisMGD) in which the metal is symmetrically ligated by the dithiolene groups of two MGD molecules. Is necessary and sufficient for the in vitro activation of the DMSOR molybdoenzyme that uses the Mo-bisMGD form of molybdenum cofactor, which implies formation and efficient insertion of the cofactor i [...] 
511145.b3858	yihD	89	DUF1040 protein YihD; To H.influenzae HI_0845.
511145.b3859	srkA	328	Cpx stress response Thr/Ser protein kinase; A protein kinase that (auto)phosphorylates on Ser and Thr residues. Probably acts to suppress the effects of stress linked to accumulation of reactive oxygen species. Protects cells from stress by antagonizing the MazE-MazF TA module, probably indirectly as it has not been seen to phosphorylate MazE, MazF or MazG. Probably involved in the extracytoplasmic stress response.
511145.b3860	dsbA	208	Periplasmic protein disulfide isomerase I; Required for disulfide bond formation in some periplasmic proteins such as PhoA or OmpA. Acts by transferring its disulfide bond to other proteins and is reduced in the process. DsbA is reoxidized by DsbB. Required for pilus biogenesis. PhoP-regulated transcription is redox-sensitive, being activated when the periplasm becomes more reducing (deletion of dsbA/dsbB, treatment with dithiothreitol). MgrB acts between DsbA/DsbB and PhoP/PhoQ in this pathway. Belongs to the thioredoxin family. DsbA subfamily.
511145.b3861	yihF	476	DUF945 family protein; Putative GTP-binding protein; To E.coli YdgA and H.influenzae HI_1236.
511145.b3862	yihG	310	Inner membrane protein, inner membrane acyltransferase; Putative endonuclease.
511145.b3863	polA	928	5' to 3' DNA polymerase and 3' to 5'/5' to 3' exonuclease; In addition to polymerase activity, this DNA polymerase exhibits 3'-5' and 5'-3' exonuclease activity. It is able to utilize nicked circular duplex DNA as a template and can unwind the parental DNA strand from its template.
511145.b3865	yihA	210	Cell division GTP-binding protein; Necessary for normal cell division and for the maintenance of normal septation. Depletion of this protein leads to a severe reduction in growth rate and to extensive filamentation, with a block beyond the stage of segregation. Essential for bacteria survival. Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. EngB GTPase family.
511145.b3866	yihI	169	Activator of Der GTPase; A GTPase-activating protein (GAP) that modifies Der/EngA GTPase function, negatively regulating cell growth, probably via ribosome assembly. Stimulates the GTPase activity of Der; a construct missing the first 45 residues is even more stimulatory. Does not stimulate 2 other GTPases (ObgE and Era). Overexpression inhibits cell growth; precursor 16S rRNA accumulates, the 23S rRNA is 6-7 bases longer than usual, and 50S ribosomal subunits are improperly assembled, leading to 45S subunits lacking proteins L9, L18 and L25. Overexpression of Der in the same cells sup [...] 
511145.b3867	hemN	457	Coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent; Involved in the heme biosynthesis. Catalyzes the anaerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen III to yield the vinyl groups in protoporphyrinogen IX. It can use NAD or NADP, but NAD is preferred. Belongs to the anaerobic coproporphyrinogen-III oxidase family.
511145.b3868	glnG	469	DNA-binding transcriptional regulator NtrC; Member of the two-component regulatory system NtrB/NtrC, which controls expression of the nitrogen-regulated (ntr) genes in response to nitrogen limitation. Phosphorylated NtrC binds directly to DNA and stimulates the formation of open promoter-sigma54-RNA polymerase complexes. Activates transcription of many genes and operons whose products minimize the slowing of growth under nitrogen-limiting conditions, including genes coding for glutamine synthetase (glnA), transporters, amino acid permeases and catabolic enzymes.
511145.b3869	glnL	349	Sensory histidine kinase in two-component regulatory system with GlnG; Member of the two-component regulatory system NtrB/NtrC, which controls expression of the nitrogen-regulated (ntr) genes in response to nitrogen limitation. Under conditions of nitrogen limitation, NtrB autophosphorylates and transfers the phosphoryl group to NtrC. In the presence of nitrogen, acts as a phosphatase that dephosphorylates and inactivates NtrC.
511145.b3870	glnA	469	Glutamine synthetase; Catalyzes the ATP-dependent biosynthesis of glutamine from glutamate and ammonia.
511145.b3871	typA	607	GTP-binding protein; A 50S ribosomal subunit assembly protein with GTPase and nucleotide-independent chaperone activity. Genetic and deletion evidence suggests this is involved in ribosome assembly at low temperatures; it may also affect translation (Probable). Involved in incorporation of ribosomal protein L6 into precursor 44S ribosomal particles at low temperatures. Also has chaperone activity which does not require nucleotides. Binds GDP, ppGpp and GDPCP (a nonhydrolyzable GTP analog) with similar affinity; the conformation of the protein does not significantly change upon nucleoti [...] 
511145.b3872	yihL	236	Putative transcriptional regulator; Protein involved in transcription repressor activity and transcription.
511145.b3873	yihM	326	Putative sugar phosphate isomerase.
511145.b3874	yihN	421	MFS transporter family protein; Putative resistance protein (transport); Belongs to the major facilitator superfamily.
511145.b3875	ompL	230	Outer membrane porin L; Outer membrane channel protein that allows an efficient diffusion of low-molecular-weight solutes such as small sugars and tetraglycine. However, the specific substrate recognized by the OmpL channel is unknown; Belongs to the oligogalacturonate-specific porin KdgM (TC 1.B.35) family. OmpL subfamily.
511145.b3876	yihO	467	Putative sulphoquinovose importer; Could be involved in sulfoquinovose import.
511145.b3877	yihP	461	Putative 2,3-dihydroxypropane-1-sulphonate exporter, membrane protein; Could be involved in the export of 2,3-dihydroxypropane-1- sulfonate (DHPS); Belongs to the sodium:galactoside symporter (TC 2.A.2) family.
511145.b3878	yihQ	678	Putative sulpholipid alpha-glucosidase; Catalyzes the hydrolysis of sulfoquinovosyl diacylglycerides (SQDG) to sulfoquinovose (SQ), which is then degraded by E.coli through the SQ Embden-Meyerhof-Parnas (SQ-EMP) sulfoglycolysis pathway as a source of carbon and sulfur. Therefore, is likely involved in the utilization of the sulfoquinovose headgroup found in ubiquitous plant sulfolipids. Is also able to hydrolyze simple sulfoquinovosides such as 1-sulfoquinovosylglycerol (SQGro). Is a retaining glycoside hydrolase, since it forms the alpha anomer of SQ. Also exhibits some alpha-glucosid [...] 
511145.b3879	yihR	308	Putative sulphoquinovose mutarotase; Putative aldose-1-epimerase.
511145.b3880	yihS	413	Sulphoquinovose isomerase; Catalyzes the isomerization of sulfoquinovose (SQ) to 6- deoxy-6-sulfo-D-fructose (SF). In vitro, can also catalyze the interconversion of mannose, fructose and glucose, or lyxose and xylulose, but has extremely low activity with glucose.
511145.b3881	yihT	292	6-deoxy-6-sulphofructose-1-phosphate aldolase; Cleaves 6-deoxy-6-sulfo-D-fructose 1-phosphate (SFP) to form dihydroxyacetone phosphate (DHAP) and 3-sulfolactaldehyde (SLA). Belongs to the aldolase LacD family.
511145.b3882	yihU	298	3-sulpholactaldehyde (SLA) reductase, NADH-dependent; Reduces 3-sulfolactaldehyde (SLA) to 2,3-dihydroxypropane 1- sulfonate (DHPS).
511145.b3883	yihV	298	6-deoxy-6-sulphofructose kinase; Phosphorylates 6-deoxy-6-sulfo-D-fructose (SF) to 6-deoxy-6- sulfo-D-fructose 1-phosphate (SFP); Belongs to the carbohydrate kinase PfkB family.
511145.b3884	yihW	261	Putative transcriptional regulator for sulphoquinovose utilization; Involved in the regulation of the sulfoquinovose operon. Represses the expression of the yihUTS operon and of the yihV and csqR genes. Binds DNA inside the spacer between the bidirectional transcription units comprising the yihUTS operon and the yihV gene, and upstream the csqR gene itself.
511145.b3885	yihX	199	alpha-D-glucose-1-phosphate phosphatase, anomer-specific; Catalyzes the dephosphorylation of alpha-D-glucose 1- phosphate (Glc1P) and, to a lesser extent, of other sugar phosphates. Has no activity with the beta form of Glc1P. In addition, YihX has significant phosphatase activity against pyridoxal phosphate (PLP) and low beta-phosphoglucomutase activity.
511145.b3886	yihY	290	BrkB family putative transporter, inner membrane protein; tRNA processing exoribonuclease BN.
511145.b3887	dtd	145	D-tyr-tRNA(Tyr) deacylase; An aminoacyl-tRNA editing enzyme that deacylates mischarged D-aminoacyl-tRNAs, has no observable editing activity on tRNAs charged with cognate L-amino acid. Edits mischarged glycyl-tRNA(Ala) more efficiently than AlaRS. Acts via tRNA-based rather than protein-based catalysis. Rejects correctly charged L-amino acid-tRNAs from its binding site rather than specifically recognizing incorrectly charged D-amino acid-tRNAs. Hydrolyzes correctly charged, achiral, glycyl-tRNA(Gly); GTP-bound EF-Tu (tested with T.thermophilus EF-Tu AC Q5SHN6) protects charged glycyl-t [...] 
511145.b3888	yiiD	329	GNAT family putative N-acetyltransferase; Putative acetyltransferase.
511145.b3889	yiiE	70	CopG family putative transcriptional regulator; Belongs to the YiiE family.
511145.b3890	yiiF	72	Putative thymol sensitivity protein, CopG family putative transcriptional regulator; To E.coli YiiE.
511145.b3891	fdhE	309	Formate dehydrogenase formation protein; Necessary for formate dehydrogenase activity.
511145.b3892	fdoI	211	Formate dehydrogenase-O, cytochrome b556 subunit; Allows to use formate as major electron donor during aerobic respiration. Subunit gamma is probably the cytochrome b556(FDO) component of the formate dehydrogenase.
511145.b3893	fdoH	300	Formate dehydrogenase-O, Fe-S subunit; Allows to use formate as major electron donor during aerobic respiration. The beta chain is an electron transfer unit containing 4 cysteine clusters involved in the formation of iron-sulfur centers. Electrons are transferred from the gamma chain to the molybdenum cofactor of the alpha subunit (By similarity).
511145.b3894	fdoG	1016	Formate dehydrogenase-O, large subunit; Allows to use formate as major electron donor during aerobic respiration. Subunit alpha possibly forms the active site; Belongs to the prokaryotic molybdopterin-containing oxidoreductase family.
511145.b3895	fdhD	277	Formate dehydrogenase formation protein; Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH. Specifically interacts with IscS and stimulates its cysteine desulfurase activity. Also binds the molybdenum cofactor. Required for activity of formate dehydrogenase N (FDH-N), formate dehydrogenase O (FDH-O) and formate dehydrogenase H (FDH-H).
511145.b3896	yiiG	351	DUF3829 family lipoprotein.
511145.b3897	frvR	582	Putative frv operon regulator; Could be involved in the regulation of the transcription of the FRV operon.
511145.b3898	frvX	356	Putative peptidase; Frv operon protein; Protein involved in polysaccharide catabolic process.
511145.b3899	frvB	483	Putative PTS enzyme, IIB component/IIC component; The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FrvAB PTS system is involved in fructose transport.
511145.b3900	frvA	148	Putative enzyme IIA component of PTS; The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FrvAB PTS system is involved in fructose transport.
511145.b3901	rhaM	104	L-rhamnose mutarotase; Involved in the anomeric conversion of L-rhamnose.
511145.b3902	rhaD	274	Rhamnulose-1-phosphate aldolase; Catalyzes the reversible cleavage of L-rhamnulose-1-phosphate to dihydroxyacetone phosphate (DHAP) and L-lactaldehyde. Also catalyzes the dephosphorylation of phospho- serine in vitro ; Belongs to the aldolase class II family. RhaD subfamily.
511145.b3903	rhaA	419	L-rhamnose isomerase; Protein involved in carbohydrate catabolic process.
511145.b3904	rhaB	489	Rhamnulokinase; Involved in the catabolism of L-rhamnose (6-deoxy-L-mannose). It could also play a role in the metabolism of some rare sugars such as L-fructose. Catalyzes the transfer of the gamma-phosphate group from ATP to the 1-hydroxyl group of L-rhamnulose to yield L-rhamnulose 1- phosphate. Uridine triphosphate (UTP), cytidine 5-triphosphate (CTP), guanosine 5-triphosphate (GTP), and thymidine triphosphate (TTP) also can act as phosphoryl donors. It can also phosphorylate L-fuculose and L-xylulose. Belongs to the rhamnulokinase family.
511145.b3905	rhaS	278	Transcriptional activator of rhaBAD and rhaT; Activates expression of the rhaBAD and rhaT operons.
511145.b3906	rhaR	282	Transcriptional activator of rhaSR; Activates expression of the rhaSR operon in response to L- rhamnose.
511145.b3907	rhaT	344	L-rhamnose:proton symporter; Uptake of L-rhamnose across the boundary membrane with the concomitant transport of protons into the cell (symport system). Can also transport L-mannose and L-xylose, but at reduced rates.
511145.b3908	sodA	206	Superoxide dismutase, Mn; Destroys superoxide anion radicals which are normally produced within the cells and which are toxic to biological systems; Belongs to the iron/manganese superoxide dismutase family.
511145.b3909	kdgT	327	2-keto-3-deoxy-D-gluconate transporter; The 2-keto-3-deoxygluconate permease transports the degraded pectin products into the bacterial cell, where they serve as carbon and energy sources. This is a hydrogen coupled transport system; Belongs to the KdgT transporter family.
511145.b3910	yiiM	224	6-N-hydroxylaminopurine resistance protein.
511145.b3911	cpxA	457	Sensory histidine kinase in two-component regulatory system with CpxR; Histidine kinase member of the two-component regulatory system CpxA/CpxR which responds to envelope stress response by activating expression of downstream genes including cpxP, degP, dsbA and ppiA. Activates CpxR by phosphorylation; has autokinase, phosphotransferase and (in the presence of Mg(2+) and/or ATP or ADP) phosphatase activity. The kinase activity is inhibited by periplasmic accessory protein CpxP; proteolysis of CpxP relieves inhibition. Involved in several diverse cellular processes, including the functi [...] 
511145.b3912	cpxR	232	Response regulator in two-component regulatory system with CpxA; Response regulator member of the two-component regulatory system CpxA/CpxR which responds to envelope stress response by activating expression of downstream genes including cpxP, degP, dsbA and ppiA. Required for efficient binding of stationary phase cells to hydrophobic surfaces, part of the process of biofilm formation. Induced upon cell surface binding, subsequently induces genes it controls (cpxP, dsbA and spy, degP is only partially induced). Binds and activates transcription from the degP promoter ; binding is enhan [...] 
511145.b3915	fieF	300	Ferrous iron and zinc transporter; Iron-efflux transporter responsible for iron detoxification. Also able to transport Zn(2+) in a proton-dependent manner. Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family. FieF subfamily.
511145.b3916	pfkA	320	6-phosphofructokinase I; Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis; Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Prokaryotic clade 'B1' sub- subfamily.
511145.b3917	sbp	329	Sulfate transporter subunit; This protein specifically binds sulfate and is involved in its transmembrane transport.
511145.b3918	cdh	251	CDP-diacylglycerol phosphotidylhydrolase.
511145.b3919	tpiA	255	Triosephosphate isomerase; Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D- glyceraldehyde-3-phosphate (G3P); Belongs to the triosephosphate isomerase family.
511145.b3920	yiiQ	199	DUF1454 family putative periplasmic protein.
511145.b3921	yiiR	146	DUF805 family putative inner membrane protein.
511145.b3922	yiiS	99	UPF0381 family protein; Belongs to the UPF0381 family.
511145.b3923	uspD	142	Stress-induced protein; Required for resistance to DNA-damaging agents.
511145.b3924	fpr	248	ferredoxin-NADP reductase; Transports electrons between flavodoxin or ferredoxin and NADPH. Reduces flavodoxin 1, flavodoxin 2 and ferredoxin, ferredoxin being the kinetically and thermodynamically preferred partner. Required for the activation of several enzymes such as pyruvate formate-lyase, anaerobic ribonucleotide reductase and cobalamin-dependent methionine synthase. Belongs to the ferredoxin--NADP reductase type 1 family.
511145.b3925	glpX	336	Fructose 1,6-bisphosphatase II; Catalyzes the hydrolysis of fructose 1,6-bisphosphate to fructose 6-phosphate. Is likely to be involved in gluconeogenesis during growth on glycerol. Also displays a low activity toward glucose 1,6-bisphosphate, and no activity against ribulose 1,5-bisphosphate, fructose 2,6-bisphosphate, or fructose 1-phosphate.
511145.b3926	glpK	502	Glycerol kinase; Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate. It also catalyzes the phosphorylation of dihydroxyacetone, L-glyceraldehyde and D-glyceraldehyde. It uses only ATP; Belongs to the FGGY kinase family.
511145.b3927	glpF	281	Glycerol facilitator; Transporter of glycerol across the cytoplasmic membrane, with limited permeability to water and small uncharged compounds such as polyols; Belongs to the MIP/aquaporin (TC 1.A.8) family.
511145.b3928	zapB	81	FtsZ stabilizer, septal ring assembly factor, cell division stimulator; Non-essential, abundant cell division factor that is required for proper Z-ring formation. It is recruited early to the divisome by direct interaction with FtsZ, stimulating Z-ring assembly and thereby promoting cell division earlier in the cell cycle. Its recruitment to the Z-ring requires functional FtsA or ZipA. Belongs to the ZapB family.
511145.b3929	rraA	161	Ribonuclease E (RNase E) inhibitor protein; Globally modulates RNA abundance by binding to RNase E (Rne) and regulating its endonucleolytic activity. Can modulate Rne action in a substrate-dependent manner by altering the composition of the degradosome. Modulates RNA-binding and helicase activities of the degradosome.
511145.b3930	menA	308	1,4-dihydroxy-2-naphthoate octaprenyltransferase; Conversion of 1,4-dihydroxy-2-naphthoate (DHNA) to demethylmenaquinone (DMK). Attaches octaprenylpyrophosphate, a membrane-bound 40-carbon side chain to DHNA. The conversion of DHNA to DMK proceeds in three stages: the removal of the carboxyl group of DHNA as CO(2), the attachment of the isoprenoid side chain, and a quinol-to- quinone oxidation, which is thought to be spontaneous.
511145.b3931	hslU	443	Molecular chaperone and ATPase component of HslUV protease; ATPase subunit of a proteasome-like degradation complex; this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis.
511145.b3932	hslV	176	Peptidase component of the HslUV protease; Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery. The complex has been shown to be involved in the specific degradation of heat shock induced transcription factors such as RpoH and SulA. In addition, small hydrophobic peptides are also hydrolyzed by HslV. HslV has weak protease activity even in the absence of HslU, but this activity is induced more than 100-fold in the presence of HslU. HslU recognizes protein substrates and unfolds these before guiding them to HslV for hydrolysis.  [...] 
511145.b3933	ftsN	319	Essential cell division protein; Essential cell division protein that activates septal peptidoglycan synthesis and constriction of the cell. Acts on both sides of the membrane, via interaction with FtsA in the cytoplasm and interaction with the FtsQBL complex in the periplasm. These interactions may induce a conformational switch in both FtsA and FtsQBL, leading to septal peptidoglycan synthesis by FtsI and associated synthases (Probable). Required for full FtsI activity. Required for recruitment of AmiC to the septal ring. Belongs to the FtsN family.
511145.b3934	cytR	341	Anti-activator for CytR-CRP nucleoside utilization regulon; This protein negatively controls the transcription initiation of genes such as deoCABD, udp, and cdd encoding catabolizing enzymes and nupC, nupG, and tsx encoding transporting and pore-forming proteins. Binds cytidine and adenosine as effectors.
511145.b3935	priA	732	Primosome factor n' (replication factor Y); Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA. Is also involved in initiation of normal DNA replication in various plasmids and phages. Binds to branched DNA structures that resemble D-loops or to the primosome assembly site (PAS). Binds to DNA in two distinct modes, either dependent on or independent of [...] 
511145.b3936	rpmE	70	50S ribosomal subunit protein L31; Binds the 23S rRNA.
511145.b3937	yiiX	202	Putative lipid binding hydrolase, DUF830 family protein; To E.coli YebB.
511145.b3938	metJ	105	Transcriptional repressor, S-adenosylmethionine-binding; This regulatory protein, when combined with SAM (S- adenosylmethionine) represses the expression of the methionine regulon and of enzymes involved in SAM synthesis. It is also autoregulated.
511145.b3939	metB	386	Cystathionine gamma-synthase, PLP-dependent; Catalyzes the formation of L-cystathionine from O-succinyl-L- homoserine (OSHS) and L-cysteine, via a gamma-replacement reaction. In the absence of thiol, catalyzes gamma-elimination to form 2- oxobutanoate, succinate and ammonia.
511145.b3940	metL	810	Bifunctional aspartokinase/homoserine dehydrogenase 2; Aspartokinase II and homoserine dehydrogenase II; Protein involved in methionine biosynthetic process and homoserine biosynthetic process.
511145.b3941	metF	296	5,10-methylenetetrahydrofolate reductase; Methylenetetrahydrofolate reductase required to generate the methyl groups necessary for methionine synthetase to convert homocysteine to methionine.
511145.b3942	katG	726	Catalase-peroxidase HPI, heme b-containing; Bifunctional enzyme with both catalase and broad-spectrum peroxidase activity. Displays also NADH oxidase, INH lyase and isonicotinoyl-NAD synthase activity; Belongs to the peroxidase family. Peroxidase/catalase subfamily.
511145.b3943	yijE	301	EamA-like transporter family protein; Involved in response to cystine. Overexpression confers tolerance to excess cystine; Belongs to the EamA transporter family.
511145.b3944	yijF	205	DUF1287 family protein.
511145.b3945	gldA	367	Glycerol dehydrogenase, NAD+ dependent; Catalyzes the NAD-dependent oxidation of glycerol to dihydroxyacetone (glycerone). Allows microorganisms to utilize glycerol as a source of carbon under anaerobic conditions. In E.coli, an important role of GldA is also likely to regulate the intracellular level of dihydroxyacetone by catalyzing the reverse reaction, i.e. the conversion of dihydroxyacetone into glycerol. Possesses a broad substrate specificity, since it is also able to oxidize 1,2-propanediol and to reduce glycolaldehyde, methylglyoxal and hydroxyacetone into ethylene glycol, lac [...] 
511145.b3946	fsaB	220	Fructose-6-phosphate aldolase 2; Catalyzes the reversible formation of fructose 6-phosphate from dihydroxyacetone and D-glyceraldehyde 3-phosphate via an aldolization reaction. Can utilize hydroxyacetone as an alternative donor substrate. Is also able to catalyze the direct self-aldol addition of glycolaldehyde. Is less catalytically efficient than the isozyme FsaA. Does not display transaldolase activity.
511145.b3947	frwA	833	Putative PTS enzyme: Hpr, enzyme I and II components; Multifunctional protein that includes general (non sugar- specific) and sugar-specific components of the phosphoenolpyruvate- dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FrwABC PTS system is involved in fructose transport.
511145.b3949	frwC	359	Putative enzyme IIC component of PTS; The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane.
511145.b3950	frwB	106	Putative enzyme IIB component of PTS; The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FrwABC PTS system is involved in fructose transport.
511145.b3951	pflD	765	Putative glycine radical domain-containing pyruvate formate-lyase; Probably shows dehydratase activity. Belongs to the glycyl radical enzyme (GRE) family.
511145.b3952	pflC	292	Putative [formate-C-acetyltransferase 2]-activating enzyme; Activation of pyruvate formate-lyase 2 under anaerobic conditions by generation of an organic free radical, using S- adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine; Belongs to the organic radical-activating enzymes family.
511145.b3953	frwD	113	Putative enzyme IIB component of PTS; The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane.
511145.b3954	yijO	283	Putative ARAC-type regulatory protein; Protein involved in transcription activator activity and transcription.
511145.b3955	eptC	577	LPS heptose I phosphoethanolamine transferase; Catalyzes the addition of a phosphoethanolamine moiety to the outer membrane lipopolysaccharide core; Belongs to the phosphoethanolamine transferase family. EptC/CptA subfamily.
511145.b3956	ppc	883	Phosphoenolpyruvate carboxylase; Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle.
511145.b3957	argE	383	Acetylornithine deacetylase; Displays a broad specificity and can also deacylate substrates such as acetylarginine, acetylhistidine or acetylglutamate semialdehyde.
511145.b3958	argC	334	N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding; Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde. Belongs to the NAGSA dehydrogenase family. Type 1 subfamily.
511145.b3959	argB	258	Acetylglutamate kinase; Catalyzes the ATP-dependent phosphorylation of N-acetyl-L- glutamate; Belongs to the acetylglutamate kinase family. ArgB subfamily.
511145.b3960	argH	457	Argininosuccinate lyase; Protein involved in arginine biosynthetic process.
511145.b3961	oxyR	305	Oxidative and nitrosative stress transcriptional regulator; Hydrogen peroxide sensor. Activates the expression of a regulon of hydrogen peroxide-inducible genes such as katG, gor, ahpC, ahpF, oxyS (a regulatory RNA), dps, fur and grxA. OxyR expression is negatively autoregulated by binding to a 43 bp region upstream of its own coding sequence. OxyR is inactivated by reduction of its essential disulfide bond by the product of GrxA, itself positively regulated by OxyR. Has also a positive regulatory effect on the production of surface proteins that control the colony morphology and auto- [...] 
511145.b3962	sthA	466	Pyridine nucleotide transhydrogenase, soluble; Conversion of NADPH, generated by peripheral catabolic pathways, to NADH, which can enter the respiratory chain for energy generation.
511145.b3963	fabR	215	Transcriptional repressor of fabA and fabB; Binds the promoter region of at least fabA and fabB, but probably not yqfA. Represses the transcription of fabA and fabB, involved in unsaturated fatty acid (UFA) biosynthesis. By controlling UFA production, FabR directly influences the physical properties of the membrane bilayer.
511145.b3964	yijD	119	DUF1422 family inner membrane protein.
511145.b3965	trmA	366	tRNA m(5)U54 methyltransferase, SAM-dependent; Dual-specificity methyltransferase that catalyzes the formation of 5-methyluridine at position 54 (m5U54) in all tRNAs, and that of position 341 (m5U341) in tmRNA (transfer-mRNA).
511145.b3966	btuB	614	Vitamin B12/cobalamin outer membrane transporter; Involved in the active translocation of vitamin B12 (cyanocobalamin) across the outer membrane to the periplasmic space. It derives its energy for transport by interacting with the trans- periplasmic membrane protein TonB. Is also a receptor for bacteriophages BF23 and C1, and for A and E colicins.
511145.b3967	murI	285	Glutamate racemase; Provides the (R)-glutamate required for cell wall biosynthesis. Belongs to the aspartate/glutamate racemases family.
511145.b3972	murB	342	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding; Cell wall formation; Belongs to the MurB family.
