"uniprot","qualifier","go_term","name","locus"
"O34450",NA,"GO:0042803","N-acetylglucosamine-6-phosphate deacetylase","BSU_35010"
"O34441",NA,"GO:0016891","Endoribonuclease YloC","BSU_15660"
"P39643",NA,"GO:0008483","Transaminase BacF","BSU_37690"
"P39643",NA,"GO:0008483","Transaminase BacF","BSU_37690"
"P39643",NA,"GO:0017000","Transaminase BacF","BSU_37690"
"P39643",NA,"GO:0017000","Transaminase BacF","BSU_37690"
"O34425",NA,"GO:0043891","Glyceraldehyde-3-phosphate dehydrogenase 2","BSU_29020"
"O34425",NA,"GO:0050661","Glyceraldehyde-3-phosphate dehydrogenase 2","BSU_29020"
"O34425",NA,"GO:0006094","Glyceraldehyde-3-phosphate dehydrogenase 2","BSU_29020"
"O34425",NA,"GO:0004365","Glyceraldehyde-3-phosphate dehydrogenase 2","BSU_29020"
"O34425",NA,"GO:0051287","Glyceraldehyde-3-phosphate dehydrogenase 2","BSU_29020"
"O34425",NA,"GO:0005515","Glyceraldehyde-3-phosphate dehydrogenase 2","BSU_29020"
"O34351",NA,"GO:0016755","Cyclo(L-leucyl-L-leucyl) synthase","BSU_35070"
"O34351",NA,"GO:0046148","Cyclo(L-leucyl-L-leucyl) synthase","BSU_35070"
"O34344",NA,"GO:0001906","Sporulation delaying protein C","BSU_33770"
"O34327",NA,"GO:0005515","Response regulator aspartate phosphatase J","BSU_02820"
"O34327",NA,"GO:0005515","Response regulator aspartate phosphatase J","BSU_02820"
"O34327",NA,"GO:0005515","Response regulator aspartate phosphatase J","BSU_02820"
"P80244",NA,"GO:0004176","ATP-dependent Clp protease proteolytic subunit","BSU_34540"
"P80244",NA,"GO:0042802","ATP-dependent Clp protease proteolytic subunit","BSU_34540"
"P25994",NA,"GO:0005515","Carbamoyl-phosphate synthase pyrimidine-specific large chain","BSU_15520"
"P42980",NA,"GO:0008929","Methylglyoxal synthase","BSU_22480"
"P06567",NA,"GO:0005515","Primosomal protein DnaI","BSU_28980"
"P06567",NA,"GO:0005515","Primosomal protein DnaI","BSU_28980"
"P06567",NA,"GO:0005515","Primosomal protein DnaI","BSU_28980"
"P06534",NA,"GO:0090606","Stage 0 sporulation protein A","BSU_24220"
"P06534",NA,"GO:0045893","Stage 0 sporulation protein A","BSU_24220"
"P06534",NA,"GO:0090529","Stage 0 sporulation protein A","BSU_24220"
"P06534",NA,"GO:0045881","Stage 0 sporulation protein A","BSU_24220"
"P06534",NA,"GO:0008356","Stage 0 sporulation protein A","BSU_24220"
"P06533",NA,"GO:0045892","HTH-type transcriptional regulator SinR","BSU_24610"
"P06533",NA,"GO:0010629","HTH-type transcriptional regulator SinR","BSU_24610"
"P26937",NA,"GO:0005515","Stage IV sporulation protein FB","BSU_27970"
"P26936",NA,"GO:0005515","Stage IV sporulation protein FA","BSU_27980"
"O06995",NA,"GO:0000287","Beta-phosphoglucomutase","BSU_34550"
"O06995",NA,"GO:0008801","Beta-phosphoglucomutase","BSU_34550"
"O06995",NA,"GO:0005975","Beta-phosphoglucomutase","BSU_34550"
"C0H3R4",NA,"GO:0005515","Sigma-O factor regulatory protein RsoA","BSU_33222"
"C0H3R4",NA,"GO:0005515","Sigma-O factor regulatory protein RsoA","BSU_33222"
"C0H412",NA,"GO:0071978","Swarming motility protein SwrD","BSU_16299"
"C0H412",NA,"GO:0071978","Swarming motility protein SwrD","BSU_16299"
"P94390",NA,"GO:0004657","Proline dehydrogenase 2","BSU_03200"
"P94390",NA,"GO:0006562","Proline dehydrogenase 2","BSU_03200"
"P94390",NA,"GO:0071949","Proline dehydrogenase 2","BSU_03200"
"P94417",NA,"GO:0005524","Aspartokinase 3","BSU_03790"
"P94417",NA,"GO:0004072","Aspartokinase 3","BSU_03790"
"P94427",NA,"GO:0003867","Probable 4-aminobutyrate aminotransferase","BSU_03900"
"O07921",NA,"GO:0016977","Chitosanase","BSU_26890"
"P18157",NA,"GO:0004370","Glycerol kinase","BSU_09290"
"P18157",NA,"GO:0006071","Glycerol kinase","BSU_09290"
"P20668",NA,"GO:0003700","Transcriptional dual regulator GltC","BSU_18460"
"P20668",NA,"GO:0006355","Transcriptional dual regulator GltC","BSU_18460"
"P20668",NA,"GO:0005515","Transcriptional dual regulator GltC","BSU_18460"
"O32220",NA,"GO:0042802","Copper-exporting P-type ATPase","BSU_33500"
"O07521",NA,"GO:0031125","3'-5' exoribonuclease YhaM","BSU_09930"
"O07545",NA,"GO:0042601","Endospore coat-associated protein YheD","BSU_09770"
"P25144",NA,"GO:0045892","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0000976","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0000976","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0000976","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0001216","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0001216","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0001217","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0032993","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0032993","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0032993","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0000976","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0000976","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0001216","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0001216","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0032993","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0032993","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0045892","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0045893","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0005515","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0005515","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0005515","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0005515","Catabolite control protein A","BSU_29740"
"P13242",NA,"GO:0005515","CTP synthase","BSU_37150"
"P05043",NA,"GO:0043937","Aspartyl-phosphate phosphatase Spo0E","BSU_13640"
"P25499",NA,"GO:0045892","Heat-inducible transcription repressor HrcA","BSU_25490"
"P45870",NA,"GO:0005515","Chromosome-anchoring protein RacA","BSU_37030"
"P45870",NA,"GO:0005515","Chromosome-anchoring protein RacA","BSU_37030"
"P45865",NA,"GO:0008808","Minor cardiolipin synthase ClsB","BSU_37190"
"P45865",NA,"GO:0032049","Minor cardiolipin synthase ClsB","BSU_37190"
"P45865",NA,"GO:0043934","Minor cardiolipin synthase ClsB","BSU_37190"
"P45858",NA,"GO:0019679","Citrate/2-methylcitrate synthase","BSU_24140"
"P45858",NA,"GO:0050440","Citrate/2-methylcitrate synthase","BSU_24140"
"P45858",NA,"GO:0036440","Citrate/2-methylcitrate synthase","BSU_24140"
"P25814",NA,"GO:0003677","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0003677","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0003677","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0060090","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0030677","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0004526","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0031404","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0042780","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0042781","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0043168","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0043199","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0043199","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0033204","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0042301","Ribonuclease P protein component","BSU_41050"
"O06491",NA,"GO:0005515","Glutamyl-tRNA(Gln) amidotransferase subunit A","BSU_06680"
"O06478",NA,"GO:0018479","Benzaldehyde dehydrogenase YfmT","BSU_07350"
"P25993",NA,"GO:0005515","Carbamoyl-phosphate synthase pyrimidine-specific small chain","BSU_15510"
"P25972",NA,"GO:0005515","Orotate phosphoribosyltransferase","BSU_15560"
"P38424",NA,"GO:0005515","Probable GTP-binding protein EngB","BSU_28190"
"P38424",NA,"GO:0005515","Probable GTP-binding protein EngB","BSU_28190"
"P38424",NA,"GO:0005515","Probable GTP-binding protein EngB","BSU_28190"
"O32238",NA,"GO:0045892","Uncharacterized HTH-type transcriptional regulator YvaP","BSU_33680"
"O32238",NA,"GO:0000976","Uncharacterized HTH-type transcriptional regulator YvaP","BSU_33680"
"O32238",NA,"GO:0001217","Uncharacterized HTH-type transcriptional regulator YvaP","BSU_33680"
"O32238",NA,"GO:0032993","Uncharacterized HTH-type transcriptional regulator YvaP","BSU_33680"
"O32238",NA,"GO:0000976","Uncharacterized HTH-type transcriptional regulator YvaP","BSU_33680"
"O32238",NA,"GO:0001217","Uncharacterized HTH-type transcriptional regulator YvaP","BSU_33680"
"O32238",NA,"GO:0032993","Uncharacterized HTH-type transcriptional regulator YvaP","BSU_33680"
"O32238",NA,"GO:0045892","Uncharacterized HTH-type transcriptional regulator YvaP","BSU_33680"
"O32230",NA,"GO:0070930","SsrA-binding protein","BSU_33600"
"O32222",NA,"GO:0000976","Copper-sensing transcriptional repressor CsoR","BSU_33520"
"O32222",NA,"GO:0001217","Copper-sensing transcriptional repressor CsoR","BSU_33520"
"O32222",NA,"GO:0032993","Copper-sensing transcriptional repressor CsoR","BSU_33520"
"O32208",NA,"GO:0030973","Putative ABC transporter substrate-binding lipoprotein YvgL","BSU_33380"
"P51834",NA,"GO:0042802","Chromosome partition protein Smc","BSU_15940"
"P51834",NA,"GO:0042802","Chromosome partition protein Smc","BSU_15940"
"P51834",NA,"GO:0005515","Chromosome partition protein Smc","BSU_15940"
"P51834",NA,"GO:0005515","Chromosome partition protein Smc","BSU_15940"
"P51834",NA,"GO:0005515","Chromosome partition protein Smc","BSU_15940"
"P51834",NA,"GO:0005515","Chromosome partition protein Smc","BSU_15940"
"P51834",NA,"GO:0005515","Chromosome partition protein Smc","BSU_15940"
"P38050",NA,"GO:0005515","Penicillin-binding protein 1F","BSU_10110"
"P38022",NA,"GO:0006355","Transcriptional activator RocR","BSU_40350"
"P38022",NA,"GO:0006525","Transcriptional activator RocR","BSU_40350"
"P38021",NA,"GO:0004587","Ornithine aminotransferase","BSU_40340"
"P38021",NA,"GO:0006525","Ornithine aminotransferase","BSU_40340"
"P04969",NA,"GO:0005515","Small ribosomal subunit protein uS11","BSU_01420"
"P04969",NA,"GO:0005515","Small ribosomal subunit protein uS11","BSU_01420"
"O32174",NA,"GO:0009107","Glycine cleavage system H protein","BSU_32800"
"O32174",NA,"GO:0009249","Glycine cleavage system H protein","BSU_32800"
"O32164",NA,"GO:0005515","Cysteine desulfurase SufS","BSU_32690"
"O32163",NA,"GO:0005515","Zinc-dependent sulfurtransferase SufU","BSU_32680"
"O32149",NA,"GO:0000256","Allantoate amidohydrolase","BSU_32530"
"O32149",NA,"GO:0008270","Allantoate amidohydrolase","BSU_32530"
"O32149",NA,"GO:0047652","Allantoate amidohydrolase","BSU_32530"
"O32142",NA,"GO:0042802","5-hydroxyisourate hydrolase","BSU_32460"
"O32129",NA,"GO:0016992","Lipoyl synthase","BSU_32330"
"O32129",NA,"GO:0009107","Lipoyl synthase","BSU_32330"
"O32129",NA,"GO:0009249","Lipoyl synthase","BSU_32330"
"O32123",NA,"GO:0042601","Endospore coat-associated protein YutH","BSU_32270"
"P54417",NA,"GO:0031460","Glycine betaine transporter OpuD","BSU_30070"
"P16655",NA,"GO:0005515","Cell division protein DivIB","BSU_15240"
"P16655",NA,"GO:0005515","Cell division protein DivIB","BSU_15240"
"P16655",NA,"GO:0005515","Cell division protein DivIB","BSU_15240"
"P16497",NA,"GO:0030435","Sporulation kinase A","BSU_13990"
"P16497",NA,"GO:0042802","Sporulation kinase A","BSU_13990"
"P16497",NA,"GO:0042802","Sporulation kinase A","BSU_13990"
"P16497",NA,"GO:0042802","Sporulation kinase A","BSU_13990"
"P16497",NA,"GO:0005515","Sporulation kinase A","BSU_13990"
"P16497",NA,"GO:0005515","Sporulation kinase A","BSU_13990"
"P16497",NA,"GO:0005515","Sporulation kinase A","BSU_13990"
"P16450",NA,"GO:0005886","Spore germination protein GerD","BSU_01550"
"P16450",NA,"GO:0031160","Spore germination protein GerD","BSU_01550"
"P16449",NA,"GO:0045881","KinB-signaling pathway activation protein","BSU_01560"
"P45920",NA,"GO:0005515","Uncharacterized protein YqbD","BSU_26150"
"P45920",NA,"GO:0005515","Uncharacterized protein YqbD","BSU_26150"
"P27621",NA,"GO:0005515","Teichoic acid glycerol-phosphate primase","BSU_35760"
"Q03224",NA,"GO:0042132","Fructose-1,6-bisphosphatase class 2","BSU_37090"
"Q03224",NA,"GO:0030388","Fructose-1,6-bisphosphatase class 2","BSU_37090"
"Q03224",NA,"GO:0006094","Fructose-1,6-bisphosphatase class 2","BSU_37090"
"P14016",NA,"GO:0042802","Spore coat protein E","BSU_17030"
"P14016",NA,"GO:0005515","Spore coat protein E","BSU_17030"
"O08336",NA,"GO:0010181","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0003958","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0020037","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0016712","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0005504","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0019395","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0050660","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0005506","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"P07372",NA,"GO:0005515","Stage II sporulation protein D","BSU_36750"
"P54170",NA,"GO:0033194","Bacilliredoxin BrxA","BSU_21860"
"P54170",NA,"GO:0003756","Bacilliredoxin BrxA","BSU_21860"
"P54170",NA,"GO:0045454","Bacilliredoxin BrxA","BSU_21860"
"P54170",NA,"GO:0006979","Bacilliredoxin BrxA","BSU_21860"
"P54166",NA,"GO:0047228","Processive diacylglycerol beta-glucosyltransferase","BSU_21920"
"P54166",NA,"GO:0005515","Processive diacylglycerol beta-glucosyltransferase","BSU_21920"
"P54159",NA,"GO:0090529","Dynamin-like protein A","BSU_22030"
"O05393",NA,"GO:0004122","O-acetylserine dependent cystathionine beta-synthase","BSU_27260"
"O05393",NA,"GO:0004124","O-acetylserine dependent cystathionine beta-synthase","BSU_27260"
"O05393",NA,"GO:0006535","O-acetylserine dependent cystathionine beta-synthase","BSU_27260"
"O05393",NA,"GO:0008284","O-acetylserine dependent cystathionine beta-synthase","BSU_27260"
"O05394",NA,"GO:0004123","Cystathionine gamma-lyase","BSU_27250"
"O05394",NA,"GO:0043418","Cystathionine gamma-lyase","BSU_27250"
"O05394",NA,"GO:0008284","Cystathionine gamma-lyase","BSU_27250"
"P07908",NA,"GO:0006260","Replication initiation and membrane attachment protein","BSU_28990"
"P07908",NA,"GO:0005515","Replication initiation and membrane attachment protein","BSU_28990"
"P31112",NA,"GO:0016765","Heptaprenyl diphosphate synthase component 1","BSU_22760"
"P31112",NA,"GO:0009234","Heptaprenyl diphosphate synthase component 1","BSU_22760"
"P31114",NA,"GO:0016765","Heptaprenyl diphosphate synthase component 2","BSU_22740"
"P31114",NA,"GO:0009234","Heptaprenyl diphosphate synthase component 2","BSU_22740"
"Q06797",NA,"GO:0005515","Large ribosomal subunit protein uL1","BSU_01030"
"P54495",NA,"GO:0004340","Glucokinase","BSU_24850"
"P54479",NA,"GO:0045892","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0000976","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0000976","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0001217","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0001217","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0032993","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0032993","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0000976","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0001217","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0032993","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0045892","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54479",NA,"GO:0045892","Zinc-specific metallo-regulatory protein","BSU_25100"
"P54475",NA,"GO:0043590","DEAD-box ATP-dependent RNA helicase CshB","BSU_25140"
"P54475",NA,"GO:0009409","DEAD-box ATP-dependent RNA helicase CshB","BSU_25140"
"P54475",NA,"GO:0003723","DEAD-box ATP-dependent RNA helicase CshB","BSU_25140"
"P54475",NA,"GO:0003724","DEAD-box ATP-dependent RNA helicase CshB","BSU_25140"
"P54475",NA,"GO:0005524","DEAD-box ATP-dependent RNA helicase CshB","BSU_25140"
"P54462",NA,"GO:0035598","Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB","BSU_25430"
"P54462",NA,"GO:0035600","Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB","BSU_25430"
"P54453",NA,"GO:0032297","Uncharacterized protein YqeH","BSU_25670"
"O32179",NA,"GO:0004657","Proline dehydrogenase 1","BSU_32850"
"O32179",NA,"GO:0006562","Proline dehydrogenase 1","BSU_32850"
"O32179",NA,"GO:0071949","Proline dehydrogenase 1","BSU_32850"
"P54382",NA,"GO:0005515","Bifunctional protein FolD","BSU_24310"
"P54304",NA,"GO:0006779","Heme chaperone HemW","BSU_25500"
"P54304",NA,"GO:0005737","Heme chaperone HemW","BSU_25500"
"P54304",NA,"GO:0051539","Heme chaperone HemW","BSU_25500"
"O32241",NA,"GO:0009636","Immunity protein SdpI","BSU_33780"
"O32241",NA,"GO:0009636","Immunity protein SdpI","BSU_33780"
"O08394",NA,"GO:0010181","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0003958","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0020037","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0016712","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0005504","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0019395","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0050660","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0005506","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O32266",NA,"GO:1900192","Swarming motility protein SwrAA","BSU_35230"
"O32271",NA,"GO:0003979","UDP-glucose 6-dehydrogenase TuaD","BSU_35580"
"O32271",NA,"GO:0051287","UDP-glucose 6-dehydrogenase TuaD","BSU_35580"
"O35002",NA,"GO:0042802","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0005515","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0008233","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0006508","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0006518","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0030435","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0042803","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0042277","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0007165","Carboxy-terminal processing protease CtpB","BSU_35240"
"P54616",NA,"GO:0004318","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI","BSU_11720"
"P54616",NA,"GO:0070417","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI","BSU_11720"
"P54616",NA,"GO:0030497","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI","BSU_11720"
"P07790",NA,"GO:0005515","Spore coat protein C","BSU_17700"
"P07790",NA,"GO:0005515","Spore coat protein C","BSU_17700"
"P54576",NA,"GO:0050918","Methyl-accepting chemotaxis protein McpC","BSU_13950"
"P54576",NA,"GO:0050918","Methyl-accepting chemotaxis protein McpC","BSU_13950"
"P54574",NA,"GO:0045892","Ferric uptake regulation protein","BSU_23520"
"P54574",NA,"GO:0000976","Ferric uptake regulation protein","BSU_23520"
"P54574",NA,"GO:0000976","Ferric uptake regulation protein","BSU_23520"
"P54574",NA,"GO:0001217","Ferric uptake regulation protein","BSU_23520"
"P54574",NA,"GO:0001217","Ferric uptake regulation protein","BSU_23520"
"P54574",NA,"GO:0032993","Ferric uptake regulation protein","BSU_23520"
"P54574",NA,"GO:0032993","Ferric uptake regulation protein","BSU_23520"
"P54574",NA,"GO:0045892","Ferric uptake regulation protein","BSU_23520"
"P54574",NA,"GO:0045892","Ferric uptake regulation protein","BSU_23520"
"P54574",NA,"GO:0045892","Ferric uptake regulation protein","BSU_23520"
"P54571",NA,"GO:0015385","Malate-2H(+)/Na(+)-lactate antiporter","BSU_23560"
"P54548",NA,"GO:0042802","Ribonuclease Z","BSU_23840"
"P54548",NA,"GO:0042802","Ribonuclease Z","BSU_23840"
"O32042","not","GO:0051499","Inactive D-aminoacyl-tRNA deacylase","BSU_27590"
"O32062",NA,"GO:0005515","SpoIVD-associated factor A","BSU_27840"
"O32062",NA,"GO:0051117","SpoIVD-associated factor A","BSU_27840"
"P71002",NA,"GO:0005515","Regulatory protein RapF","BSU_37460"
"P71002",NA,"GO:0005515","Regulatory protein RapF","BSU_37460"
"P71052",NA,"GO:1900192","Probable polysaccharide biosynthesis protein EpsC","BSU_34350"
"P71079",NA,"GO:0004318","Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL","BSU_08650"
"P71079",NA,"GO:0030497","Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL","BSU_08650"
"P71079",NA,"GO:0050661","Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL","BSU_08650"
"P16971",NA,"GO:0005515","Protein RecA","BSU_16940"
"P16971",NA,"GO:0005515","Protein RecA","BSU_16940"
"P16971",NA,"GO:0005515","Protein RecA","BSU_16940"
"P16971",NA,"GO:0005515","Protein RecA","BSU_16940"
"P16971",NA,"GO:0005515","Protein RecA","BSU_16940"
"Q06750",NA,"GO:0009001","Serine acetyltransferase","BSU_00930"
"Q06750",NA,"GO:0019344","Serine acetyltransferase","BSU_00930"
"Q06750",NA,"GO:0009087","Serine acetyltransferase","BSU_00930"
"P54507",NA,"GO:0042802","Major biofilm matrix component","BSU_24620"
"Q7WY62",NA,"GO:0005515","Sporulation inhibitor sda","BSU_25690"
"P54511",NA,"GO:0036211","Octanoyltransferase LipM","BSU_24530"
"P54511",NA,"GO:0016415","Octanoyltransferase LipM","BSU_24530"
"P54511","not","GO:0016979","Octanoyltransferase LipM","BSU_24530"
"P54511",NA,"GO:0016415","Octanoyltransferase LipM","BSU_24530"
"P54511",NA,"GO:0009107","Octanoyltransferase LipM","BSU_24530"
"P54511",NA,"GO:0009249","Octanoyltransferase LipM","BSU_24530"
"P54511",NA,"GO:0009107","Octanoyltransferase LipM","BSU_24530"
"P54511",NA,"GO:0009249","Octanoyltransferase LipM","BSU_24530"
"P42410",NA,"GO:0005515","RsbT antagonist protein RsbS","BSU_04680"
"P42410",NA,"GO:0005515","RsbT antagonist protein RsbS","BSU_04680"
"P42411",NA,"GO:0005515","Serine/threonine-protein kinase RsbT","BSU_04690"
"P42411",NA,"GO:0005515","Serine/threonine-protein kinase RsbT","BSU_04690"
"P42411",NA,"GO:0005515","Serine/threonine-protein kinase RsbT","BSU_04690"
"P42411",NA,"GO:0005515","Serine/threonine-protein kinase RsbT","BSU_04690"
"Q01960",NA,"GO:0042802","Flagellar biosynthesis protein FlhF","BSU_16400"
"Q01960",NA,"GO:0042802","Flagellar biosynthesis protein FlhF","BSU_16400"
"Q01960",NA,"GO:0005515","Flagellar biosynthesis protein FlhF","BSU_16400"
"P09124",NA,"GO:0004365","Glyceraldehyde-3-phosphate dehydrogenase 1","BSU_33940"
"P09124",NA,"GO:0051287","Glyceraldehyde-3-phosphate dehydrogenase 1","BSU_33940"
"P09124",NA,"GO:0006096","Glyceraldehyde-3-phosphate dehydrogenase 1","BSU_33940"
"P09124",NA,"GO:0005515","Glyceraldehyde-3-phosphate dehydrogenase 1","BSU_33940"
"P02394",NA,"GO:0005515","Large ribosomal subunit protein bL12","BSU_01050"
"Q01467",NA,"GO:0005515","Rod shape-determining protein MreD","BSU_28010"
"Q01467",NA,"GO:0005515","Rod shape-determining protein MreD","BSU_28010"
"Q01467",NA,"GO:0005515","Rod shape-determining protein MreD","BSU_28010"
"Q01466",NA,"GO:0043621","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005886","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005886","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0030428","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0030428","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0008360","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0008360","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0008360","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0009273","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005515","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005515","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005515","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005515","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005515","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005515","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005515","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005515","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0005515","Cell shape-determining protein MreC","BSU_28020"
"Q01465",NA,"GO:0005515","Cell shape-determining protein MreB","BSU_28030"
"Q01465",NA,"GO:0005515","Cell shape-determining protein MreB","BSU_28030"
"Q01464",NA,"GO:0005515","Septum site-determining protein MinD","BSU_27990"
"Q01464",NA,"GO:0005515","Septum site-determining protein MinD","BSU_27990"
"O05265",NA,"GO:0102497","scyllo-inositol 2-dehydrogenase (NADP(+)) IolU","BSU_31170"
"C0SPC1",NA,"GO:0019200","Cell cycle regulator CcrZ","BSU_29920"
"C0SPC1",NA,"GO:0016773","Cell cycle regulator CcrZ","BSU_29920"
"C0SPC1",NA,"GO:0005524","Cell cycle regulator CcrZ","BSU_29920"
"C0SPC1",NA,"GO:0004747","Cell cycle regulator CcrZ","BSU_29920"
"C0SPC1",NA,"GO:0006270","Cell cycle regulator CcrZ","BSU_29920"
"C0SPC1",NA,"GO:0006974","Cell cycle regulator CcrZ","BSU_29920"
"C0SPC1",NA,"GO:0005737","Cell cycle regulator CcrZ","BSU_29920"
"C0SPC1",NA,"GO:0005515","Cell cycle regulator CcrZ","BSU_29920"
"C0SPC1",NA,"GO:0005515","Cell cycle regulator CcrZ","BSU_29920"
