InteractionId	Interaction_type	Interaction_subtype	Citation	Interactor1	commonName1	Role1	Interactor2	commonName2	Role2	interactor1_uniprot_id	interactor1_name	interactor2_uniprot_id	interactor2_name	source
WBInteraction000584573	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00001169	eef-1A.2	Target	Q21770	wago-1	P53013	eft-3	wormbase
WBInteraction000584574	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004473	rps-4	Target	Q21770	wago-1	Q9N3X2	rps-4	wormbase
WBInteraction000584579	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00000915	hsp-90	Target	Q21770	wago-1	Q18688	daf-21	wormbase
WBInteraction000584581	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004477	rps-8	Target	Q21770	wago-1	P48156	rps-8	wormbase
WBInteraction000584586	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00010627	nol-56	Target	Q21770	wago-1	Q21276	nol-56	wormbase
WBInteraction000584592	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004409	rla-1	Target	Q21770	wago-1	P91913	rla-1	wormbase
WBInteraction000584593	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004470	rps-1	Target	Q21770	wago-1	P48154	rps-1	wormbase
WBInteraction000584594	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00006789	unc-54	Target	Q21770	wago-1	P02566	unc-54	wormbase
WBInteraction000584596	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004433	rpl-21	Target	Q21770	wago-1	P34334	rpl-21	wormbase
WBInteraction000584597	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004474	rps-5	Target	Q21770	wago-1	P49041	rps-5	wormbase
WBInteraction000584598	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004435	rpl-23	Target	Q21770	wago-1	P48158	rpl-23	wormbase
WBInteraction000584600	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00006926	vit-2	Target	Q21770	wago-1	P05690	vit-2	wormbase
WBInteraction000584601	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00012484	car-1	Target	Q21770	wago-1	Q9XW17	car-1	wormbase
WBInteraction000584604	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00000231	atx-2	Target	Q21770	wago-1	G5ED29	atx-2	wormbase
WBInteraction000584605	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00010419	atp-1	Target	Q21770	wago-1	Q9XXK1	atp-1	wormbase
WBInteraction000584607	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00002244	laf-1	Target	Q21770	wago-1	D0PV95	laf-1	wormbase
WBInteraction000584613	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004422	rpl-11.1	Target	Q21770	wago-1	Q94300	rpl-11.1	wormbase
WBInteraction000584614	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004475	rps-6	Target	Q21770	wago-1	Q9NEN6	rps-6	wormbase
WBInteraction000584615	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004430	rpl-18	Target	Q21770	wago-1	O45946	rpl-18	wormbase
WBInteraction000584616	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004450	rpl-36	Target	Q21770	wago-1	P49181	rpl-36	wormbase
WBInteraction000584618	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00010263	wago-4	Target	Q21770	wago-1	O62275	wago-4	wormbase
WBInteraction000584619	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00010677	gtbp-1	Target	Q21770	wago-1	Q21351	gtbp-1	wormbase
WBInteraction000584621	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00002074	ima-3	Target	Q21770	wago-1	Q19969	ima-3	wormbase
WBInteraction000584623	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00010478	dkc-1	Target	Q21770	wago-1	O17919	K01G5.5	wormbase
WBInteraction000584625	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004429	rpl-17	Target	Q21770	wago-1	Q9BL19	rpl-17	wormbase
WBInteraction000584626	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00001000	dim-1	Target	Q21770	wago-1	Q18066	dim-1	wormbase
WBInteraction000584630	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004492	rps-23	Target	Q21770	wago-1	Q19877	rps-23	wormbase
WBInteraction000584633	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004438	rpl-25.1	Target	Q21770	wago-1	P48162	rpl-25.1	wormbase
WBInteraction000584634	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004496	rps-27	Target	Q21770	wago-1	Q9TXP0	rps-27	wormbase
WBInteraction000584635	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00002008	hsp-4	Target	Q21770	wago-1	P20163	hsp-4	wormbase
WBInteraction000584636	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004419	rpl-7A	Target	Q21770	wago-1	Q966C6	rpl-7A	wormbase
WBInteraction000584639	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004143	pqn-59	Target	Q21770	wago-1	O61708	pqn-59	wormbase
WBInteraction000584640	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004484	rps-15	Target	Q21770	wago-1	Q9XVP0	rps-15	wormbase
WBInteraction000584643	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004445	rpl-31	Target	Q21770	wago-1	Q9U332	rpl-31	wormbase
WBInteraction000584644	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00001595	gld-1	Target	Q21770	wago-1	Q17339	gld-1	wormbase
WBInteraction000584645	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00002010	hsp-6	Target	Q21770	wago-1	P11141	hsp-6	wormbase
WBInteraction000584647	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00009664	idha-1	Target	Q21770	wago-1	Q93714	idha-1	wormbase
WBInteraction000584648	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00006927	vit-3	Target	Q21770	wago-1	Q9N4J2	vit-3	wormbase
WBInteraction000584654	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00003071	lrp-1	Target	Q21770	wago-1	Q04833	lrp-1	wormbase
WBInteraction000584655	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00010351	cbd-1	Target	Q21770	wago-1	O45599	cbd-1	wormbase
WBInteraction000584656	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00015943	tiar-1	Target	Q21770	wago-1	Q95QV8	tiar-1	wormbase
WBInteraction000584658	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004482	rps-13	Target	Q21770	wago-1	P51404	rps-13	wormbase
WBInteraction000584661	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00006964	xrn-2	Target	Q21770	wago-1	Q9U299	xrn-2	wormbase
WBInteraction000584667	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00009812	suca-1	Target	Q21770	wago-1	P53588	suca-1	wormbase
WBInteraction000584669	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00006929	vit-5	Target	Q21770	wago-1	P06125	vit-5	wormbase
WBInteraction000584674	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004494	rps-25	Target	Q21770	wago-1	P52821	rps-25	wormbase
WBInteraction000584676	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004442	rpl-28	Target	Q21770	wago-1	Q21930	rpl-28	wormbase
WBInteraction000584677	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00006603	tps-2	Target	Q21770	wago-1	O45380	tps-2	wormbase
WBInteraction000584680	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00013082	grdn-1	Target	Q21770	wago-1	F3Y5P4	grdn-1	wormbase
WBInteraction000584683	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00002051	ifa-3	Target	Q21770	wago-1	Q21065	ifa-3	wormbase
WBInteraction000584685	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00006725	ubl-1	Target	Q21770	wago-1	P37165	ubl-1	wormbase
WBInteraction000584686	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004015	phb-2	Target	Q21770	wago-1	P50093	phb-2	wormbase
WBInteraction000584687	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00004436	rpl-24.1	Target	Q21770	wago-1	O01868	rpl-24.1	wormbase
WBInteraction000584690	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00003485	mua-6	Target	Q21770	wago-1	O02365	mua-6	wormbase
WBInteraction000584691	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00012665	pph-5	Target	Q21770	wago-1	Q9NES8	pph-5	wormbase
WBInteraction000584692	Physical	ProteinProtein	Dai S et al. (2022) Cell Rep A family of C. elegans VASA homologs control Argonaute pathway specificity and ....	WBGene00011061	wago-1	Bait	WBGene00002978	lev-11	Target	Q21770	wago-1	Q22866	lev-11	wormbase
WBInteraction000584695	Physical	ProteinProtein	Xu T et al. (2023) PLoS Genet A ZTF-7/RPS-2 complex mediates the cold-warm response in C. elegans.	WBGene00009772	ztf-7	Bait	WBGene00004471	rps-2	Target	Q20448	ztf-7	P51403	rps-2	wormbase
WBInteraction000585150	Physical	ProteinProtein	Tabarraei H et al. (2023) Aging Cell CCR4-NOT subunit CCF-1/CNOT7 promotes transcriptional activation to multiple ....	WBGene00000369	ccf-1	Bait	WBGene00003912	pal-1	Target	Q17345	ccf-1	P34766	pal-1	wormbase
WBInteraction000585161	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00004497	rps-28	Target	P34689	glh-1	Q95Y04	rps-28	wormbase
WBInteraction000585169	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00000066	act-4	Target	P34689	glh-1	P10986	act-4	wormbase
WBInteraction000585171	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00000063	act-1	Target	P34689	glh-1	P0DM41	act-1	wormbase
WBInteraction000585182	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001875	his-1	Target	P34689	glh-1	P62784	his-1	wormbase
WBInteraction000585197	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00004471	rps-2	Target	P34689	glh-1	P51403	rps-2	wormbase
WBInteraction000585213	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00003806	npp-20	Target	P34689	glh-1	Q9N4A7	npp-20	wormbase
WBInteraction000585223	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00006728	ubq-2	Target	P34689	glh-1	P49632	ubq-2	wormbase
WBInteraction000585224	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00006727	ubq-1	Target	P34689	glh-1	P0CG71	ubq-1	wormbase
WBInteraction000585238	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00006538	tbb-4	Target	P34689	glh-1	P41937	tbb-4	wormbase
WBInteraction000585240	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00002063	ife-5	Target	P34689	glh-1	P56570	ife-5	wormbase
WBInteraction000585253	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00000461	ceh-40	Target	P34689	glh-1	Q19503	ceh-40	wormbase
WBInteraction000585264	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00006437	mrck-1	Target	P34689	glh-1	O01583	mrck-1	wormbase
WBInteraction000585275	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00015377	C03B1.6	Target	P34689	glh-1	Q11113	C03B1.6	wormbase
WBInteraction000585279	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00000907	daf-11	Target	P34689	glh-1	Q8I4N4	daf-11	wormbase
WBInteraction000585286	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001946	his-72	Target	P34689	glh-1	Q9U281	his-72	wormbase
WBInteraction000585287	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001945	his-71	Target	P34689	glh-1	Q10453	his-71	wormbase
WBInteraction000585288	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001876	his-2	Target	P34689	glh-1	P08898	his-2	wormbase
WBInteraction000585294	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00000776	cpl-1	Target	P34689	glh-1	O45734	cpl-1	wormbase
WBInteraction000585301	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00015207	luc-7L	Target	P34689	glh-1	Q09217	B0495.8	wormbase
WBInteraction000585302	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00004422	rpl-11.1	Target	P34689	glh-1	Q94300	rpl-11.1	wormbase
WBInteraction000585306	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001373	exp-1	Target	P34689	glh-1	G5ECJ0	exp-1	wormbase
WBInteraction000585307	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00002232	kpc-1	Target	P34689	glh-1	O17798	kpc-1	wormbase
WBInteraction000585309	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00009661	patr-1	Target	P34689	glh-1	Q20374	patr-1	wormbase
WBInteraction000585310	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00020725	cnp-3	Target	P34689	glh-1	O02039	cnp-3	wormbase
WBInteraction000585312	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00010757	pad-2	Target	P34689	glh-1	Q8WR51	pad-2	wormbase
WBInteraction000585324	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00006881	vab-15	Target	P34689	glh-1	Q09604	vab-15	wormbase
WBInteraction000585326	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00013541	lonp-2	Target	P34689	glh-1	Q9XW87	lonp-2	wormbase
WBInteraction000585340	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00000281	cah-3	Target	P34689	glh-1	Q27504	cah-3	wormbase
WBInteraction000585341	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00008348	elmd-1	Target	P34689	glh-1	Q09292	C56G7.3	wormbase
WBInteraction000585342	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001530	gcy-3	Target	P34689	glh-1	Q10028	gcy-3	wormbase
WBInteraction000585345	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00010627	nol-56	Target	P34689	glh-1	Q21276	nol-56	wormbase
WBInteraction000585347	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001118	dyf-2	Target	P34689	glh-1	G5ECZ4	dyf-2	wormbase
WBInteraction000585352	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00002989	lim-7	Target	P34689	glh-1	G5EC36	lim-7	wormbase
WBInteraction000585360	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001533	gcy-6	Target	P34689	glh-1	N1NVB7	gcy-6	wormbase
WBInteraction000585363	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00020770	eat-17	Target	P34689	glh-1	S6F527	eat-17	wormbase
WBInteraction000585366	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00004166	scc-2	Target	P34689	glh-1	Q95XZ5	scc-2	wormbase
WBInteraction000585368	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00019428	dgk-5	Target	P34689	glh-1	Q10024	dgk-5	wormbase
WBInteraction000585386	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001522	gbh-1	Target	P34689	glh-1	Q19000	gbh-1	wormbase
WBInteraction000585411	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001684	gpd-2	Target	P34689	glh-1	P17329	gpd-2	wormbase
WBInteraction000585433	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00000878	cyn-2	Target	P34689	glh-1	P52010	cyn-2	wormbase
WBInteraction000585434	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00000877	cyn-1	Target	P34689	glh-1	P52009	cyn-1	wormbase
WBInteraction000585443	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00009542	copb-2	Target	P34689	glh-1	Q20168	copb-2	wormbase
WBInteraction000585448	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00002045	icd-1	Target	P34689	glh-1	Q18885	icd-1	wormbase
WBInteraction000585451	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00003369	mlc-1	Target	P34689	glh-1	P19625	mlc-1	wormbase
WBInteraction000585459	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00004423	rpl-11.2	Target	P34689	glh-1	Q19162	rpl-11.2	wormbase
WBInteraction000585463	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00006921	vha-12	Target	P34689	glh-1	Q19626	vha-12	wormbase
WBInteraction000585464	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00021349	arl-13	Target	P34689	glh-1	H2L0N8	arl-13	wormbase
WBInteraction000585465	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00004496	rps-27	Target	P34689	glh-1	Q9TXP0	rps-27	wormbase
WBInteraction000585467	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00007045	pgap-2	Target	P34689	glh-1	Q22141	pgap-2	wormbase
WBInteraction000585472	Physical	ProteinProtein	Chen W et al. (2022) Nat Commun GLH/VASA helicases promote germ granule formation to ensure the fidelity of ....	WBGene00001598	glh-1	Bait	WBGene00001931	his-57	Target	P34689	glh-1	P09588	his-3	wormbase
