From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P91573	P91573	reviewed	WRT6_CAEEL	Warthog protein 6 [Cleaved into: Warthog protein 6 N-product; Warthog protein 6 C-product]	wrt-6 ZK377.1	Caenorhabditis elegans	593
Q21828	Q21828	reviewed	MPC1_CAEEL	Probable mitochondrial pyruvate carrier 1 (MPC1)	mpc-1 R07E5.13	Caenorhabditis elegans	137
P34651	P34651	reviewed	YOT5_CAEEL	Uncharacterized protein ZK632.5	ZK632.5	Caenorhabditis elegans	824
Q86DC6	Q86DC6	reviewed	IFD1_CAEEL	Intermediate filament protein ifd-1 (Cel IF D1) (Intermediate filament protein D1) (IF-D1)	ifd-1 R04E5.10	Caenorhabditis elegans	575
Q18593	Q18593	reviewed	CLHM1_CAEEL	Calcium homeostasis modulator protein	clhm-1 C44B7.4	Caenorhabditis elegans	329
G5EC86	G5EC86	reviewed	MOE1_CAEEL	CCCH-type zinc finger protein oma-1 (Maturation oocyte expansion protein 1) (Oocyte maturation defective protein 1)	oma-1 moe-1 C09G9.6	Caenorhabditis elegans	407
P34640	P34640	reviewed	DDX55_CAEEL	Probable ATP-dependent RNA helicase DDX55 homolog (EC 3.6.4.13) (DEAD box protein 55)	ZK512.2	Caenorhabditis elegans	578
O44665	O44665	reviewed	NLP28_CAEEL	Neuropeptide-like protein 28 [Cleaved into: QWGYGGY-amide; GYGGYGGY-amide; GMYGGY-amide; GMYGGW-amide]	nlp-28 B0213.3	Caenorhabditis elegans	65
Q6AHP8	Q6AHP8	reviewed	FIS12_CAEEL	FIS1-related protein fis-2 (Mitochondrial fission 1 protein fis-2)	fis-2 F13B9.8	Caenorhabditis elegans	151
P34284	P34284	reviewed	FBXL_CAEEL	F-box/LRR-repeat protein fbxl-1 (F-box and leucine-rich repeat protein 1)	fbxl-1 cfl-1 C02F5.7	Caenorhabditis elegans	466
Q10912	Q10912	reviewed	YSP4_CAEEL	Uncharacterized protein B0034.4	B0034.4	Caenorhabditis elegans	216
Q9N4G7	Q9N4G7	reviewed	TAM41_CAEEL	Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog) (TAM41)	Y71F9B.2	Caenorhabditis elegans	321
P41999	P41999	reviewed	NHR10_CAEEL	Nuclear hormone receptor family member nhr-10	nhr-10 B0280.8	Caenorhabditis elegans	395
Q20778	Q20778	reviewed	DPY17_CAEEL	Cuticle collagen dpy-17 (Protein dumpy-17)	dpy-17 F54D8.1	Caenorhabditis elegans	352
Q9U3P2	Q9U3P2	reviewed	SYG2_CAEEL	Synaptogenesis protein syg-2 (Synaptogenesis abnormal protein 2)	syg-2 C26G2.1	Caenorhabditis elegans	1270
Q9BL47	Q9BL47	reviewed	T132_CAEEL	Transmembrane protein 132 homolog (tmem-132) (Transmembrane protein family 132 middle domain-containing protein)	Y71H2AM.10	Caenorhabditis elegans	927
Q09982	Q09982	reviewed	NLP32_CAEEL	Neuropeptide-like protein 32 [Cleaved into: YGGWG-amide; GGW-amide; GG-amide; GYG-amide; GGGWG-amide; GGGW-amide; GGG-amide; GFYGG-amide; GW-amide]	nlp-32 F30H5.2	Caenorhabditis elegans	105
P51559	P51559	reviewed	BLI4_CAEEL	Endoprotease bli-4 (EC 3.4.21.-) (Blisterase) (Blistered cuticle protein 4)	bli-4 kpc-4 K04F10.4	Caenorhabditis elegans	942
Q10932	Q10932	reviewed	YT22_CAEEL	Uncharacterized protein B0304.2	B0304.2	Caenorhabditis elegans	218
O76565	O76565	reviewed	YFE5_CAEEL	Uncharacterized protein F13C5.5	F13C5.5	Caenorhabditis elegans	219
Q7Z0M7	Q7Z0M7	reviewed	NAS23_CAEEL	Zinc metalloproteinase nas-23 (EC 3.4.24.-) (Nematode astacin 23)	nas-23 R10H1.5	Caenorhabditis elegans	537
Q17828	Q17828	reviewed	SUV3_CAEEL	ATP-dependent RNA helicase SUV3 homolog, mitochondrial (EC 3.6.4.13)	C08F8.2	Caenorhabditis elegans	719
P49622	P49622	reviewed	RL37_CAEEL	Large ribosomal subunit protein eL37 (60S ribosomal protein L37)	rpl-37 C54C6.1	Caenorhabditis elegans	91
Q23243	Q23243	reviewed	MORC1_CAEEL	ATPase morc-1 (EC 3.6.1.-)	morc-1 ZC155.3	Caenorhabditis elegans	845
Q09374	Q09374	reviewed	SAMH1_CAEEL	Deoxynucleoside triphosphate triphosphohydrolase sahd-1 (dNTPase) (EC 3.1.5.-) (SAM domain and HD domain-containing protein 1) (SAMHD1 homolog)	sahd-1 ZK177.8	Caenorhabditis elegans	587
Q20666	Q20666	reviewed	VATH1_CAEEL	Probable V-type proton ATPase subunit H 1 (V-ATPase subunit H 1) (Vacuolar proton pump subunit H 1)	vha-18 F52E1.10	Caenorhabditis elegans	451
Q20762	Q20762	reviewed	YAO6_CAEEL	Uncharacterized protein F54D1.6	F54D1.6	Caenorhabditis elegans	1423
P34419	P34419	reviewed	YLZ6_CAEEL	Putative esterase F42H10.6 (EC 3.1.2.-)	F42H10.6	Caenorhabditis elegans	169
Q9XVV3	Q9XVV3	reviewed	NHR67_CAEEL	Nuclear hormone receptor family member nhr-67	nhr-67 C08F8.8	Caenorhabditis elegans	416
Q09563	Q09563	reviewed	YR47_CAEEL	Kelch repeat and BTB domain-containing protein F47D12.7	F47D12.7	Caenorhabditis elegans	579
Q21279	Q21279	reviewed	TTL15_CAEEL	Probable tubulin polyglutamylase ttll-15 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 15)	ttll-15 K07C5.7	Caenorhabditis elegans	513
Q9XYB7	Q9XYB7	reviewed	NHR8_CAEEL	Nuclear hormone receptor family member nhr-8	nhr-8 F33D4.1	Caenorhabditis elegans	560
Q17938	Q17938	reviewed	DAF36_CAEEL	Cholesterol 7-desaturase (EC 1.14.19.21) (Cholesterol desaturase daf-36) (Rieske oxygenase DAF-36/Neverland) (DAF-36/NVD)	daf-36 C12D8.5	Caenorhabditis elegans	428
P20154	P20154	reviewed	LIN11_CAEEL	Protein lin-11 (Abnormal cell lineage protein 11)	lin-11 ZC247.3	Caenorhabditis elegans	405
Q17766	Q17766	reviewed	FOLT1_CAEEL	Folate transporter 1	folt-1 tag-330 C06H2.4	Caenorhabditis elegans	453
Q19782	Q19782	reviewed	IFD2_CAEEL	Intermediate filament protein ifd-2 (Cel IF D2) (Intermediate filament protein D2) (IF-D2)	ifd-2 F25E2.4	Caenorhabditis elegans	443
G5EFD2	G5EFD2	reviewed	KSRA_CAEEL	Kinase suppressor of Ras A (EC 2.7.11.1)	ksr-1 F13B9.5	Caenorhabditis elegans	771
Q93408	Q93408	reviewed	YRGK_CAEEL	Uncharacterized protein D2005.3	D2005.3	Caenorhabditis elegans	130
Q22634	Q22634	reviewed	NLP68_CAEEL	Neuropeptide-like protein 68	nlp-68 T21C12.3	Caenorhabditis elegans	145
Q19980	Q19980	reviewed	GCH1_CAEEL	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	cat-4 F32G8.6	Caenorhabditis elegans	223
V6CJ04	V6CJ04	reviewed	BICD_CAEEL	Protein bicaudal D homolog	bicd-1 C43G2.2	Caenorhabditis elegans	737
Q19157	Q19157	reviewed	PIN2_CAEEL	LIM domain-containing protein pin-2	pin-2 F07C6.1	Caenorhabditis elegans	330
G5EET5	G5EET5	reviewed	CBXH1_CAEEL	Chromobox protein homolog hpl-1 (HP1-like heterochromatin protein 1)	hpl-1 K08H2.6	Caenorhabditis elegans	184
Q21126	Q21126	reviewed	MEGG1_CAEEL	Protein meg-1 (Maternal effect germ cell defective 1)	meg-1 K02B9.1	Caenorhabditis elegans	636
O18195	O18195	reviewed	WASH1_CAEEL	WASH complex subunit homolog 1	ddl-2 Y48E1B.1	Caenorhabditis elegans	497
P42171	P42171	reviewed	REI1_CAEEL	Guanine nucleotide exchange factor rei-1	rei-1 C03C10.4	Caenorhabditis elegans	244
P42169	P42169	reviewed	YKL2_CAEEL	Putative casein kinase I C03C10.2 (EC 2.7.11.1)	C03C10.2	Caenorhabditis elegans	341
P34307	P34307	reviewed	YKR1_CAEEL	KH domain-containing protein C06G4.1	C06G4.1	Caenorhabditis elegans	886
Q9N392	Q9N392	reviewed	NARF_CAEEL	Probable cytosolic Fe-S cluster assembly factor oxy-4	oxy-4 Y54H5A.4	Caenorhabditis elegans	457
Q9XUE6	Q9XUE6	reviewed	PMM_CAEEL	Probable phosphomannomutase (PMM) (EC 5.4.2.8)	F52B11.2	Caenorhabditis elegans	254
P91535	P91535	reviewed	SRG20_CAEEL	Serpentine receptor class gamma-20 (Protein srg-20)	srg-20 ZC204.4	Caenorhabditis elegans	346
Q22931	Q22931	reviewed	FOLT3_CAEEL	Folate-like transporter 3	folt-3 C50E3.16	Caenorhabditis elegans	424
P34255	P34255	reviewed	ECHH_CAEEL	Probable 3-ketoacyl-CoA thiolase (EC 2.3.1.16)	B0303.3	Caenorhabditis elegans	448
G5EEV9	G5EEV9	reviewed	SID2_CAEEL	Systemic RNA interference defective protein 2	sid-2 ZK520.2	Caenorhabditis elegans	311
Q20052	Q20052	reviewed	APC11_CAEEL	Anaphase-promoting complex subunit 11 (APC11)	apc-11 F35G12.9	Caenorhabditis elegans	135
Q09394	Q09394	reviewed	YR75_CAEEL	Uncharacterized protein F43C1.5	F43C1.5	Caenorhabditis elegans	221
Q9N5Y2	Q9N5Y2	reviewed	TECR_CAEEL	Probable very-long-chain enoyl-CoA reductase art-1 (EC 1.3.1.93)	art-1 C15F1.6	Caenorhabditis elegans	308
Q10949	Q10949	reviewed	PISD_CAEEL	Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]	psd-1 B0361.5	Caenorhabditis elegans	377
Q23646	Q23646	reviewed	EIF1A_CAEEL	Probable RNA-binding protein EIF1AD (Eukaryotic translation initiation factor 1A domain-containing protein)	ZK856.11	Caenorhabditis elegans	175
O01814	O01814	reviewed	FABP5_CAEEL	Fatty acid-binding protein homolog 5	lbp-5 W02D3.7	Caenorhabditis elegans	136
Q23655	Q23655	reviewed	NLTP1_CAEEL	Non-specific lipid-transfer protein-like 1 (NSL-TP1)	nlt-1 ZK892.2	Caenorhabditis elegans	118
Q10927	Q10927	reviewed	YWR4_CAEEL	Uncharacterized protein B0302.4	B0302.4	Caenorhabditis elegans	31
Q17449	Q17449	reviewed	FAAH1_CAEEL	Fatty acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidohydrolase 1)	faah-1 B0218.1	Caenorhabditis elegans	572
O18037	O18037	reviewed	CGT1_CAEEL	Ceramide glucosyltransferase 1 (CGT-1) (EC 2.4.1.80)	cgt-1 tag-217 T06C12.10	Caenorhabditis elegans	466
Q09370	Q09370	reviewed	YS41_CAEEL	Uncharacterized protein ZK177.1	ZK177.1	Caenorhabditis elegans	331
O44199	O44199	reviewed	RAD50_CAEEL	DNA repair protein rad-50 (EC 3.6.-.-)	rad-50 T04H1.4	Caenorhabditis elegans	1298
O45962	O45962	reviewed	RLE1_CAEEL	Regulation of longevity by E3 ubiquitin-protein ligase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase rle-1)	rle-1 M142.6	Caenorhabditis elegans	952
P34480	P34480	reviewed	NAGA_CAEEL	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25)	F59B2.3	Caenorhabditis elegans	418
Q19802	Q19802	reviewed	FKH5_CAEEL	Putative forkhead-related transcription factor fkh-5	fkh-5 F26A1.2	Caenorhabditis elegans	461
O18087	O18087	reviewed	NH127_CAEEL	Nuclear hormone receptor family member nhr-127	nhr-127 T13F3.3	Caenorhabditis elegans	355
Q9U2Z0	Q9U2Z0	reviewed	OTXH_CAEEL	Homeobox protein ttx-1 (Abnormal thermotaxis protein 1) (OTX homeobox homolog ttx-1)	ttx-1 Y113G7A.6	Caenorhabditis elegans	391
Q21706	Q21706	reviewed	UGT47_CAEEL	Putative UDP-glucuronosyltransferase ugt-47 (UDPGT 47) (EC 2.4.1.17)	ugt-47 R04B5.9	Caenorhabditis elegans	536
O16881	O16881	reviewed	DHS16_CAEEL	3beta-hydroxysteroid dehydrogenase dhs-16 (EC 1.1.1.-)	dhs-16 C10F3.2	Caenorhabditis elegans	388
Q94165	Q94165	reviewed	HM34_CAEEL	Homeobox protein ceh-34	ceh-34 C10G8.6	Caenorhabditis elegans	256
Q9XW13	Q9XW13	reviewed	MXT_CAEEL	Eukaryotic translation initiation factor 4E-binding protein Mextli homolog	mxt-1 mxt Y18D10A.8	Caenorhabditis elegans	507
P34465	P34465	reviewed	CY561_CAEEL	Putative transmembrane ascorbate-dependent reductase CYB561 homolog (EC 7.2.1.-) (Cytochrome b561) (Cytochrome b-561)	F55H2.5	Caenorhabditis elegans	266
Q10914	Q10914	reviewed	GLR2_CAEEL	Glutamate receptor 2	glr-2 B0280.12/K04G7.2	Caenorhabditis elegans	977
Q19286	Q19286	reviewed	IFB2_CAEEL	Intermediate filament protein ifb-2 (Cel IF B2) (Intermediate filament protein B2) (IF-B2)	ifb-2 F10C1.7	Caenorhabditis elegans	543
Q09291	Q09291	reviewed	HECW1_CAEEL	E3 ubiquitin-protein ligase hecw-1 (EC 2.3.2.26)	hecw-1 F45H7.6	Caenorhabditis elegans	1247
P34676	P34676	reviewed	PCP5_CAEEL	Prolyl carboxy peptidase like protein 5 (EC 3.4.-.-)	pcp-5 tag-282 ZK688.6	Caenorhabditis elegans	507
O76337	O76337	reviewed	CED6_CAEEL	Cell death protein 6 (Candidate adapter protein ced-6)	ced-6 F56D2.7	Caenorhabditis elegans	492
Q18579	Q18579	reviewed	ETS5_CAEEL	ETS domain-containing transcription factor ets-5	ets-5 C42D8.4	Caenorhabditis elegans	208
P45964	P45964	reviewed	YNZ4_CAEEL	Uncharacterized protein T09A5.4	T09A5.4	Caenorhabditis elegans	297
Q18806	Q18806	reviewed	RIG3_CAEEL	Neuronal immunoglobulin domain-containing protein rig-3	rig-3 C53B7.1	Caenorhabditis elegans	487
Q09950	Q09950	reviewed	YSR2_CAEEL	Uncharacterized protein F59B10.2	F59B10.2	Caenorhabditis elegans	532
Q95X35	Q95X35	reviewed	MPPE1_CAEEL	Metallophosphoesterase 1 homolog (EC 3.1.-.-)	mppe-1 B0511.13	Caenorhabditis elegans	365
O16228	O16228	reviewed	DJ12_CAEEL	Glutathione-independent glyoxalase DJR-1.2 (EC 4.2.1.130) (Protein DJ-1 homolog 2)	djr-1.2 C49G7.11	Caenorhabditis elegans	186
Q0G825	Q0G825	reviewed	PSAP3_CAEEL	Transcriptional coregulator psa-3 (Phasmid socket absent protein 3)	psa-3 F39D8.2	Caenorhabditis elegans	275
Q9XTR8	Q9XTR8	reviewed	LIP1_CAEEL	Lipase ZK262.3 (EC 3.1.1.-)	ZK262.3	Caenorhabditis elegans	353
Q9UB00	Q9UB00	reviewed	GLCM4_CAEEL	Putative glucosylceramidase 4 (EC 3.2.1.45)	gba-4 Y4C6B.6	Caenorhabditis elegans	519
Q09953	Q09953	reviewed	YSR5_CAEEL	Uncharacterized protein F59B10.5	F59B10.5	Caenorhabditis elegans	96
Q20026	Q20026	reviewed	CTL1L_CAEEL	Choline transporter-like protein 1	chtl-1 F35C8.7	Caenorhabditis elegans	771
P30641	P30641	reviewed	RPAP2_CAEEL	Putative RNA polymerase II subunit B1 CTD phosphatase rpap-2 (EC 3.1.3.16) (RNA polymerase II-associated protein 2)	rpap-2 R08D7.2	Caenorhabditis elegans	455
Q21691	Q21691	reviewed	NRDE3_CAEEL	Nuclear RNAi defective-3 protein	nrde-3 R04A9.2	Caenorhabditis elegans	1057
Q9N5A0	Q9N5A0	reviewed	VATB2_CAEEL	V-type proton ATPase subunit B 2 (V-ATPase subunit B 2) (Defective spermatogenesis protein 5) (Vacuolar proton pump subunit B 2)	spe-5 Y110A7A.12	Caenorhabditis elegans	501
G5EGC9	G5EGC9	reviewed	PES1_CAEEL	Forkhead box protein pes-1 (Pattern expression site 1)	pes-1 T28H11.4	Caenorhabditis elegans	264
O45700	O45700	reviewed	U375C_CAEEL	UPF0375 protein R05A10.4	R05A10.4	Caenorhabditis elegans	112
Q8T8B9	Q8T8B9	reviewed	ACMSD_CAEEL	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	acsd-1 acmsd Y71D11A.3	Caenorhabditis elegans	401
O01738	O01738	reviewed	DEFI8_CAEEL	Differentially expressed in FDCP 8 homolog	F20H11.1	Caenorhabditis elegans	486
P34494	P34494	reviewed	YMQ3_CAEEL	Uncharacterized protein K02D10.3	K02D10.3	Caenorhabditis elegans	105
Q9XUC4	Q9XUC4	reviewed	ZPT71_CAEEL	Zinc transporter zipt-7.1 (Histidine-rich membrane protein KE4 homolog 1)	zipt-7.1 hke-4.1 T28F3.3	Caenorhabditis elegans	393
P54936	P54936	reviewed	LIN2_CAEEL	Protein lin-2 (Abnormal cell lineage protein 2)	lin-2 F17E5.1	Caenorhabditis elegans	961
P46557	P46557	reviewed	MNP1_CAEEL	Matrix non-peptidase homolog 1	mnp-1 B0285.7	Caenorhabditis elegans	781
Q11090	Q11090	reviewed	YWY3_CAEEL	Putative serine/threonine-protein kinase C01C4.3 (EC 2.7.11.1)	C01C4.3	Caenorhabditis elegans	407
Q9XVE5	Q9XVE5	reviewed	FACE1_CAEEL	CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1)	fce-1 C04F12.10	Caenorhabditis elegans	442
P34434	P34434	reviewed	YL54_CAEEL	Uncharacterized protein F44E2.4	F44E2.4	Caenorhabditis elegans	1283
O16962	O16962	reviewed	NHR55_CAEEL	Nuclear hormone receptor family member nhr-55	nhr-55 T01G6.7	Caenorhabditis elegans	424
P91167	P91167	reviewed	ARPC5_CAEEL	Probable actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	C46H11.3	Caenorhabditis elegans	146
O01326	O01326	reviewed	RNC_CAEEL	Ribonuclease 3 (EC 3.1.26.3) (Protein drosha) (Ribonuclease III) (RNase III)	drsh-1 F26E4.10	Caenorhabditis elegans	1086
P45967	P45967	reviewed	MIS35_CAEEL	Uncharacterized protein mdmh-35 (Mitochondrial intermembrane space protein homolog 35)	mdmh-35 T09A5.7	Caenorhabditis elegans	103
Q10901	Q10901	reviewed	EAA1_CAEEL	Excitatory amino acid transporter (Sodium-dependent glutamate/ aspartate transporter)	glt-1 C12D12.2	Caenorhabditis elegans	503
Q9XU75	Q9XU75	reviewed	SURO1_CAEEL	Putative carboxypeptidase suro-1 (EC 3.4.17.-) (Suppressor of roller 1)	suro-1 R11A5.7	Caenorhabditis elegans	664
O45218	O45218	reviewed	ADAS_CAEEL	Alkyldihydroxyacetonephosphate synthase (Alkyl-DHAP synthase) (EC 2.5.1.26) (Alkylglycerone-phosphate synthase)	ads-1 Y50D7A.7	Caenorhabditis elegans	597
Q18881	Q18881	reviewed	SRA31_CAEEL	Serpentine receptor class alpha-31 (Protein sra-31)	sra-31 C56C10.5	Caenorhabditis elegans	338
Q564U4	Q564U4	reviewed	TTLL9_CAEEL	Probable tubulin polyglutamylase ttll-9 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 9)	ttll-9 F25C8.5	Caenorhabditis elegans	417
Q09621	Q09621	reviewed	LACT2_CAEEL	Beta-lactamase domain-containing protein 2	lact-2 ZK945.1	Caenorhabditis elegans	473
G5EEL0	G5EEL0	reviewed	LIDB1_CAEEL	LIM domain-binding protein 1	ldb-1 F58A3.1	Caenorhabditis elegans	592
P30638	P30638	reviewed	SVOP_CAEEL	Putative transporter svop-1	svop-1 ZK637.1	Caenorhabditis elegans	520
Q7YX32	Q7YX32	reviewed	FLP16_CAEEL	FMRFamide-like neuropeptides 16 [Cleaved into: AQTFVRF-amide 1; AQTFVRF-amide 2; GQTFVRF-amide]	flp-16 F15D4.8	Caenorhabditis elegans	92
Q21926	Q21926	reviewed	SYIC_CAEEL	Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	iars-1 irs-1 R11A8.6	Caenorhabditis elegans	1141
O02274	O02274	reviewed	ZTF11_CAEEL	Zinc finger protein ztf-11	ztf-11 ekl-2 F52F12.6	Caenorhabditis elegans	539
Q23027	Q23027	reviewed	INX5_CAEEL	Innexin-5 (Protein opu-5)	inx-5 opu-5 R09F10.4	Caenorhabditis elegans	447
P91254	P91254	reviewed	GST8_CAEEL	Probable glutathione S-transferase 8 (EC 2.5.1.18) (GST class-sigma)	gst-8 F11G11.1	Caenorhabditis elegans	206
Q20781	Q20781	reviewed	CAH1_CAEEL	Putative carbonic anhydrase-like protein 1	cah-1 F54D8.4	Caenorhabditis elegans	365
G5EG86	G5EG86	reviewed	BRC2_CAEEL	DNA repair protein brc-2	brc-2 T07E3.5	Caenorhabditis elegans	394
A0A078BQP2	A0A078BQP2	reviewed	GCY25_CAEEL	Receptor-type guanylate cyclase gcy-25 (EC 4.6.1.2)	gcy-25 Y105C5B.2	Caenorhabditis elegans	1034
Q8T5S1	Q8T5S1	reviewed	NHX2_CAEEL	Na(+)/H(+) exchanger protein 2 (Na(+)/H(+) antiporter nhx-2)	nhx-2 B0495.4	Caenorhabditis elegans	644
Q22829	Q22829	reviewed	PAT9_CAEEL	Zinc finger protein pat-9 (Paralyzed arrest at two-fold pat-9)	pat-9 ztf-19 T27B1.2	Caenorhabditis elegans	470
Q9NA73	Q9NA73	reviewed	T38B2_CAEEL	Trimeric intracellular cation channel type 1B.2 (TRIC-1B.2) (TRIC-B2)	tric-1B.2 Y57A10A.28	Caenorhabditis elegans	313
Q17328	Q17328	reviewed	GLUCB_CAEEL	Glutamate-gated chloride channel subunit beta (Glu-Cl subunit beta) (Avermectin-sensitive glutamate-gated chloride channel subunit)	glc-2 F25F8.2	Caenorhabditis elegans	434
G5EGJ9	G5EGJ9	reviewed	DEP1_CAEEL	Receptor-type tyrosine-protein phosphatase dep-1 (EC 3.1.3.48) (Density-enhanced phosphatase homolog 1)	dep-1 F44G4.8	Caenorhabditis elegans	1367
Q09560	Q09560	reviewed	YQY1_CAEEL	Uncharacterized protein F36G3.1	F36G3.1	Caenorhabditis elegans	964
Q8I7M8	Q8I7M8	reviewed	CDK17_CAEEL	Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase)	pct-1 C07G1.3	Caenorhabditis elegans	667
P38433	P38433	reviewed	ACE1_CAEEL	Acetylcholinesterase 1 (ACE-1) (AChE 1) (EC 3.1.1.7)	ace-1 W09B12.1	Caenorhabditis elegans	620
O61902	O61902	reviewed	NDX2_CAEEL	Putative nudix hydrolase 2 (EC 3.6.1.-)	ndx-2 W02G9.1	Caenorhabditis elegans	223
P34365	P34365	reviewed	YLHA_CAEEL	Uncharacterized protein C48B4.11	C48B4.11	Caenorhabditis elegans	307
Q7YSI9	Q7YSI9	reviewed	UNC53_CAEEL	Adapter protein unc-53 (Uncoordinated protein 53)	unc-53 F45E10.1	Caenorhabditis elegans	1654
Q19345	Q19345	reviewed	NHR25_CAEEL	Nuclear hormone receptor family member nhr-25	nhr-25 F11C1.6	Caenorhabditis elegans	572
P51485	P51485	reviewed	ARRB_CAEEL	Beta-arrestin arr-1	arr-1 F53H8.2	Caenorhabditis elegans	435
Q22024	Q22024	reviewed	EGL43_CAEEL	Zinc finger protein egl-43 (Egg-laying defective protein 43)	egl-43 R53.3	Caenorhabditis elegans	543
G5EDE1	G5EDE1	reviewed	GFI1H_CAEEL	Zinc finger protein GFI1 homolog pag-3 (Pattern of reporter gene expression abnormal protein 3) (Transcription factor pag-3)	pag-3 F45B8.4	Caenorhabditis elegans	336
Q09244	Q09244	reviewed	YP95_CAEEL	Uncharacterized protein C28H8.5	C28H8.5	Caenorhabditis elegans	302
Q17632	Q17632	reviewed	RRP44_CAEEL	Probable exosome complex exonuclease RRP44 (EC 3.1.13.-) (Protein DIS3 homolog) (Ribosomal RNA-processing protein 44)	dis-3 C04G2.6	Caenorhabditis elegans	961
Q17374	Q17374	reviewed	SUP10_CAEEL	Putative potassium channel regulatory protein sup-10 (Suppressor of unc-93 protein 10)	sup-10 R09G11.1	Caenorhabditis elegans	332
Q9N3X8	Q9N3X8	reviewed	SDK_CAEEL	Protein sidekick homolog (Neuronal IgCAM protein 4)	rig-4 Y42H9B.2	Caenorhabditis elegans	2325
O01822	O01822	reviewed	BL1S6_CAEEL	Biogenesis of lysosome-related organelles complex 1 subunit 6 (BLOC-1 subunit 6) (Pallid protein homolog)	glo-2 F57C9.3	Caenorhabditis elegans	106
O01930	O01930	reviewed	NH136_CAEEL	Nuclear hormone receptor family member nhr-136	nhr-136 C13C4.3	Caenorhabditis elegans	435
Q17850	Q17850	reviewed	PK1_CAEEL	Serine/threonine-protein kinase pak-1 (EC 2.7.11.1) (CePAK) (p21-activated kinase 1) (PAK1)	pak-1 C09B8.7	Caenorhabditis elegans	572
G5EFF5	G5EFF5	reviewed	DAF12_CAEEL	Nuclear hormone receptor family member daf-12 (Abnormal dauer formation protein 12)	daf-12 daf-20 mig-7 XL285 F11A1.3	Caenorhabditis elegans	753
P34444	P34444	reviewed	YL86_CAEEL	Uncharacterized protein F54C8.6	F54C8.6	Caenorhabditis elegans	325
Q10579	Q10579	reviewed	SPE26_CAEEL	Spermatocyte protein spe-26 (Defective spermatogenesis protein 26)	spe-26 R10H10.2	Caenorhabditis elegans	570
G5EFY7	G5EFY7	reviewed	PQM1_CAEEL	Zinc finger transcription factor pqm-1 (CePqM132) (Paraquat responsive protein)	pqm-1 F40F8.7	Caenorhabditis elegans	295
P34416	P34416	reviewed	LASP1_CAEEL	LIM and SH3 domain protein F42H10.3	F42H10.3	Caenorhabditis elegans	335
Q95X91	Q95X91	reviewed	NHR96_CAEEL	Nuclear hormone receptor family member nhr-96	nhr-96 F44C8.11	Caenorhabditis elegans	402
Q20496	Q20496	reviewed	GDIR_CAEEL	Probable rho GDP-dissociation inhibitor (Rho GDI)	rhi-1 F46H6.1	Caenorhabditis elegans	191
Q22835	Q22835	reviewed	ZIP10_CAEEL	Transcription factor zip-10	zip-10 T27F2.4	Caenorhabditis elegans	165
Q09455	Q09455	reviewed	COL39_CAEEL	Cuticle collagen 39	col-39 C09G5.4	Caenorhabditis elegans	323
A0A0K3AUE4	A0A0K3AUE4	reviewed	SEA2_CAEEL	Signal element on autosome protein 2	sea-2 K10G6.3	Caenorhabditis elegans	1968
Q09600	Q09600	reviewed	VPS11_CAEEL	Vacuolar protein sorting-associated protein 11 homolog	vps-11 R06F6.2	Caenorhabditis elegans	980
Q19832	Q19832	reviewed	MSP3_CAEEL	Major sperm protein 3 (MSP)	msp-3 F26G1.7	Caenorhabditis elegans	127
P30636	P30636	reviewed	TPK1_CAEEL	Thiamin pyrophosphokinase 1 (EC 2.7.6.2) (Thiamine pyrophosphokinase 1) (TPK1)	tpk-1 ZK637.9	Caenorhabditis elegans	243
O45168	O45168	reviewed	IFC1_CAEEL	Intermediate filament protein ifc-1 (Cel IF C1) (Intermediate filament protein C1) (IF-C1)	ifc-1 F37B4.2	Caenorhabditis elegans	500
O61931	O61931	reviewed	ERGO1_CAEEL	Piwi-like protein ergo-1 (Endogenous RNA interference deficient argonaute protein 1)	ergo-1 R09A1.1	Caenorhabditis elegans	1121
P34493	P34493	reviewed	YMQ2_CAEEL	Uncharacterized protein K02D10.2	K02D10.2	Caenorhabditis elegans	124
