From	Entry	Entry Name	Protein names	Gene Names	Gene Names (synonym)	PubMed ID
A0A0R4IL86	A0A8M2B866	A0A8M2B866_DANRE	Nuclear factor related to kappa-B-binding protein (Nuclear factor-related to kappaB-binding protein)	si:dkey-92k1.11 fi86h10 wu:fi86h10 nfrkb	fi86h10 wu:fi86h10	23594743; 26469318; 27773705
A0A0N4SU11	A0A0N4SU11	A0A0N4SU11_DANRE	deleted			
B7SXM5	B7SXM5	IER2_DANRE	Immediate early response gene 2 protein	ier2		19164561; 23594743
Q6PC77	Q6PC77	Q6PC77_DANRE	ATP synthase subunit d, mitochondrial	atp5h zgc:73071 atp5pd	zgc:73071	20528263; 21217106; 23594743; 25010521; 25557621; 27189481; 28252024; 29234032; 30029251; 30082823; 30329053
Q4KMD3	Q4KMD3	U1SBP_DANRE	U11/U12 small nuclear ribonucleoprotein 35 kDa protein (U11/U12 snRNP 35 kDa protein) (U1 snRNP-binding protein homolog)	snrnp35 u1snrnpbp zgc:112337	u1snrnpbp	
A0A0R4IMM5	A0A0R4IMM5	A0A0R4IMM5_DANRE	deleted			
A2RRV4	A2RRV4	A2RRV4_DANRE	Kelch-like 8 (Drosophila) (Kelch-like family member 8) (Kelch-like protein 8)	zgc:158266 klhl8		21047546; 23843192; 23594743
A0A0G2KRY8	A0A0G2KRY8	A0A0G2KRY8_DANRE	Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	mgat3b		23594743
A0A0R4IIN4	A0A0R4IIN4	A0A0R4IIN4_DANRE	deleted			
A0A0N4SU15	A0A0N4SU15	A0A0N4SU15_DANRE	deleted			
B3DJD7	Q9W735	PRM1A_DANRE	Prominin-1-A (Prominin-like protein 1)	prom1a proml1	proml1	12514187
Q9W735	Q9W735	PRM1A_DANRE	Prominin-1-A (Prominin-like protein 1)	prom1a proml1	proml1	12514187
A0A0R4IN78	A0A0R4IN78	A0A0R4IN78_DANRE	non-specific serine/threonine protein kinase (EC 2.7.11.1)	stk24 wu:fi29b08 zgc:66137 stk24b	wu:fi29b08 zgc:66137	23594743
F1Q9W8	F1Q9W8	F1Q9W8_DANRE	Ras-related protein Rab-25	zgc:112037 rab25b		23594743
A0A0R4ILV6	A0A0R4ILV6	A0A0R4ILV6_DANRE	DNA-directed RNA polymerase (EC 2.7.7.6)	polrmt		23594743
Q66I28	Q66I28	Q66I28_DANRE	Insulin-like growth factor-binding protein 3	IGFBP-3 zgc:91788 igfbp3	zgc:91788	14605935; 15550380; 15644436; 17537438; 18178530; 23594743; 30290758; 29803886; 29904357; 29678724; 30006544
A0A0R4IL04	A0A0R4IL04	A0A0R4IL04_DANRE	Cyclic AMP-responsive element-binding protein 5-like isoform X1 (cAMP-responsive element-binding protein 5a)	creb5a		23594743
A0A0G2KS58	A0A0G2KS58	A0A0G2KS58_DANRE	deleted			
A0A0R4IL16	A0A0R4IL16	A0A0R4IL16_DANRE	deleted			
A0A0R4IJ75	A0A0R4IJ75	A0A0R4IJ75_DANRE	Integrator complex subunit 1	ints1		23594743
Q6NWA8	Q6NWA8	TADA1_DANRE	Transcriptional adapter 1 (Transcriptional adapter 1-like protein)	tada1 tada1l zgc:85851	tada1l	15520368
A0A0R4II09	A0A0R4II09	A0A0R4II09_DANRE	deleted			
H9GZE9	H9GZE9	H9GZE9_DANRE	deleted			
A0A0R4IL29	A0A0R4IL29	A0A0R4IL29_DANRE	Calreticulin	calr3 calrl cb583 id:ibd1087 sb:cb583 wu:fc59g10 calr3b	calrl cb583 id:ibd1087 sb:cb583 wu:fc59g10	23014190; 23615277; 23594743; 24019943; 27716741; 27189481; 27068748; 29471808
Q6PBP0	Q6PBP0	Q6PBP0_DANRE	Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIc)	wu:fj49c05 zgc:73316 cox7c	zgc:73316	20353558; 20233836; 21562175; 23594743; 27189481; 26393435; 28252024; 30082823
A0A0R4IK18	A0A0R4IK18	A0A0R4IK18_DANRE	deleted			
A0A0R4IN44	A0A0R4IN44	A0A0R4IN44_DANRE	PDZ and LIM domain 5a (PDZ and LIM domain protein 5 isoform X2)	pdlim5 zgc:91978 pdlim5a	zgc:91978	23594743
A0A0R4IHT0	A0A0R4IHT0	A0A0R4IHT0_DANRE	deleted			
A0A0R4ILP3	A0A0R4ILP3	A0A0R4ILP3_DANRE	deleted			
A0A0R4IN58	A0A0R4IN58	A0A0R4IN58_DANRE	Fc epsilon receptor IgFc epsilon receptor Ig (Fc of IgE, high affinity I, receptor for gamma polypeptide precursor)	FcRgamma fcer1g		17719728; 20849876; 23594743; 27189481; 28087841; 30308157
Q8JFQ2	Q8JFQ2	RBTN1_DANRE	Rhombotin-1 (LIM domain only protein 1) (LMO-1)	lmo1		15827121
A0A0R4IM76	A0A0R4IM76	A0A0R4IM76_DANRE	deleted			
A0A0G2KSE4	A0A8M6Z2B2	A0A8M6Z2B2_DANRE	High affinity cationic amino acid transporter 1 (Solute carrier family 7 member 1b)	zgc:63694 slc7a1b wu:fd18f12 wu:fi40c03	slc7a1b wu:fd18f12 wu:fi40c03	23594743; 26469318
A3KMS9	A3KMS9	A3KMS9_DANRE	cAMP-dependent protein kinase catalytic subunit alpha (EC 2.7.11.11)	zgc:158799 prkacaa		16109975; 20018846; 23594743; 25617839; 26099953; 28252024
E7F7L5	A3KMS9	A3KMS9_DANRE	cAMP-dependent protein kinase catalytic subunit alpha (EC 2.7.11.11)	zgc:158799 prkacaa		16109975; 20018846; 23594743; 25617839; 26099953; 28252024
Q6DGP4	Q6DGP4	NFI1L_DANRE	NEDD4 family-interacting protein 1-like	ndfip1l ndfip1 zgc:92833	ndfip1	
A0A0G2KSG6	A0A0G2KSG6	A0A0G2KSG6_DANRE	deleted			
Q6P6F0	Q6P6F0	Q6P6F0_DANRE	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)	zgc:77702 rps17		23594743; 23349717; 24926785; 27189481; 28252024
A0A0R4ILI9	A0A0R4ILI9	A0A0R4ILI9_DANRE	deleted			
A0A0R4IIE9	A0A0R4IIE9	A0A0R4IIE9_DANRE	Cadherin-related family member 5 isoform X2 (Cadherin-related family member 5b)	cdhr5b		23594743
A0A068F9P7	A0A068F9P7	A0A068F9P7_DANRE	Beta-1,3-glucosyltransferase (EC 2.4.1.122) (Beta-3-glucosyltransferase a)	b3galtla si:dkey-1o1.2 b3glcta	si:dkey-1o1.2	23594743; 26469318; 27189481; 27773705; 28926587
A0A0R4IMF6	A0A0R4IMF6	A0A0R4IMF6_DANRE	Eukaryotic translation initiation factor 4B	eif4b eif4ba		12618376; 21873635; 23594743; 30319547
A0A0R4IMN0	A0A0R4IMN0	A0A0R4IMN0_DANRE	deleted			
A0A0R4II44	B8ZHI7	B8ZHI7_DANRE	Colony-stimulating factor 3 (granulocyte) a (Granulocyte colony stimulating factor)	gcsf csf3 csf3a	csf3	19139076; 20100463; 21415264; 21729873; 22305569; 23594743; 28281657; 28300168; 29651289; 30016370; 30742890
B8ZHI7	B8ZHI7	B8ZHI7_DANRE	Colony-stimulating factor 3 (granulocyte) a (Granulocyte colony stimulating factor)	gcsf csf3 csf3a	csf3	19139076; 20100463; 21415264; 21729873; 22305569; 23594743; 28281657; 28300168; 29651289; 30016370; 30742890
A0A0G2KSN0	A0A0G2KSN0	A0A0G2KSN0_DANRE	deleted			
A0A0G2KSN1	A0A0G2KSN1	A0A0G2KSN1_DANRE	deleted			
A0A0R4IJJ6	Q1LVF3	SMG7_DANRE	Nonsense-mediated mRNA decay factor SMG7 (SMG-7 homolog)	smg7		23594743; 19414594
A0A0R4INF7	A0A0R4INF7	A0A0R4INF7_DANRE	MICAL-like protein 2 (Mical-like 2a)	fd16d06 micall2 wu:fd16d06 wu:fd16d07 zgc:55358 micall2a	micall2 wu:fd16d06 wu:fd16d07 zgc:55358	15520368; 16109975; 21035094; 22438865; 23594743
A0A0R4IJT8	A0A0R4IJT8	A0A0R4IJT8_DANRE	T-complex protein 1 subunit theta (CCT-theta)	fa22h09 wu:fa22h09 zgc:56059 cct8	wu:fa22h09 zgc:56059	23594743
A0A0R4INB9	A0A0R4INB9	CX111_DANRE	C-X-C motif chemokine 11-1	cxcl11.1 cxcl11aa	cxcl11aa	23594743; 25573892
Q08BM6	Q08BM6	Q08BM6_DANRE	Leucine rich repeat containing 8 family, member D (Leucine-rich repeat-containing 8 VRAC subunit Db) (Leucine-rich repeat-containing protein 8D)	lrrc8d zgc:153223 lrrc8db	zgc:153223	16466575; 23594743; 27189481
Q5PQZ5	Q5PQZ5	Q5PQZ5_DANRE	SRY-box 17 (SRY-box containing gene 17) (SRY-box transcription factor 17)	sox17		10817762; 11807021; 11861475; 12351167; 12889061; 23594743; 30341107; 30082271; 30361324; 30467143
A0A0H2UKN4	A0A0H2UKN4	A0A0H2UKN4_DANRE	deleted			
Q498Z6	Q498Z6	RT07_DANRE	Small ribosomal subunit protein uS7m (28S ribosomal protein S7, mitochondrial) (MRP-S7) (S7mt)	mrps7 zgc:110673		
A0A0R4IM31	A0A0R4IM31	ORA1_DANRE	Olfactory receptor class A-like protein 1 (Vomeronasal type-1 receptor-like protein)	ora1 Vlr2	Vlr2	15809442; 23594743; 17717047; 24831010
A8E0W7	A0A0R4IM31	ORA1_DANRE	Olfactory receptor class A-like protein 1 (Vomeronasal type-1 receptor-like protein)	ora1 Vlr2	Vlr2	15809442; 23594743; 17717047; 24831010
B3DJV6	A0A0R4IM31	ORA1_DANRE	Olfactory receptor class A-like protein 1 (Vomeronasal type-1 receptor-like protein)	ora1 Vlr2	Vlr2	15809442; 23594743; 17717047; 24831010
Q58QC6	A0A0R4IM31	ORA1_DANRE	Olfactory receptor class A-like protein 1 (Vomeronasal type-1 receptor-like protein)	ora1 Vlr2	Vlr2	15809442; 23594743; 17717047; 24831010
Q597G5	A0A0R4IM31	ORA1_DANRE	Olfactory receptor class A-like protein 1 (Vomeronasal type-1 receptor-like protein)	ora1 Vlr2	Vlr2	15809442; 23594743; 17717047; 24831010
Q76LC6	Q76LC6	RBM24_DANRE	RNA-binding protein 24 (RNA-binding motif protein 24) (RNA-binding protein SEB-4)	rbm24		22345307
A0A0R4IIR5	A0A0R4IIR5	A0A0R4IIR5_DANRE	Mitogen-activated protein kinase 15 (EC 2.7.11.24)	erk7 zgc:110345 mapk15	zgc:110345	16774848; 23594743; 27189481
A0A0G2KSV9	A0A0G2KSV9	A0A0G2KSV9_DANRE	deleted			
A0A0R4IIW6	A0A0R4IIW6	A0A0R4IIW6_DANRE	deleted			
A0A0N4SU26	A0A0N4SU26	A0A0N4SU26_DANRE	deleted			
Q32LU7	Q32LU7	PTCD3_DANRE	Small ribosomal subunit protein mS39 (Pentatricopeptide repeat domain-containing protein 3, mitochondrial)	ptcd3 zgc:123014		
Q5BLA3	Q32LU7	PTCD3_DANRE	Small ribosomal subunit protein mS39 (Pentatricopeptide repeat domain-containing protein 3, mitochondrial)	ptcd3 zgc:123014		
A0A0G2KSX4	A0A8M3AZJ3	A0A8M3AZJ3_DANRE	C-C motif chemokine 5-like	LOC101884623		23594743
A0A0R4IMZ8	A0A0R4IMZ8	A0A0R4IMZ8_DANRE	Importin subunit beta-1 (Karyopherin (importin) beta 1)	wu:fc12b10 zgc:123184 kpnb1	zgc:123184	16109975; 16616005; 18086703; 23594743; 27189481; 26553237; 28252024
Q5IGR8	Q5IGR8	EXT1A_DANRE	Exostosin-1a (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase 1a) (Multiple exostoses protein 1 homolog a)	ext1a		15614771
A0A0R4IIS6	A0A0R4IIS6	A0A0R4IIS6_DANRE	deleted			
Q08BR1	Q08BR1	Q08BR1_DANRE	Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta)	zgc:152914 wu:fj15f04 dr1	wu:fj15f04	23594743; 26116173
A0A023PGP0	A0A023PGP0	A0A023PGP0_DANRE	deleted			
A0A0R4ILQ8	A0A0R4ILQ8	A0A0R4ILQ8_DANRE	deleted			
B8PYG1	B8PYG1	NSMF_DANRE	NMDA receptor synaptonuclear signaling and neuronal migration factor (Nasal embryonic luteinizing hormone-releasing hormone factor) (Nasal embryonic LHRH factor)	nsmf nelf nelfb	nelf nelfb	19097186
Q6PBZ4	Q8JGR4	RL24_DANRE	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	rpl24		12006978
Q8JGR4	Q8JGR4	RL24_DANRE	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	rpl24		12006978
A0A0R4IIQ1	A0A0R4IIQ1	A0A0R4IIQ1_DANRE	deleted			
Q5U3E4	Q5U3E4	Q5U3E4_DANRE	Protein SGT1 homolog (SGT1 homolog, MIS12 kinetochore complex assembly cochaperone) (Zgc:103668)	sgut1 wu:fd45a02 sugt1 zgc:103668	wu:fd45a02	23594743; 27189481
A8DZ86	A8DZ86	A8DZ86_DANRE	Vasorin a	id:ibd2098 si:ch211-14g12.2 slitl2 vasn zgc:110624 vasna	si:ch211-14g12.2 slitl2 vasn zgc:110624	11731487; 16125671; 19765300; 20935258; 23594743; 26492970; 27189481
B1PBZ7	B1PBZ7	B1PBZ7_DANRE	Protein sprouty homolog 1	spry1		18729221; 18666124; 19955358; 21435340; 21177344; 23594743; 25568117; 26689368; 29099280; 29496480; 29945667
A0A0R4ILY1	A0A0R4ILY1	A0A0R4ILY1_DANRE	deleted			
A0A0G2KT55	A0A0G2KT55	A0A0G2KT55_DANRE	deleted			
Q19VG7	Q19VG7	Q19VG7_DANRE	deleted			
P57094	P57094	AXIN1_DANRE	Axin-1 (Axis inhibition protein 1)	axin1 axin	axin	10704853; 12526749; 17681137; 30467143
Q499B7	P57094	AXIN1_DANRE	Axin-1 (Axis inhibition protein 1)	axin1 axin	axin	10704853; 12526749; 17681137; 30467143
A0A0R4IPF2	A0A0R4IPF2	A0A0R4IPF2_DANRE	histone acetyltransferase (EC 2.3.1.48)	crebbpa		23594743
E7EZ05	E7EZ05	E7EZ05_DANRE	2-oxoglutarate dehydrogenase complex component E1 (EC 1.2.4.2) (2-oxoglutarate dehydrogenase, mitochondrial) (Alpha-ketoglutarate dehydrogenase) (Thiamine diphosphate (ThDP)-dependent 2-oxoglutarate dehydrogenase)	ogdhb		23594743
A0A0R4IP49	A0A0R4IP49	A0A0R4IP49_DANRE	deleted			
Q6P3L9	Q6P3L9	Q6P3L9_DANRE	glutamate dehydrogenase [NAD(P)(+)] (EC 1.4.1.3)	wu:fj43f02 cb719 glud1 wu:fb16e02 wu:fb58f12 wu:fe37f03 zgc:192851 zgc:55630 glud1b	cb719 glud1 wu:fb16e02 wu:fb58f12 wu:fe37f03 zgc:192851 zgc:55630	16109975; 23427857; 23594743; 24476500; 25805459; 25999794; 28252024; 28102299; 29867554; 29066289; 31231312
A0A0R4IMX2	A0A0R4IMX2	A0A0R4IMX2_DANRE	Protein transport protein Sec24C (SEC24 homolog C, COPII coat complex component)	im:7145364 wu:fd10d12 sec24c	wu:fd10d12	20442775; 21729877; 23594743; 24627348
A0A0R4IQG7	A0A0R4IQG7	A0A0R4IQG7_DANRE	Nitric oxide synthase (EC 1.14.13.39)	nNOS nos nos1	nos	23594743
F1QVR0	A0A0R4IQG7	A0A0R4IQG7_DANRE	Nitric oxide synthase (EC 1.14.13.39)	nNOS nos nos1	nos	23594743
A0A0G2KTB7	A0A0G2KTB7	A0A0G2KTB7_DANRE	deleted			
Q7T3E5	Q7T3E5	KAT3_DANRE	Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)	kyat3 ccbl2 kat3 zgc:63929	ccbl2 kat3	
Q5XJM0	Q5XJM0	Q5XJM0_DANRE	Annexin	anxa14 zgc:101785		23594743; 27189481
Q8JHX6	Q8JHX6	Q8JHX6_DANRE	Insulin-like growth factor-binding protein 1	igfbp1a		12072407; 23594743; 26190107
A0A0R4IJ07	A0A0R4IJ07	A0A0R4IJ07_DANRE	Elongator complex protein 1	elp1		23594743
B1H1L4	B1H1L4	B1H1L4_DANRE	Transcription factor E2-alpha (Transcription factor 3)	tcf3a tcf3b zgc:113045		19449054; 23594743; 24485658; 25556858; 25867923; 26755607; 28211472; 28654864
Q7ZVY5	Q7ZVY5	CISY_DANRE	Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)	cs zgc:55507		
M9MM95	M9MM95	M9MM95_DANRE	deleted			
A0A0G2KTI4	A0A0G2KTI4	S12A2_DANRE	Solute carrier family 12 member 2 (Na-K-Cl cotransporter 1)	slc12a2 nkcc1	nkcc1	19633174; 23594743; 31367042
A0A0R4IMQ7	A0A8M1Q7N6	A0A8M1Q7N6_DANRE	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	cds1		23594743; 27189481
A0A0H2UKN7	A0A0H2UKN7	A0A0H2UKN7_DANRE	deleted			
A2AUN5	P26630	PAX6_DANRE	Paired box protein Pax-6 (Pax[Zf-a])	pax6a pax[zf-a] paxzf-a si:dkeyp-46c10.1	pax[zf-a] paxzf-a	1718739; 1680220; 1352238; 23594743
P26630	P26630	PAX6_DANRE	Paired box protein Pax-6 (Pax[Zf-a])	pax6a pax[zf-a] paxzf-a si:dkeyp-46c10.1	pax[zf-a] paxzf-a	1718739; 1680220; 1352238; 23594743
Q7SXL4	Q7SXL4	Q7SXL4_DANRE	Nucleoside diphosphate kinase (EC 2.7.4.6)	ndpkz2 NDPK-Z2 NM23-Z2 nme2b2 nme2b.2	NDPK-Z2 NM23-Z2 nme2b2	19852809; 19135165; 19482995; 19421718; 19805292; 23594743; 25147336; 27189481; 26876635; 27071722; 28062374
A0A0R4IKR9	A0A0R4IKR9	A0A0R4IKR9_DANRE	deleted			
A0A0R4IN60	A0A0R4IN60	A0A0R4IN60_DANRE	Fibroblast growth factor (FGF)	fgf19		12792807; 16256099; 17000708; 18089288; 18177854; 23184466; 23594743; 27402707; 30045502; 29499231; 30684501
A9ZPF1	A9ZPF1	A9ZPF1_DANRE	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8)	CXCL8 cxcl19		16365434; 18482437; 23586901; 23145839; 23594743; 25573892; 28803829; 28351983; 29883909
A0A0G2KTP6	A0A0G2KTP6	A0A0G2KTP6_DANRE	deleted			
A0A0R4IKB3	A0A0R4IKB3	A0A0R4IKB3_DANRE	Si:ch211-25d12.7 (Src-like-adapter 2)	si:ch211-25d12.7 sla2a		23594743
A0A0R4IN79	A0A0R4IN79	A0A0R4IN79_DANRE	BICD family-like cargo adapter 1 isoform X1 (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1)	nfkb1		23594743
E7FE03	E7FE03	E7FE03_DANRE	deleted			
Q6DHR0	Q6DHR0	RSPO1_DANRE	R-spondin-1 (Roof plate-specific spondin-1)	rspo1 zgc:92153		
A0A0R4IPF9	A0A0R4IPF9	A0A0R4IPF9_DANRE	deleted			
C1KH59	C1KH59	C1KH59_DANRE	Beta-1,4-galactosyltransferase (Beta-1,4-GalTase) (EC 2.4.1.-)	zgc:154116 b4galt1l		23594743; 25082356
B2BJ87	B2BJ87	B2BJ87_DANRE	deleted			
A0A0R4IM96	A0A0R4IM96	A0A0R4IM96_DANRE	deleted			
A0A0R4INA6	A0A0R4INA6	A0A0R4INA6_DANRE	Gephyrin a (Gephyrin isoform X7)	gpgb1 gphna		23594743
A0A0R4IPH8	A0A0R4IPH8	A0A0R4IPH8_DANRE	deleted			
A0A0R4IKF1	B0S682	B0S682_DANRE	Interferon regulatory factor 5	im:7155364 zgc:76986 irf5	zgc:76986	18039395; 20444275; 20637800; 19896215; 23594743; 24683187; 27189481; 26993613; 27856326; 28495510; 29080685
B0S682	B0S682	B0S682_DANRE	Interferon regulatory factor 5	im:7155364 zgc:76986 irf5	zgc:76986	18039395; 20444275; 20637800; 19896215; 23594743; 24683187; 27189481; 26993613; 27856326; 28495510; 29080685
A0A0R4IJ26	A0A0R4IJ26	A0A0R4IJ26_DANRE	deleted			
A0A0R4IP48	A0A0R4IP48	A0A0R4IP48_DANRE	deleted			
Q9DFC9	Q9DFC9	Q9DFC9_DANRE	Fibroblast growth factor (FGF)	wu:fc89b01 fc89b01 id:ibd5158 fgf4	fc89b01 id:ibd5158	10976049; 11731487; 12223404; 12810598; 12792807; 23594743; 27189481; 27402707; 27260860; 28589943; 29570699
A0A0R4IG56	Q7ZVY3	Q7ZVY3_DANRE	Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C)	fb98f01 wu:fb98f01 zgc:55514 nfyc	wu:fb98f01 zgc:55514	15256591; 15520368; 15716491; 19442608; 23594743; 26469318
Q7ZVY3	Q7ZVY3	Q7ZVY3_DANRE	Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C)	fb98f01 wu:fb98f01 zgc:55514 nfyc	wu:fb98f01 zgc:55514	15256591; 15520368; 15716491; 19442608; 23594743; 26469318
A0A0G2KTY5	A0A0G2KTY5	A0A0G2KTY5_DANRE	deleted			
A0A0R4IJE4	A0A0R4IJE4	A0A0R4IJE4_DANRE	Caspase 20, apoptosis-related cysteine peptidase (Uncharacterized protein LOC100192215 isoform X1)	zgc:194469 casp20		23594743
A0A0R4IJF7	A0A8N7TCU0	A0A8N7TCU0_DANRE	Protein transport protein Sec16B isoform X1 (SEC16 homolog B, endoplasmic reticulum export factor)	sec16b		23594743
A8KC40	A8KC40	A8KC40_DANRE	deleted			
A0A0G2KU38	A0A0G2KU38	A0A0G2KU38_DANRE	deleted			
A0A0J9YJC1	A0A0J9YJC1	A0A0J9YJC1_DANRE	deleted			
F1REQ6	F1REQ6	F1REQ6_DANRE	Prickle homolog 2b (Prickle-like protein 2 isoform X1)	cb886 im:7138215 pk2 prickle2 prickle2b	im:7138215 pk2 prickle2	23594743
A0A0G2KU45	A0A0G2KU45	A0A0G2KU45_DANRE	deleted			
A0A0R4INV4	A0A0R4INV4	A0A0R4INV4_DANRE	deleted			
E7FG09	E7FG09	E7FG09_DANRE	Bromo adjacent homology domain-containing 1 protein-like (Uncharacterized protein LOC100331694 isoform X1)	LOC100331694		23594743
Q6PBT6	Q6PBT6	GFRP_DANRE	GTP cyclohydrolase 1 feedback regulatory protein (GFRP) (GTP cyclohydrolase I feedback regulatory protein)	gchfr		
A0A0R4INJ8	A0A0R4INJ8	A0A0R4INJ8_DANRE	ADAM metallopeptidase domain 12 (Disintegrin and metalloproteinase domain-containing protein 12 isoform X1)	adam12 adam12b		23594743
Q58EK7	Q58EK7	Q58EK7_DANRE	Sept9b protein (Sept9b_tv1) (Sept9b_tv2) (Septin 9b)	sept9b zgc:113041 septin9b	zgc:113041	17967425; 19308258; 20502708; 22438865; 23968773; 23594743; 28252024
Q7ZVA6	Q7ZVA6	IF4A3_DANRE	Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic translation initiation factor 4A isoform 3)	eif4a3 ddx48	ddx48	24360810
A0A0H2UKP2	A0A0H2UKP2	A0A0H2UKP2_DANRE	deleted			
A0A0R4ILF6	A0A0R4ILF6	A0A0R4ILF6_DANRE	Cell death activator CIDE-A (Cell death-inducing DFFA-like effector a)	cidea		23594743
A0A0R4INZ2	Q8AYH1	Q8AYH1_DANRE	17-beta-hydroxysteroid dehydrogenase type 4 (Hsd17b4 protein) (Hydroxysteroid (17-beta) dehydrogenase 4) (Peroxisomal multifunctional enzyme type 2)	Dbp zgc:55545 zgc:77300 hsd17b4	zgc:55545 zgc:77300	23594743; 24552713; 29028550; 28252024; 28658311
Q8AYH1	Q8AYH1	Q8AYH1_DANRE	17-beta-hydroxysteroid dehydrogenase type 4 (Hsd17b4 protein) (Hydroxysteroid (17-beta) dehydrogenase 4) (Peroxisomal multifunctional enzyme type 2)	Dbp zgc:55545 zgc:77300 hsd17b4	zgc:55545 zgc:77300	23594743; 24552713; 29028550; 28252024; 28658311
Q6PBX2	Q6PBX2	Q6PBX2_DANRE	GTP-binding protein SAR1b	sara2 zgc:73204 sar1b	zgc:73204	17335798; 23594743; 25559265; 28252024; 29778665
A0A0R4IKQ9	A0A0R4IKQ9	A0A0R4IKQ9_DANRE	Insulin receptor substrate 2	irs2b		23594743
Q6DH40	Q6DH40	Q6DH40_DANRE	Reprimo, TP53-dependent G2 arrest mediator homolog 3 (Uncharacterized protein LOC436699) (Zgc:92658)	rprm3 zgc:92658		23594743; 27432065; 28562620
O73797	O73797	NTF7_DANRE	Neurotrophin-7 (NT-7) (zNT-7)	ntf7 nt7	nt7	9580190; 14572460
Q6NV13	Q6NV13	Q6NV13_DANRE	deleted			
E7F7R0	E7F7R0	E7F7R0_DANRE	Proline-rich transmembrane protein 2	prrt2		23594743
A0A0R4INE2	A0A0R4INE2	A0A0R4INE2_DANRE	deleted			
A0A0G2KUJ0	A0A0G2KUJ0	A0A0G2KUJ0_DANRE	deleted			
Q6NSN5	Q6NSN5	PURA1_DANRE	Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (IMP--aspartate ligase 1)	adss1 adssl1 zgc:85738	adssl1	18307296; 26506222
A8WG03	A8WG03	A8WG03_DANRE	Corticotropin releasing hormone receptor 2 (Uncharacterized protein LOC100002312) (Zgc:172101 protein)	crhr2 crf-r2 si:bz46j2.3 si:rp71-46j2.3 zgc:172101	crf-r2 si:bz46j2.3 si:rp71-46j2.3	19366623; 21653921; 22205946; 23000899; 24034824; 23594743; 26039894; 27189481; 26865342; 27045091; 28539353
A0A0R4INN3	A0A0R4INN3	A0A0R4INN3_DANRE	deleted			
A0A0R4IL45	A0A0R4IL45	A0A0R4IL45_DANRE	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	trim32		23594743
A0A0R4IMB2	A0A0R4IMB2	A0A0R4IMB2_DANRE	Complement C3-H1-like precursor (Complement C3a, tandem duplicate 6)	zgc:103710 zgc:153510 c3a.6	zgc:153510	22805612; 23594743; 24926798; 26469318; 27375187; 29883909; 30547092
A0A0R4IQF4	A0A0R4IQF4	A0A0R4IQF4_DANRE	Si:dkey-11f4.20 (T-cell surface antigen CD2 isoform X2)	si:dkey-11f4.20		23594743
A0A0R4IP30	A0A0R4IP30	A0A0R4IP30_DANRE	deleted			
A0A0R4IJX6	A0A0R4IJX6	A0A0R4IJX6_DANRE	Calcium activated nucleotidase 1b isoform X2 (Calcium-activated nucleotidase 1b)	zgc:101021 cant1b		23594743
B8JKC9	B8JKC9	B8JKC9_DANRE	deleted			
E7FB08	E7FB08	E7FB08_DANRE	deleted			
A0A0R4INT5	Q6P4V4	Q6P4V4_DANRE	Beta-catenin-like protein 1 (Catenin, beta-like 1)	zgc:77673 ctnnbl1		16466575; 23594743; 26469318
Q6P4V4	Q6P4V4	Q6P4V4_DANRE	Beta-catenin-like protein 1 (Catenin, beta-like 1)	zgc:77673 ctnnbl1		16466575; 23594743; 26469318
