From	Entry	Entry Name	Protein names	Gene Names	Gene Ontology IDs
B8A507	B8A507	B8A507_DANRE	Fibronectin leucine-rich transmembrane 3 (Leucine-rich repeat transmembrane protein FLRT3 precursor)	fb93g11 si:dkeyp-24h12.1 wu:fb75d02 wu:fb93g11 wu:fc10a05 flrt3	GO:0005615; GO:0016020
F1QGR0	F1QGR0	F1QGR0_DANRE	deleted		
Q1LVV8	Q1LVV8	Q1LVV8_DANRE	deleted		
Q8AY63	Q8AY63	Q8AY63_DANRE	creatine kinase (EC 2.7.3.2)	bck cb594 ckb wu:fj36f10 wu:fj37d11 ckbb	GO:0004111; GO:0005524; GO:0016310; GO:0046314
Q6PH46	Q6PH46	Q6PH46_DANRE	T-complex protein 1 subunit delta	zgc:65789 zgc:77192 cct4	GO:0001666; GO:0005524; GO:0005832; GO:0006457; GO:0016887; GO:0051082; GO:0140662
O42363	O42363	APOA1_DANRE	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I)]	apoa1 apoa zgc:103718	GO:0005576; GO:0006869; GO:0008203; GO:0008289; GO:0034364; GO:0042157; GO:0042803
Q5XJ38	O42363	APOA1_DANRE	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I)]	apoa1 apoa zgc:103718	GO:0005576; GO:0006869; GO:0008203; GO:0008289; GO:0034364; GO:0042157; GO:0042803
Q6NYV1	Q6NYV1	Q6NYV1_DANRE	26S proteasome non-ATPase regulatory subunit 3 (Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 3) (Proteasome 26S subunit, non-ATPase 3)	zgc:65867 zgc:77369 psmd3	GO:0006511; GO:0007417; GO:0007420; GO:0008345; GO:0008541; GO:0030234; GO:0042176; GO:0071599
F6NMA4	F6NMA4	F6NMA4_DANRE	deleted		
Q0P3U9	Q8JIU7	NACA_DANRE	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC)	naca	GO:0005634; GO:0005737; GO:0005854; GO:0006612; GO:0030239; GO:0051082; GO:0060216
Q8JIU7	Q8JIU7	NACA_DANRE	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC)	naca	GO:0005634; GO:0005737; GO:0005854; GO:0006612; GO:0030239; GO:0051082; GO:0060216
Q5RG12	Q5RG12	Q5RG12_DANRE	Heat shock protein 90, alpha (cytosolic), class A member 1, tandem duplicate 2 (Heat shock protein 90-alpha 2) (Heat shock protein HSP 90-alpha)	hsp90a.2 cb820 hsp90a2 hsp90aa1.2	GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006457; GO:0009408; GO:0009409; GO:0016887; GO:0032991; GO:0034605; GO:0043025; GO:0043209; GO:0046677; GO:0048471; GO:0050821; GO:0051082; GO:0097718; GO:0140662
A0A2R8QRK0	A0A2R8QRK0	A0A2R8QRK0_DANRE	Roundabout homolog 3 isoform X3 (Roundabout, axon guidance receptor, homolog 3 (Drosophila))	cb503 robo3	GO:0005886; GO:0007156; GO:0007411; GO:0008046; GO:0016199; GO:0030424; GO:0035385; GO:0048264; GO:0048675; GO:0070593; GO:0071679; GO:0098632
F1R2D2	F1R2D2	F1R2D2_DANRE	deleted		
Q6PBM7	Q6PBM7	FA76B_DANRE	Protein FAM76B	fam76b zgc:73333	GO:0016607
F1QUS2	F1QUS2	F1QUS2_DANRE	deleted		
A0A286Y9F5	A0A286Y9F5	A0A286Y9F5_DANRE	deleted		
B0UYB0	B0UYB0	B0UYB0_DANRE	deleted		
E7FD99	Q29RC0	Q29RC0_DANRE	Harmonin (Usher syndrome 1C) (Usher syndrome 1C (Autosomal recessive, severe))	zgc:136806 ush1c	GO:0001917; GO:0001964; GO:0002093; GO:0002142; GO:0005886; GO:0005929; GO:0007605; GO:0032426; GO:0042472; GO:0042491; GO:0046549; GO:0050808; GO:0060122
Q29RC0	Q29RC0	Q29RC0_DANRE	Harmonin (Usher syndrome 1C) (Usher syndrome 1C (Autosomal recessive, severe))	zgc:136806 ush1c	GO:0001917; GO:0001964; GO:0002093; GO:0002142; GO:0005886; GO:0005929; GO:0007605; GO:0032426; GO:0042472; GO:0042491; GO:0046549; GO:0050808; GO:0060122
A3KNI9	Q5PRD0	143BA_DANRE	14-3-3 protein beta/alpha-A	ywhaba ywhab1 wu:fb80c08	GO:0005737; GO:0006911; GO:0007165
Q5PRD0	Q5PRD0	143BA_DANRE	14-3-3 protein beta/alpha-A	ywhaba ywhab1 wu:fb80c08	GO:0005737; GO:0006911; GO:0007165
E7F4R9	E7F4R9	E7F4R9_DANRE	deleted		
F1QEP5	F1QEP5	F1QEP5_DANRE	deleted		
A0A0R4IAE0	A0A0R4IAE0	A0A0R4IAE0_DANRE	deleted		
Q08BA1	Q08BA1	Q08BA1_DANRE	ATP synthase subunit alpha	atp5a1 zgc:154103 atp5fa1	GO:0005524; GO:0005754; GO:0015986; GO:0042742; GO:0043531; GO:0045261; GO:0046933; GO:0070891
Q1LVM8	Q1LVM8	Q1LVM8_DANRE	Repulsive guidance molecule A (Repulsive guidance molecule BMP co-receptor a)	dlm hfe2 id:ibd2030 rgmc wu:fb72h09 zgc:110534 rgma	GO:0000902; GO:0005886; GO:0015026; GO:0030509; GO:0031293; GO:0098552
F1RDA6	F1RDA6	F1RDA6_DANRE	deleted		
B8A5L6	B8A5L6	B8A5L6_DANRE	Fibrinogen alpha chain (Fibrinogen alpha chain precursor)	sb:cb892 wu:fa55c12 wu:fb20e08 wu:fb59b03 wu:fi39d04 zgc:92117 fga	GO:0005102; GO:0005577; GO:0007596; GO:0030194; GO:0051258; GO:0070527; GO:0072378
E7FEV5	E7FEV5	E7FEV5_DANRE	Ubiquitin carboxyl-terminal hydrolase CYLD (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD)	cylda	GO:0004843; GO:0005815; GO:0005819; GO:0005829; GO:0005886; GO:0006511; GO:0007346; GO:0016055; GO:0021551; GO:0032088; GO:0042995; GO:0045087; GO:0045995; GO:0048471; GO:0061578; GO:0070266; GO:0070536; GO:1904888; GO:1990108; GO:2001238; GO:2001242
A2BGT0	A2BGT0	UBP30_DANRE	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	usp30 si:dkey-72n1.2	GO:0000422; GO:0004197; GO:0004843; GO:0005634; GO:0005739; GO:0005741; GO:0005829; GO:0006511; GO:0008053; GO:0016579; GO:0035871; GO:0044313
Q502K3	Q502K3	ANR52_DANRE	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C (PP6-ARS-C) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-C)	ankrd52 zgc:112069	
Q7ZWB1	Q7ZWB1	Q7ZWB1_DANRE	Cyclin-dependent kinase 2 (EC 2.7.1.-)	zgc:56598 wu:fa10c02 zgc:77684 cdk2	GO:0000082; GO:0000307; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007165; GO:0010033; GO:0010389; GO:0010468; GO:0030332
Q6PC58	Q6PC58	Q6PC58_DANRE	Ubiquitin-conjugating enzyme E2 D1 (EC 6.3.2.19) (Ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)) (Ubiquitin-conjugating enzyme E2D 1b)	ube2d1 wu:fc16h06 zgc:73096 ube2d1b	GO:0000151; GO:0000209; GO:0005524; GO:0005634; GO:0006511; GO:0031398; GO:0031625; GO:0061631; GO:0070936
F1Q8K3	F1Q8K3	F1Q8K3_DANRE	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (STIP1 homology and U-Box-containing protein 1)	wu:fc22f04 zgc:56076 stub1	GO:0000209; GO:0005737; GO:0006515; GO:0030018; GO:0043161; GO:0045862; GO:0051087; GO:0061630; GO:0071218
F1QAJ7	F1QAJ7	F1QAJ7_DANRE	deleted		
Q7ZVP2	Q7ZVP2	Q7ZVP2_DANRE	RAB5C, member RAS oncogene family (Rab5c protein) (Ras-related protein Rab-5C)	wu:fi16g01 wu:fb98b08 rab5c	GO:0001525; GO:0001702; GO:0003924; GO:0005525; GO:0005768; GO:0005769; GO:0006886; GO:0006897; GO:0008593; GO:0012505; GO:0030100; GO:0030947; GO:0071425; GO:0090049; GO:0098609; GO:0120084
F1RB27	F1RB27	F1RB27_DANRE	Adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper-containing 2 (DCC-interacting protein 13-beta isoform X1)	appl2	GO:0001726; GO:0005634; GO:0005768; GO:0007049; GO:0010008; GO:0023052; GO:0031901; GO:0045335
A0A2R8QM99	A0A2R8QM99	A0A2R8QM99_DANRE	deleted		
F1R2Z9	F1R2Z9	F1R2Z9_DANRE	Spondin-1 (F-spondin)	F-spondin2 cb1051 spon1b	GO:0005576; GO:0007155; GO:0031012; GO:0046872
Q9W767	Q9W767	Q9W767_DANRE	Midkine a (Midkine precursor) (Midkine-related growth factor) (Midkine-related growth factor Mdk1) (Pleiotrophin 1)	fb05b02 fc32h11 mdk1 plei1 wu:fb05b02 wu:fc32h11 zgc:86655 mdka	GO:0001841; GO:0005576; GO:0005794; GO:0008083; GO:0008201; GO:0045931; GO:0051726; GO:0051781; GO:0070654
Q7T2E1	Q7T2E1	Q7T2E1_DANRE	Protein SEC13 homolog (SEC13 homolog (S. cerevisiae)) (SEC13 homolog, nuclear pore and COPII coat complex component) (SEC13-like 1 (S. cerevisiae))	cb271 sb:cb271 sec13l1 wu:fa08f09 zgc:63980 sec13 DKEY-72G22.2-001	GO:0001889; GO:0005198; GO:0005765; GO:0006606; GO:0006888; GO:0007029; GO:0010842; GO:0030127; GO:0031080; GO:0032008; GO:0032527; GO:0036372; GO:0042462; GO:0051216; GO:0055123; GO:0070278; GO:0070971; GO:0090114
F1R8U0	F1R8U0	F1R8U0_DANRE	deleted		
A0A2U9DQN4	Q9I9L7	CASPA_DANRE	Caspase a (EC 3.4.22.36) [Cleaved into: Caspase a subunit p20; Caspase a subunit p10]	caspa casp1 caspy	GO:0002221; GO:0004175; GO:0004197; GO:0005737; GO:0010954; GO:0032090; GO:0032731; GO:0043065; GO:0045087; GO:0048703; GO:0050729; GO:0061702; GO:0070269; GO:0072558; GO:0097200; GO:0097264
Q9I9N6	Q9I9N6	ASC_DANRE	Apoptosis-associated speck-like protein containing a CARD (PYD and CARD domain-containing protein)	pycard asc asc1	GO:0002221; GO:0005737; GO:0006915; GO:0006954; GO:0032090; GO:0032731; GO:0042742; GO:0042981; GO:0043280; GO:0045087; GO:0050729; GO:0061702; GO:0072558; GO:0072559; GO:0140738
Q9I9L7	Q9I9L7	CASPA_DANRE	Caspase a (EC 3.4.22.36) [Cleaved into: Caspase a subunit p20; Caspase a subunit p10]	caspa casp1 caspy	GO:0002221; GO:0004175; GO:0004197; GO:0005737; GO:0010954; GO:0032090; GO:0032731; GO:0043065; GO:0045087; GO:0048703; GO:0050729; GO:0061702; GO:0070269; GO:0072558; GO:0097200; GO:0097264
F1R454	F1R454	F1R454_DANRE	deleted		
Q503R1	Q503R1	Q503R1_DANRE	Calcium/calmodulin-dependent protein kinase II inhibitor 1 (Calcium/calmodulin-dependent protein kinase II inhibitor 1a) (Calcium/calmodulin-dependent protein kinase II inhibitor 2) (Camk2n1 protein)	camk2n1 fj49g09 wu:fj49g09 zgc:110291 camk2n1a	GO:0001933; GO:0006469; GO:0008427; GO:0016301; GO:0016310; GO:0019901
E7F2G0	E7F2G0	E7F2G0_DANRE	deleted		
F1QBV4	F1QBV4	F1QBV4_DANRE	deleted		
B0CLW6	B0CLW6	B0CLW6_DANRE	PVR cell adhesion molecule related 2 like precursor (PVR cell adhesion molecule-related 2-like) (Si:dkey-225e11.1)	si:dkey-225e11.1 pvrl2l	GO:0005912; GO:0007156; GO:0007157
Q1LV59	Q8JGS1	STIL_DANRE	SCL-interrupting locus protein homolog	stil sill zgc:110502	GO:0005737; GO:0005813; GO:0005814; GO:0007052; GO:0007224; GO:0010171; GO:0046599; GO:0046601; GO:0051225; GO:0051298; GO:0070050; GO:0071539; GO:0110028; GO:0120099; GO:1900087; GO:1905832
E7FCY1	E7FCY1	E7FCY1_DANRE	Centromere protein J	cenpj	GO:0005737; GO:0005813; GO:0005814; GO:0015631; GO:0019904; GO:0046601; GO:0060271; GO:0061511; GO:0110028; GO:0120099; GO:1900087; GO:1905832
Q58EB7	Q8JGS1	STIL_DANRE	SCL-interrupting locus protein homolog	stil sill zgc:110502	GO:0005737; GO:0005813; GO:0005814; GO:0007052; GO:0007224; GO:0010171; GO:0046599; GO:0046601; GO:0051225; GO:0051298; GO:0070050; GO:0071539; GO:0110028; GO:0120099; GO:1900087; GO:1905832
Q8JGS1	Q8JGS1	STIL_DANRE	SCL-interrupting locus protein homolog	stil sill zgc:110502	GO:0005737; GO:0005813; GO:0005814; GO:0007052; GO:0007224; GO:0010171; GO:0046599; GO:0046601; GO:0051225; GO:0051298; GO:0070050; GO:0071539; GO:0110028; GO:0120099; GO:1900087; GO:1905832
O57416	O57416	O57416_DANRE	Paired box 3a (Paired box protein Pax-3) (Transcription factor PAX3)	pax3 zgc:92547 pax3a	GO:0000978; GO:0000981; GO:0001755; GO:0005634; GO:0006357; GO:0048066; GO:0048484; GO:0048856; GO:0050936
A2BHA3	A2BHA3	A2BHA3_DANRE	creatine kinase (EC 2.7.3.2)	CK-M cb51 ckm mck wu:fa28d05 ckma	GO:0004111; GO:0005524; GO:0005615; GO:0016310; GO:0046314
A4JYK9	A4JYK9	A4JYK9_DANRE	IgLON family member 5 precursor (Zgc:110372)	zgc:110372 iglon5	
Q90413	Q90413	FGFR4_DANRE	Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1)	fgfr4	GO:0005007; GO:0005524; GO:0005768; GO:0005783; GO:0005886; GO:0006468; GO:0007169; GO:0008543; GO:0017134; GO:0033674; GO:0043235; GO:0070374; GO:0070857; GO:1902036
A0A0R4IE04	A0A0R4IE04	A0A0R4IE04_DANRE	deleted		
B6EV16	Q4V9H3	DRAXI_DANRE	Draxin (Dorsal inhibitory axon guidance protein) (Dorsal repulsive axon guidance protein) (Neural-specific antagonist of canonical Wnt/beta-catenin signaling)	draxin neucrin zgc:113312	GO:0005576; GO:0007411; GO:0007417; GO:0016055; GO:0021516; GO:0021528; GO:0030182; GO:0030900; GO:0090090
Q4V9H3	Q4V9H3	DRAXI_DANRE	Draxin (Dorsal inhibitory axon guidance protein) (Dorsal repulsive axon guidance protein) (Neural-specific antagonist of canonical Wnt/beta-catenin signaling)	draxin neucrin zgc:113312	GO:0005576; GO:0007411; GO:0007417; GO:0016055; GO:0021516; GO:0021528; GO:0030182; GO:0030900; GO:0090090
Q6DGL5	Q6DGL5	Q6DGL5_DANRE	Trafficking protein particle complex subunit 5	wu:fc34a11 zgc:92866 trappc5	GO:0005783; GO:0006888; GO:1990070; GO:1990071; GO:1990072
Q08CN0	Q08CN0	TPPC2_DANRE	Trafficking protein particle complex subunit 2	trappc2 zgc:152903	GO:0005634; GO:0005737; GO:0005793; GO:0006888; GO:0030008; GO:0048471
Q1LUV8	Q1LUV8	Q1LUV8_DANRE	deleted		
A0PJQ5	A0PJQ5	A0PJQ5_DANRE	RAB36, member RAS oncogene family (Ras-related protein Rab-36)	zgc:158229 rab36	GO:0003924; GO:0005525; GO:0016192
Q6DHN6	Q6DHN6	Q6DHN6_DANRE	Calcium/calmodulin-dependent protein kinase II inhibitor 2 (Calcium/calmodulin-dependent protein kinase II inhibitor-like) (Zgc:92198)	zgc:92198 camk2n2	GO:0001933; GO:0006469; GO:0008427; GO:0019901
Q502Q3	Q502Q3	Q502Q3_DANRE	deleted		
P79727	P79727	EFNA2_DANRE	Ephrin-A2 (ELF-1) (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (ZfEPHL3)	efna2 eplg6 lerk6	GO:0005886; GO:0007411; GO:0030316; GO:0046875; GO:0048013; GO:0098552
Q4V9Q0	P79727	EFNA2_DANRE	Ephrin-A2 (ELF-1) (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (ZfEPHL3)	efna2 eplg6 lerk6	GO:0005886; GO:0007411; GO:0030316; GO:0046875; GO:0048013; GO:0098552
Q5U3T4	Q5U3T4	Q5U3T4_DANRE	deleted		
A6NAF9	A6NAF9	TRD7A_DANRE	Tudor domain-containing protein 7A	tdrd7a tdrd7 zgc:56669	GO:0002089; GO:0003729; GO:0007283; GO:0010608; GO:0030719; GO:0034587; GO:0035770; GO:0043186; GO:0070306
Q7ZTW1	A6NAF9	TRD7A_DANRE	Tudor domain-containing protein 7A	tdrd7a tdrd7 zgc:56669	GO:0002089; GO:0003729; GO:0007283; GO:0010608; GO:0030719; GO:0034587; GO:0035770; GO:0043186; GO:0070306
B3DFS9	B3DFS9	B3DFS9_DANRE	deleted		
Q6P5M9	Q6P5M9	Q6P5M9_DANRE	Tubulin beta chain	tubb2c fa91f09 fb16e09 tubb2 wu:fa91f09 wu:fa92d05 wu:fb16e09 wu:fb97a11 tubb4b	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0060271
B8A518	B8A518	B8A518_DANRE	Tubulin alpha chain	tuba1l tuba1c	GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0016787
Q6IQJ2	Q6IQJ2	Q6IQJ2_DANRE	deleted		
B8A5K4	P59723	HIF1N_DANRE	Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Hypoxia-inducible factor asparagine hydroxylase)	hif1an si:rp71-68n3.1	GO:0005634; GO:0005737; GO:0008198; GO:0008270; GO:0030947; GO:0031406; GO:0036139; GO:0036140; GO:0042803; GO:0045746; GO:0048471; GO:0062101; GO:0071532; GO:1901343
P59723	P59723	HIF1N_DANRE	Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Hypoxia-inducible factor asparagine hydroxylase)	hif1an si:rp71-68n3.1	GO:0005634; GO:0005737; GO:0008198; GO:0008270; GO:0030947; GO:0031406; GO:0036139; GO:0036140; GO:0042803; GO:0045746; GO:0048471; GO:0062101; GO:0071532; GO:1901343
Q7SZR1	Q7SZR1	Q7SZR1_DANRE	Protein Tob1 (Transducer of ERBB2, 1a)	tob1 tob1a	GO:0003714; GO:0005634; GO:0005737; GO:0009953; GO:0010468; GO:0030509
Q7ZVS3	Q7ZVS3	PLK4_DANRE	Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase Sak)	plk4 sak	GO:0004674; GO:0005524; GO:0005730; GO:0005813; GO:0005814; GO:0006468; GO:0007099; GO:0046601; GO:0048589; GO:0060271; GO:0098534; GO:0098535; GO:0098536; GO:0106310; GO:0120098; GO:0120099
Q1JQE7	Q1JQE7	Q1JQE7_DANRE	Hemochromatosis type 2 (Hemojuvelin BMP co-receptor) (Hemojuvelin precursor) (Hfe2 protein)	hfe2 DL-M id:ibd3464 RGMC RGMr wu:fb38f10 zgc:136698 hjv	GO:0005886; GO:0015026; GO:0030509; GO:0030903; GO:0061053; GO:0098552
F1QB94	F1QB94	F1QB94_DANRE	deleted		
F1REC6	F1REC6	F1REC6_DANRE	deleted		
Q6PH52	Q6PH52	PCH2_DANRE	Pachytene checkpoint protein 2 homolog (Thyroid hormone receptor interactor 13 homolog) (Thyroid receptor-interacting protein 13 homolog) (TR-interacting protein 13 homolog) (TRIP-13 homolog)	trip13 pch2 zgc:65952	GO:0005524; GO:0005634; GO:0005694; GO:0006302; GO:0007130; GO:0007131; GO:0007283; GO:0016887; GO:0048477; GO:0051598
B8JIS8	B8JIS8	B8JIS8_DANRE	deleted		
Q6IQP4	Q6IQP4	Q6IQP4_DANRE	small monomeric GTPase (EC 3.6.5.2)	rap1a wu:fc66g06 zgc:86676 rap1aa	GO:0003428; GO:0003924; GO:0003925; GO:0004708; GO:0005525; GO:0005886; GO:0007507; GO:0019003; GO:0032486; GO:0060026; GO:0060536; GO:0071320; GO:2000301
Q5RGV9	Q6TEN1	RAP1B_DANRE	Ras-related protein Rap-1b (EC 3.6.5.2)	rap1b si:dkey-31f5.4	GO:0001756; GO:0003428; GO:0003924; GO:0003925; GO:0004708; GO:0005525; GO:0005829; GO:0005886; GO:0005911; GO:0007507; GO:0019003; GO:0032486; GO:0032525; GO:0060026; GO:0060218; GO:0060536; GO:0071320; GO:2000301
Q6TEN1	Q6TEN1	RAP1B_DANRE	Ras-related protein Rap-1b (EC 3.6.5.2)	rap1b si:dkey-31f5.4	GO:0001756; GO:0003428; GO:0003924; GO:0003925; GO:0004708; GO:0005525; GO:0005829; GO:0005886; GO:0005911; GO:0007507; GO:0019003; GO:0032486; GO:0032525; GO:0060026; GO:0060218; GO:0060536; GO:0071320; GO:2000301
Q803B8	Q6TEN1	RAP1B_DANRE	Ras-related protein Rap-1b (EC 3.6.5.2)	rap1b si:dkey-31f5.4	GO:0001756; GO:0003428; GO:0003924; GO:0003925; GO:0004708; GO:0005525; GO:0005829; GO:0005886; GO:0005911; GO:0007507; GO:0019003; GO:0032486; GO:0032525; GO:0060026; GO:0060218; GO:0060536; GO:0071320; GO:2000301
Q5RGW1	Q5RGW1	Q5RGW1_DANRE	Plexin C1	plxnc1	GO:0007411; GO:0016020; GO:0017154; GO:0043087
F1QBU9	F1QBU9	F1QBU9_DANRE	deleted		
F1RB78	F1RB78	F1RB78_DANRE	deleted		
F1R653	F1R653	F1R653_DANRE	deleted		
Q4V8R6	Q4V8R6	E4F1_DANRE	Transcription factor E4F1 (EC 2.3.2.27) (Putative E3 ubiquitin-protein ligase E4F1) (RING-type E3 ubiquitin transferase E4F1) (Transcription factor E4F)	e4f1 zgc:114190	GO:0000122; GO:0000978; GO:0001227; GO:0001817; GO:0002682; GO:0005654; GO:0005737; GO:0007049; GO:0016567; GO:0016740; GO:0046872; GO:0051301
A4VCF7	A4VCF7	A4VCF7_DANRE	Ligand of numb-protein X 2b (Ligand of numb-protein X 2b isoform X1) (Ligand of numb-protein X-like protein) (Zgc:85925 protein)	lnxL id:ibd3184 zgc:85925 lnx2b	GO:0004842; GO:0016567; GO:0031017; GO:0046872; GO:0070936
F1QZX8	F1QZX8	F1QZX8_DANRE	CDKN2A-interacting protein (CDKN2A-interacting protein isoform X1)	zgc:101658 cdkn2aip	GO:0005654; GO:0005730; GO:0048639; GO:0090263; GO:1903708; GO:2000382
A0A0R4ISJ3	A0A0R4ISJ3	A0A0R4ISJ3_DANRE	5'-3' exoribonuclease (EC 3.1.13.-)	wu:fb38g12 wu:fj53d06 zgc:55717 xrn2	GO:0000956; GO:0003723; GO:0004534; GO:0005634; GO:0006397
A8BAU5	Q66HV9	LIG1B_DANRE	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1-B	lingo1b lingo1 si:ch211-116a8.1 zgc:92338	GO:0005154; GO:0005615; GO:0005886; GO:0031012; GO:0042552; GO:0048666
F8W4D7	F8W4D7	F8W4D7_DANRE	deleted		
Q66HV9	Q66HV9	LIG1B_DANRE	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1-B	lingo1b lingo1 si:ch211-116a8.1 zgc:92338	GO:0005154; GO:0005615; GO:0005886; GO:0031012; GO:0042552; GO:0048666
Q502U6	Q502U6	Q502U6_DANRE	Pleiotrophin (Pleiotrophin precursor) (Ptn protein)	zHBNF zgc:111787 ptn	GO:0005576; GO:0007399; GO:0008083; GO:0008201; GO:0051781
Q5U373	Q5U373	Q5U373_DANRE	Calcium-binding protein 39-like (Calcium-binding protein 39-like isoform X1)	fc52g02 wu:fc52g02 zgc:92575 cab39l	GO:0035556; GO:0043539
Q504I6	Q504I6	Q504I6_DANRE	Replication protein A 32 kDa subunit (Replication protein A2) (Rpa2 protein)	ik:tdsubc_2g1 rpa xx:tdsubc_2g1 zgc:109822 rpa2	GO:0000724; GO:0000781; GO:0003697; GO:0005662; GO:0006260; GO:0006289; GO:0035861; GO:0042162; GO:0048856
O73815	Q7ZVI7	ACTB1_DANRE	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin-1) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actba bact bactin1 bactzf	GO:0005524; GO:0005634; GO:0005856; GO:0005884; GO:0005886; GO:0005925; GO:0015629; GO:0016787; GO:0097433; GO:0098973
O73815	Q7ZVF9	ACTB2_DANRE	Actin, cytoplasmic 2 (EC 3.6.4.-) (Beta-actin-2) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	actbb bactin2	GO:0005524; GO:0005634; GO:0005856; GO:0005884; GO:0005886; GO:0005925; GO:0016787; GO:0097433; GO:0098973
O73815	P83751	ACTB_CTEID	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	GO:0005524; GO:0005634; GO:0005856; GO:0005886; GO:0005925; GO:0015629; GO:0016787; GO:0097433
O73815	P83750	ACTB_CYPCA	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	GO:0005524; GO:0005634; GO:0005856; GO:0005886; GO:0005925; GO:0015629; GO:0016787; GO:0097433
P12714	Q7ZVI7	ACTB1_DANRE	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin-1) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actba bact bactin1 bactzf	GO:0005524; GO:0005634; GO:0005856; GO:0005884; GO:0005886; GO:0005925; GO:0015629; GO:0016787; GO:0097433; GO:0098973
P12714	Q7ZVF9	ACTB2_DANRE	Actin, cytoplasmic 2 (EC 3.6.4.-) (Beta-actin-2) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	actbb bactin2	GO:0005524; GO:0005634; GO:0005856; GO:0005884; GO:0005886; GO:0005925; GO:0016787; GO:0097433; GO:0098973
P12714	P83751	ACTB_CTEID	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	GO:0005524; GO:0005634; GO:0005856; GO:0005886; GO:0005925; GO:0015629; GO:0016787; GO:0097433
P12714	P83750	ACTB_CYPCA	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	GO:0005524; GO:0005634; GO:0005856; GO:0005886; GO:0005925; GO:0015629; GO:0016787; GO:0097433
Q6P3K9	Q7ZVI7	ACTB1_DANRE	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin-1) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actba bact bactin1 bactzf	GO:0005524; GO:0005634; GO:0005856; GO:0005884; GO:0005886; GO:0005925; GO:0015629; GO:0016787; GO:0097433; GO:0098973
Q7ZVI7	Q7ZVI7	ACTB1_DANRE	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin-1) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actba bact bactin1 bactzf	GO:0005524; GO:0005634; GO:0005856; GO:0005884; GO:0005886; GO:0005925; GO:0015629; GO:0016787; GO:0097433; GO:0098973
F1Q5L6	F1Q5L6	F1Q5L6_DANRE	RNA helicase (EC 3.6.4.13)	wu:fa56a07 wu:fb11e01 wu:fb16c10 wu:fb53b05 ddx5	GO:0000380; GO:0001556; GO:0003724; GO:0003730; GO:0005524; GO:0005634; GO:0005737; GO:0016787; GO:0043021; GO:1990904
