string_protein_id	preferred_name	protein_size	annotation
224308.BSU28950	thrS	643	threonyl-tRNA synthetase; Catalyzes the attachment of threonine to tRNA(Thr) in a two- step reaction: L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr). Also edits incorrectly charged L-seryl-tRNA(Thr); Belongs to the class-II aminoacyl-tRNA synthetase family.
224308.BSU28960	ytxC	281	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU28970	ytxB	213	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU28980	dnaI	311	Helicase loader; Probably involved in DNA replication.
224308.BSU28990	dnaB	472	Helicase loading protein; Probable component of primosome involved in the initiation of DNA replication. It is essential for both replication initiation and membrane attachment of the origin region of the chromosome and plasmid pUB110.
224308.BSU29000	nrdR	152	Negative regulator of transcription of ribonucleotide reductase nrd genes and operons; Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes; Belongs to the NrdR family.
224308.BSU29010	speD	126	S-adenosylmethionine decarboxylase; Catalyzes the decarboxylation of S-adenosylmethionine to S- adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine.
224308.BSU29020	gapB	340	Glyceraldehyde-3-phosphate dehydrogenase; Involved in the gluconeogenesis. Catalyzes the oxidative phosphorylation of glyceraldehyde 3-phosphate (G3P) to 1,3- bisphosphoglycerate (BPG) using the cofactor NADP. The first reaction step involves the formation of a hemiacetal intermediate between G3P and a cysteine residue, and this hemiacetal intermediate is then oxidized to a thioester, with concomitant reduction of NADP to NADPH. The reduced NADPH is then exchanged with the second NADP, and the thioester is attacked by a nucleophilic inorganic phosphate to produce BPG; Belongs to the gl [...] 
224308.BSU29030	ytcD	126	Putative transcriptional regulator (MarD family); Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr: putative regulator.
224308.BSU29040	ytbD	396	Putative transporter; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU29050	ytbE	280	Putative aldo/keto reductase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the aldo/keto reductase family.
224308.BSU29060	coaE	197	Dephosphocoenzyme A kinase; Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A; Belongs to the CoaE family.
224308.BSU29070	ytaF	210	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU29080	mutM	276	formamidopyrimidine-DNA glycosidase; Involved in the GO system responsible for removing an oxidatively damaged form of guanine (7,8-dihydro-8-oxoguanine, 8-oxo- dGTP) from DNA and the nucleotide pool. 8-oxo-dGTP is inserted opposite dA and dC residues of template DNA with almost equal efficiency thus leading to A.T to G.C transversions (By similarity). Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 8-oxo-dGTP. Has AP (apurinic/apyrimidi [...] 
224308.BSU29090	polA	880	DNA polymerase I; In addition to polymerase activity, this DNA polymerase exhibits 3'-5' and 5'-3' exonuclease activity.
224308.BSU29100	phoR	579	Two-component sensor histidine kinase; Member of the two-component regulatory system PhoP/PhoR involved in the alkaline phosphatase genes regulation. PhoR may function as a membrane-associated protein kinase that phosphorylates PhoP in response to environmental signals.
224308.BSU29110	phoP	240	Two-component response regulator; Member of the two-component regulatory system PhoP/PhoR involved in the regulation of alkaline phosphatase genes phoA and phoB and of phosphodiesterase.
224308.BSU29120	mdh	312	Malate dehydrogenase; Catalyzes the reversible oxidation of malate to oxaloacetate.
224308.BSU29130	icd	423	Isocitrate dehydrogenase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme.
224308.BSU29140	citZ	372	Citrate synthase II; Might regulate the synthesis and function of enzymes involved in later enzymatic steps of Krebs cycle. Loss in activity results in sporulation defect; Belongs to the citrate synthase family.
224308.BSU29150	ytwI	154	Putative integral membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU29160	ytvI	371	Putative permease; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU29170	ytzA	127	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU29180	pyk	585	Pyruvate kinase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; In the C-terminal section; belongs to the PEP-utilizing enzyme family.
224308.BSU29190	pfkA	319	6-phosphofructokinase; Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis; Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Prokaryotic clade 'B1' sub- subfamily.
224308.BSU29200	accA	325	acetyl-CoA carboxylase (carboxyltransferase alpha subunit); Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA. Belongs to the AccA family.
224308.BSU29210	accD	290	acetyl-CoA carboxylase (carboxyltransferase beta subunit); Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA.
224308.BSU29220	ytsJ	410	NADP-dependent malic enzyme (conversion of malate into pyruvate); Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme.
224308.BSU29230	dnaE	1115	DNA polymerase III (alpha subunit); DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The alpha chain is the DNA polymerase (By similarity); Belongs to the DNA polymerase type-C family. DnaE subfamily.
224308.BSU29239	ytrH	113	Membrane protein involved in a sporulation process; Involved in sporulation. May contribute to cortex formation or stability.
224308.BSU29240	ytrI	167	Protein involved in sporulation; Involved in sporulation.
224308.BSU29249	ytzJ	63	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU29250	nrnA	313	Oligoribonuclease (nanoRNAse), 3',5'-bisphosphate nucleotidase; Bifunctional enzyme which has both oligoribonuclease and pAp- phosphatase activities. Degrades RNA and DNA oligonucleotides with a length of 5 nucleotides and shorter, with a preference for 3-mers. Directionality is controversial; shown to degrade 5-mers and less in a 3' to 5' direction , and 11-mers in a 5' to 3' direction. Converts 3'(2')-phosphoadenosine 5'- phosphate (PAP) to AMP.
224308.BSU29260	ytpI	100	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU29270	ytoI	439	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU29280	ytnM	300	Putative transporter; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU29290	ytnL	416	Putative aminohydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the peptidase M20 family.
224308.BSU29300	rbfK	230	RNA-binding cryptic riboflavin kinase regulatory protein; May be directly involved in the regulation of the rib genes. C-terminal part of RibR specifically binds to RFN of the rib leader of the riboflavin biosynthetic operon. The RFN element is a sequence within the rib-leader mRNA reported to serve as a receptor for an FMN- dependent riboswitch. Possibly, RibR produces the comodulator FMN through its own N-terminal flavokinase activity. FMN-activated RibR may stabilize the anti-anti terminator structure of RFN mRNA, causing transcription termination of the rib genes in trans.
224308.BSU29310	ytnJ	442	Putative monooxygenase; May play a role in methionine degradation. May play a role in a sulfur salvage pathway.
224308.BSU29320	ytnI	93	Putative redoxin; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the glutaredoxin family.
224308.BSU29330	ytmO	334	Putative monooxygenase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; To bacterial alkanal monooxygenase alpha and beta chains.
224308.BSU29340	tcyN	259	Sulfur-containing amino-acid ABC transporter (ATP-binding protein); Part of the ABC transporter complex TcyJKLMN involved in L- cystine import. Responsible for energy coupling to the transport system (Probable). Is also involved in cystathionine, djenkolate, and S- methylcysteine transport; Belongs to the ABC transporter superfamily. L-cystine importer (TC 3.A.1.3.13) family.
224308.BSU29350	tcyM	235	Sulfur-containing amino acid ABC transporter (permease); Part of the ABC transporter complex TcyJKLMN involved in L- cystine import. Probably responsible for the translocation of the substrate across the membrane (Probable). Is also involved in cystathionine, djenkolate, and S-methylcysteine transport.
224308.BSU29360	tcyL	239	Sulfur-containing amino acid ABC transporter (permease); Part of the ABC transporter complex TcyJKLMN involved in L- cystine import. Probably responsible for the translocation of the substrate across the membrane (Probable). Is also involved in cystathionine, djenkolate, and S-methylcysteine transport.
224308.BSU29370	tcyK	270	Sulfur-containing amino acid ABC transporter binding lipoprotein; Part of the ABC transporter complex TcyJKLMN involved in L- cystine import. Is also involved in cystathionine, djenkolate, and S- methylcysteine transport; Belongs to the bacterial solute-binding protein 3 family.
224308.BSU29380	tcyJ	269	Sulfur containing amino acid ABC transporter binding lipoprotein; Part of the ABC transporter complex TcyJKLMN involved in L- cystine import. Is also involved in cystathionine, djenkolate, and S- methylcysteine transport; Belongs to the bacterial solute-binding protein 3 family.
224308.BSU29390	ytmI	178	Putative N-acetyltransferase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the acetyltransferase family.
224308.BSU29400	ytlI	308	Transcriptional regulator (LysR family); Positively regulates the expression of ytmI operon in response to the availability of sulfur sources.
224308.BSU29410	ytkL	227	Putative metal-dependent hydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the UPF0173 family.
224308.BSU29420	ytkK	255	Putative 3-oxoacyl-acyl-carrier protein reductase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
224308.BSU29430	ytzD	44	Hypothetical protein; Evidence 5: No homology to any previously reported sequences; PubMedId: 11423008.
224308.BSU29440	argH	461	Argininosuccinate lyase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme.
224308.BSU29450	argG	403	Argininosuccinate synthase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; Belongs to the argininosuccinate synthase family. Type 1 subfamily.
224308.BSU29460	moaB	170	Molybdopterin GTP-binding precursor Z biosynthesis component; May be involved in the biosynthesis of molybdopterin. Belongs to the MoaB/Mog family.
224308.BSU29470	ackA	395	Acetate kinase; Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction. Appears to favor the formation of acetate. Involved in the secretion of excess carbohydrate.
224308.BSU29480	ytxK	329	Putative nucleic acid methyltransferase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; To type I restriction system adenine methylases.
224308.BSU29490	tpx	167	Putative peroxiredoxin; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides.
224308.BSU29500	ytfJ	151	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU29510	ytfI	226	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU29520	yteJ	164	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU29530	sppA	335	Signal peptide peptidase; Digestion of cleaved signal peptides (By similarity). Required for efficient processing of precursors under conditions of hyper-secretion. Has a preference for leucine-rich substrate peptides. Belongs to the peptidase S49 family.
224308.BSU29540	ppnKB	267	Inorganic polyphosphate/ATP-NAD kinase; Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP.
224308.BSU29550	ytcJ	529	Putative metal-dependent hydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the metallo-dependent hydrolases superfamily.
224308.BSU29560	ytcI	529	Putative acyl-coenzyme A synthetase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the ATP-dependent AMP-binding enzyme family.
224308.BSU29570	sspA	69	Small acid-soluble spore protein (alpha-type SASP); SASP are bound to spore DNA. They are double-stranded DNA- binding proteins that cause DNA to change to an a-like conformation. They protect the DNA backbone from chemical and enzymatic cleavage and are thus involved in dormant spore's high resistance to UV light.
224308.BSU29580	thiI	401	Putative persulfide ATP pyrophosphatase involved in thiamine biosynthesis and tRNA modification; Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS.
224308.BSU29590	iscSB	381	Cysteine desulfurase; Catalyzes the removal of elemental sulfur from cysteine to produce alanine.
224308.BSU29600	braB	445	Branched-chain amino acid-Na+ symporter; Component of the transport system for branched-chain amino acids (leucine, isoleucine and valine) Which is coupled to a proton motive force.
224308.BSU29610	ezrA	562	Negative regulator of FtsZ ring formation; Negative regulator of FtsZ ring formation; modulates the frequency and position of FtsZ ring formation. Inhibits FtsZ ring formation at polar sites. Interacts either with FtsZ or with one of its binding partners to promote depolymerization.
224308.BSU29620	hisJ	268	Histidinol phosphate phosphatase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; Belongs to the PHP hydrolase family. HisK subfamily.
224308.BSU29630	refZ	207	Regulator of FtsZ; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type r: regulator.
224308.BSU29640	ytsP	163	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; Belongs to the free Met sulfoxide reductase family.
224308.BSU29650	ytrP	579	Putative diguanylate cyclase-related enzyme; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU29660	rpsD	200	Ribosomal protein S4 (BS4); One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit.  S4 represses its own expression; it is not know if this is at the level of translation or of mRNA stability; Belongs to the universal ribosomal protein uS4 family.
224308.BSU29670	tyrS	422	tyrosyl-tRNA synthetase; Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two- step reaction: tyrosine is first activated by ATP to form Tyr-AMP and then transferred to the acceptor end of tRNA(Tyr).
224308.BSU29680	acsA	572	acetyl-CoA synthetase; Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA (By similarity). Has a role in growth and sporulation on acetate.
224308.BSU29690	acuA	210	Protein acetyltransferase; Part of the acuABC operon, which is possibly involved in the breakdown of acetoin and butanediol. Acts as an acetyltransferase inactivating acetyl-CoA synthetase AcsA via acetylation at a Lys residue.
224308.BSU29700	acuB	214	Component of the acetoin degradation regulation pathway; Role in growth and sporulation on acetoin or butanediol. Involved in the breakdown of these compounds used as a carbon source.
224308.BSU29710	acuC	387	Protein deacetylase; Role in growth and sporulation on acetoin or butanediol. Involved in the breakdown of these compounds used as a carbon source; Belongs to the histone deacetylase family.
224308.BSU29720	ytxE	242	Putative flagellar motor apparatus component; May be involved in some transport function; Belongs to the MotB family.
224308.BSU29730	ytxD	272	Putative flagellar motor component; May be involved in some transport function; Belongs to the MotA family.
224308.BSU29740	ccpA	334	Transcriptional regulator (Lacl family); Global transcriptional regulator of carbon catabolite repression (CCR) and carbon catabolite activation (CCA), which ensures optimal energy usage under diverse conditions. Interacts with either P- Ser-HPr or P-Ser-Crh, leading to the formation of a complex that binds to DNA at the catabolite-response elements (cre). Binding to DNA allows activation or repression of many different genes and operons.
224308.BSU29750	aroX	358	3-deoxy-D-arabino-heptulosonate 7-phosphate synthase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; Belongs to the class-I DAHP synthase family.
224308.BSU29760	ytxJ	108	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 8733232.
224308.BSU29770	ytxH	151	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 16291680, 8733232; To C.plantagineum desiccation-related protein clone PCC3- 06.
224308.BSU29780	ytxG	140	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 8733232.
224308.BSU29790	murC	432	UDP-N-acetyl muramate-alanine ligase; Cell wall formation; Belongs to the MurCDEF family.
224308.BSU29805	sftA	952	DNA translocase; Required for the accurate completion of chromosome partitioning, in part by promoting efficient resolution of chromosome dimers, before the formation of the division septum. Binds to DNA in a non-specific manner. Shows ATPase activity. Not required for cytokinesis.
224308.BSU29820	ytpR	201	Putative tRNA binding protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf: putative factor.
224308.BSU29830	ytpQ	269	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 12719520, 21949854; Belongs to the UPF0354 family.
224308.BSU29840	ytpP	107	Putative thiol-disulfide oxidoreductase with thioredoxin domain; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU29850	ytoQ	148	Putative enzyme with sugar binding fold; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU29860	ytoP	357	Glutamyl aminopeptidase; Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; Product type e: enzyme.
224308.BSU29870	ytzB	105	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU29880	malS	566	NAD-dependent malic enzyme (conversion of malate into pyruvate); Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme.
224308.BSU29890	ytnP	256	Putative metal-dependent hydrolase; Probable hydrolase that is able to inhibit the signaling pathway required for the streptomycin production and development of aerial mycelium in S.griseus. Thus, serves as a defensive strategy against competing bacteria. The putative target for YtnP may be a gamma-butyrolactone termed A factor, which is the quorum-sensing signaling molecule that positively regulates streptomycin production and development of aerial hyphae in S.griseus.
224308.BSU29900	trmB	213	tRNA (guanine-N(7)-)-methyltransferase; Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA; Belongs to the class I-like SAM-binding methyltransferase superfamily. TrmB family.
224308.BSU29910	ytzH	92	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU29920	ytmP	204	Putative kinase/phosphotransferase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the aminoglycoside phosphotransferase family.
224308.BSU29930	amyX	718	Pullulanase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; Belongs to the glycosyl hydrolase 13 family.
224308.BSU29940	ytlR	309	Putative phospholipid kinase; May catalyze the ATP-dependent phosphorylation of lipids other than diacylglycerol (DAG). In fact, is not able to exhibit diacylglycerol kinase activity in vitro.
224308.BSU29950	ytlQ	304	Putative hydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU29960	ytlP	183	2'-5' RNA-ligase family protein; Hydrolyzes RNA 2',3'-cyclic phosphodiester to an RNA 2'- phosphomonoester; Belongs to the 2H phosphoesterase superfamily. ThpR family.
224308.BSU29970	ytkP	311	Putative cysteine synthase-like protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU29980	ytjP	463	Putative dipeptidase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme.
224308.BSU29990	pbuO	432	Hypoxanthine/guanine permease; Involved in the uptake of the purine bases hypoxanthine and guanine. May work at purine concentrations higher than 100 uM.
224308.BSU30000	ythQ	385	Putative ABC transporter (permease); Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU30010	ythP	236	Putative ABC transporter (ATP-binding protein); Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter; Belongs to the ABC transporter superfamily.
224308.BSU30020	ytzE	73	Putative transcriptional regulator (DeoR family); Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative regulator.
224308.BSU30035	ytzG	239	Putative 16S pseudouridylate synthase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU30050	ytgP	544	Putative enzyme involved in polysaccharide biosynthesis; Involved in peptidoglycan biosynthesis. Transports lipid- linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane. Not essential for growth.
224308.BSU30060	ytfP	420	Putative NAD(FAD) dehydrogenase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU30070	opuD	512	Glycine betaine transporter; High-affinity uptake of glycine betaine. Does not mediate either carnitine or choline uptake; Belongs to the BCCT transporter (TC 2.A.15) family.
224308.BSU30080	yteV	60	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 8990290.
224308.BSU30090	yteU	222	Putative membrane enzyme for rhamnogalaturonan degradation; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU30100	yteT	428	Putative dehydrogenase of rhamnogalaturonan degradation; May play a role in the degradation of type I rhamnogalacturonan derived from plant cell walls. Belongs to the Gfo/Idh/MocA family.
224308.BSU30110	yteS	167	Putative lipoprotein required for rhamnogalaturonan degradation; May play a role in the degradation of type I rhamnogalacturonan derived from plant cell walls.
224308.BSU30120	yteR	373	Unsaturated rhamnogalacturonyl hydrolase; Catalyzes the hydrolysis of unsaturated rhamnogalacturonan disaccharide to yield unsaturated D-galacturonic acid and L-rhamnose. It cannot act on unsaturated glucuronyl hydrolase (UGL) substrates containing unsaturated D-glucuronic acid at the non-reducing terminus, although the active pockets of YesR and UGL are very similar.
224308.BSU30135	yteP	321	Putative permease; Part of a binding-protein-dependent transport system. Probably responsible for the translocation of the substrate across the membrane. May play a role in the degradation of type I rhamnogalacturonan derived from plant cell walls.
224308.BSU30150	ytdP	772	Putative membrane bound transcriptional regulator (AraC/XylS family); Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr: putative regulator.
224308.BSU30160	ytcQ	498	Putative ABC transporter (binding lipoprotein); Probably part of a binding-protein-dependent transport system; Belongs to the bacterial solute-binding protein 1 family.
224308.BSU30170	ytcP	286	Putative ABC transporter (permease); Probably part of a binding-protein-dependent transport system. Probably responsible for the translocation of the substrate across the membrane; Belongs to the binding-protein-dependent transport system permease family. CysTW subfamily.
224308.BSU30180	ytbQ	253	Putative nucleoside-diphosphate-sugar epimerase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the NAD(P)-dependent epimerase/dehydratase family.
224308.BSU30190	bioI	395	Cytochrome P450 for pimelic acid formation for biotin biosynthesis; Catalyzes the C-C bond cleavage of fatty acid linked to acyl carrier protein (ACP) to generate pimelic acid for biotin biosynthesis. It has high affinity for long-chain fatty acids with the greatest affinity for myristic acid; Belongs to the cytochrome P450 family.
224308.BSU30200	bioB	335	Biotin synthase; Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical-based mechanism; Belongs to the radical SAM superfamily. Biotin synthase family.
224308.BSU30210	bioD	231	Dethiobiotin synthetase; Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8- diaminopelargonic acid (DAPA) to form an ureido ring.
224308.BSU30220	bioF	389	8-amino-7-oxononanoate synthase; Catalyzes the decarboxylative condensation of pimeloyl-[acyl- carrier protein] and L-alanine to produce 8-amino-7-oxononanoate (AON), [acyl-carrier protein], and carbon dioxide.
224308.BSU30230	bioK	448	Lysine-8-amino-7-oxononanoate aminotransferase; Catalyzes the transfer of the alpha-amino group from L-lysine to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). B.subtilis is the only bacterium known to utilize L-lysine as an amino donor in the biosynthesis of DAPA. Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family. BioA subfamily.
224308.BSU30240	bioW	258	6-carboxyhexanoate-CoA ligase (pimeloyl-CoA synthase); Catalyzes the transformation of pimelate into pimeloyl-CoA with concomitant hydrolysis of ATP to AMP.
224308.BSU30250	ytaP	299	Putative hydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the dienelactone hydrolase family.
224308.BSU30260	msmR	344	Transcriptional regulator (LacI family); Represses the melibiose operon melREDCA in the absence of melibiose or raffinose. Binds to two binding sites at the promoter region of the operon.
224308.BSU30270	msmE	426	Multiple sugar-binding lipoprotein; Part of the ABC transporter complex MelEDC-MsmX involved in melibiose, raffinose and stachyose import. Binds melibiose, raffinose and stachyose.
224308.BSU30280	amyD	303	Carbohydrate ABC transporter (permease); Part of the ABC transporter complex MelEDC-MsmX involved in melibiose, raffinose and stachyose import. Probably responsible for the translocation of the substrate across the membrane.
224308.BSU30290	amyC	276	Maltose and multiple sugars ABC transporter (permease); Part of the ABC transporter complex MelEDC-MsmX involved in melibiose, raffinose and stachyose import. Probably responsible for the translocation of the substrate across the membrane.
224308.BSU30300	melA	432	alpha-D-galactoside galactohydrolase; Catalyzes the hydrolysis of melibiose and alpha-galactosides of the raffinose family of oligosaccharides (RFOs) such as raffinose and stachyose. Cannot act on polymeric substrates such as locust bean gum; Belongs to the glycosyl hydrolase 4 family.
224308.BSU30310	ytwF	103	Putative sulfur transferase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme.
224308.BSU30320	leuS	804	leucyl-tRNA synthetase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; Belongs to the class-I aminoacyl-tRNA synthetase family.
224308.BSU30330	ytvB	111	Putative conserved membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative membrane component.
224308.BSU30340	ytvA	261	Blue light GTP-binding receptor; Exhibits the same spectroscopical features and blue-light induced photochemistry as plants phototropins, with the reversible formation of a blue-shifted photoproduct, assigned to an FMN-cysteine thiol adduct. Although it is a positive regulator in the activation of the environmental signaling branch of the general stress transcription factor sigma-B, its precise role is undetermined.
224308.BSU30350	yttB	397	Putative efflux transporter; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
